source,price,area_m2,flat_rooms,has_kk,has_lift,has_balcony,has_parking,floor,condition,furnished,ownership,locality,lat,lon
sreality,13390000,93,3,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 9,50.109192,14.596742
sreality,11370000,110,4,0,0,1,0,3,dobre,vybavene,osobni,Praha 6,50.091095,14.310198
sreality,13291188,53,2,1,1,1,1,3,novostavba,vybavene,osobni,Praha 5,50.067234,14.405532
sreality,17500000,94,3,1,1,1,0,3,novostavba,vybavene,osobni,Praha,50.055046,14.516415
sreality,4499000,83,3,0,1,1,0,5,dobre,vybavene,osobni,Karlovy Vary,50.242981,12.830473
sreality,12069863,51,2,1,1,1,1,1,novostavba,vybavene,osobni,Praha 5,50.067234,14.405532
sreality,24033480,107,4,1,1,1,1,4,novostavba,vybavene,osobni,Praha 5,50.067234,14.405532
sreality,23890000,127,4,1,0,0,0,2,velmi dobre,vybavene,osobni,Praha 1,50.085175,14.416427
sreality,12050000,95,4,1,0,1,1,3,novostavba,vybavene,osobni,Brno,49.14772,16.661974
sreality,6300000,35,1,1,1,1,1,1,novostavba,vybavene,osobni,Praha 10,50.035713,14.580066
sreality,7300000,53,2,0,1,1,0,7,velmi dobre,vybavene,osobni,Praha 10,50.0714,14.50905
sreality,6690000,41,2,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 4,50.021404,14.413472
sreality,12500000,63,1,1,0,1,0,2,velmi dobre,vybavene,osobni,Praha 5,50.071571,14.386138
sreality,7990000,71,2,1,1,0,1,7,velmi dobre,vybavene,osobni,České Budějovice,48.999828,14.449444
sreality,5800000,36,1,1,0,0,1,3,velmi dobre,vybavene,osobni,Praha 8,50.135525,14.393878
sreality,4490000,51,2,0,0,1,0,4,velmi dobre,vybavene,osobni,Plzeň,49.731487,13.374009
sreality,9490000,61,2,1,0,1,1,1,velmi dobre,vybavene,osobni,Praha 5,50.057507,14.283324
sreality,8000000,54,2,1,1,1,0,4,velmi dobre,vybavene,osobni,Praha 4,50.044075,14.455484
sreality,12465000,68,3,0,1,1,1,2,novostavba,vybavene,osobni,Praha 5,50.028625,14.375762
sreality,7000000,55,2,1,1,1,0,4,velmi dobre,vybavene,osobni,Praha 10,50.043041,14.556076
sreality,5250000,106,4,0,0,0,1,2,dobre,vybavene,osobni,Karlovy Vary,50.235992,12.887388
sreality,4742000,60,2,0,1,0,0,2,velmi dobre,vybavene,osobni,Plzeň,49.745693,13.326261
sreality,12490000,86,3,0,1,1,0,4,velmi dobre,vybavene,osobni,Praha 5,50.071526,14.409292
sreality,8560000,79,3,1,0,0,1,1,novostavba,vybavene,osobni,České Budějovice,48.923725,14.453833
sreality,11000000,69,3,0,1,1,0,3,velmi dobre,vybavene,osobni,Praha 5,50.070713,14.37893
sreality,5998000,27,1,1,1,0,0,7,velmi dobre,vybavene,osobni,Praha 8,50.095318,14.467169
sreality,17390000,86,3,1,1,1,0,1,velmi dobre,vybavene,osobni,Praha,50.103275,14.451418
sreality,4971000,37,1,1,0,0,0,2,velmi dobre,vybavene,osobni,Trutnov,50.698181,15.729445
sreality,7300000,43,2,1,0,0,0,2,velmi dobre,vybavene,osobni,Trutnov,50.698181,15.729445
sreality,8190000,77,3,0,1,1,0,2,velmi dobre,vybavene,osobni,Brno,49.181374,16.689539
sreality,4650000,66,3,0,1,1,0,3,velmi dobre,vybavene,osobni,Ostrava,49.776619,18.259348
sreality,7300000,54,2,0,1,1,0,2,velmi dobre,vybavene,osobni,Brno,49.215408,16.577477
sreality,14950000,67,2,1,1,1,0,6,novostavba,vybavene,osobni,Praha 8,50.090775,14.452274
sreality,4900000,90,2,0,1,1,1,3,velmi dobre,vybavene,osobni,Karlovy Vary,50.23568,12.887151
sreality,5790000,38,2,1,1,0,0,6,velmi dobre,vybavene,osobni,Praha 4,50.008099,14.46663
sreality,3480000,36,1,0,1,0,1,3,velmi dobre,vybavene,osobni,Ostrava,49.787342,18.268518
sreality,8700000,38,1,1,1,1,1,6,velmi dobre,vybavene,osobni,Praha 3,50.085777,14.4665
sreality,6590000,39,2,1,0,0,0,2,velmi dobre,vybavene,osobni,Praha 8,50.115749,14.468445
sreality,3570000,77,2,0,0,1,0,3,dobre,vybavene,osobni,Karlovy Vary,50.233227,12.861512
sreality,5100000,29,1,1,0,0,0,2,velmi dobre,vybavene,osobni,Praha 8,50.115749,14.468445
sreality,4944500,71,2,1,0,1,1,2,dobre,vybavene,osobni,Liberec,50.788433,14.994884
sreality,16500000,96,4,1,1,1,1,2,dobre,vybavene,osobni,Praha 6,50.088871,14.328305
sreality,4890000,57,2,0,0,0,0,4,velmi dobre,vybavene,osobni,Plzeň,49.759689,13.351138
sreality,35900000,163,4,1,1,1,1,5,novostavba,vybavene,osobni,Praha 8,50.090775,14.452274
sreality,6130150,25,1,1,1,1,0,2,novostavba,vybavene,osobni,Praha 10,50.055046,14.516415
sreality,11501749,64,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 9,50.153309,14.528756
sreality,10470000,82,4,1,1,1,1,3,novostavba,vybavene,osobni,Olomouc,49.586334,17.25915
sreality,11849000,67,2,1,1,0,0,2,novostavba,vybavene,osobni,Praha,50.039669,14.435565
sreality,11031300,52,2,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 4,50.06551,14.438411
sreality,4500000,63,2,0,1,0,0,6,dobre,vybavene,osobni,Karlovy Vary,50.234955,12.870936
sreality,8900000,59,2,1,1,0,0,1,velmi dobre,vybavene,osobni,Praha 3,50.076836,14.469539
sreality,12748000,65,3,1,1,1,0,2,novostavba,vybavene,osobni,Praha 5,50.06501,14.409487
sreality,8052000,44,2,1,1,0,0,8,novostavba,vybavene,osobni,Praha 5,50.06501,14.409487
sreality,7414000,56,3,1,1,1,0,6,novostavba,vybavene,osobni,Praha 10,50.057026,14.541842
sreality,7092000,43,2,1,1,1,0,7,novostavba,vybavene,osobni,Praha 10,50.057026,14.541842
sreality,6972000,35,1,1,1,0,0,7,novostavba,vybavene,osobni,Praha 5,50.06501,14.409487
sreality,18634000,89,4,1,1,1,0,8,novostavba,vybavene,osobni,Praha 5,50.06501,14.409487
sreality,10988000,65,3,1,1,1,0,7,novostavba,vybavene,osobni,Praha 10,50.057026,14.541842
sreality,7500000,78,3,0,1,1,0,6,dobre,vybavene,osobni,Brno,49.204548,16.681139
sreality,3600000,43,2,1,0,1,0,4,velmi dobre,vybavene,osobni,Liberec,50.764587,15.060987
sreality,12990000,75,3,1,1,1,1,4,novostavba,vybavene,osobni,Praha 9,50.10833,14.524261
sreality,9400000,69,2,0,0,0,0,5,velmi dobre,vybavene,osobni,Praha 10,50.071411,14.503513
sreality,6450000,85,3,1,0,1,0,1,velmi dobre,vybavene,osobni,Český Krumlov,48.660938,14.165633
sreality,8500000,70,3,0,1,1,0,2,velmi dobre,vybavene,osobni,Praha 5,50.045567,14.313301
sreality,9990000,173,3,0,0,1,1,3,velmi dobre,vybavene,osobni,Plzeň,49.756844,13.45046
sreality,9950000,45,2,1,1,1,1,5,novostavba,vybavene,osobni,Praha 5,50.073605,14.393812
sreality,4499000,26,1,1,1,0,0,9,velmi dobre,vybavene,osobni,Praha 4,50.030148,14.528936
sreality,9900000,88,3,1,1,1,0,2,novostavba,vybavene,osobni,Brno,49.210617,16.496885
sreality,15120000,138,4,1,1,1,0,4,novostavba,vybavene,osobni,Brno,49.210617,16.496885
sreality,6325000,50,2,1,0,1,1,3,novostavba,vybavene,osobni,Brno,49.101444,16.37752
sreality,10800000,111,3,1,1,1,1,1,velmi dobre,vybavene,osobni,Praha 6,50.131695,14.39297
sreality,9300000,57,2,1,1,0,1,2,velmi dobre,vybavene,osobni,Praha 8,50.120224,14.46067
sreality,5512000,32,1,1,1,1,0,3,novostavba,vybavene,osobni,Praha 4,50.022511,14.44042
sreality,7499000,44,2,1,0,0,0,3,velmi dobre,vybavene,osobni,Praha 8,50.131023,14.447439
sreality,13920000,77,3,1,1,1,0,13,velmi dobre,vybavene,osobni,Praha 6,50.097946,14.357455
sreality,6720000,47,2,1,1,1,0,3,velmi dobre,vybavene,osobni,Praha 6,50.063271,14.310767
sreality,13610000,73,3,1,1,0,0,6,velmi dobre,vybavene,osobni,Praha 3,50.076912,14.466077
sreality,7750000,42,2,1,1,0,0,1,velmi dobre,vybavene,osobni,Praha 3,50.077347,14.462275
sreality,12200000,105,4,1,0,1,1,2,novostavba,vybavene,osobni,Brno,49.168629,16.727314
sreality,17999000,191,4,1,0,1,1,1,velmi dobre,vybavene,osobni,Praha 4,50.042118,14.486976
sreality,11296272,96,3,1,0,1,1,1,novostavba,vybavene,osobni,Brno,49.168629,16.727314
sreality,16685794,151,4,1,0,1,1,2,novostavba,vybavene,osobni,Brno,49.168629,16.727314
sreality,10346668,88,3,1,0,1,1,1,novostavba,vybavene,osobni,Brno,49.168629,16.727314
sreality,14890000,71,3,1,0,1,1,2,velmi dobre,vybavene,osobni,Praha 4,50.03883,14.423045
sreality,15990000,93,3,0,1,1,0,3,velmi dobre,vybavene,osobni,Praha 6,50.104462,14.377088
sreality,14000000,81,3,1,1,0,0,7,velmi dobre,vybavene,osobni,Praha 4,50.058109,14.422111
sreality,5490000,83,4,0,0,1,0,4,dobre,vybavene,osobni,Liberec,50.737473,15.054453
sreality,8249999,33,1,1,1,1,1,3,velmi dobre,vybavene,osobni,Praha 5,50.043041,14.313431
sreality,4790000,67,3,0,1,0,0,1,velmi dobre,vybavene,osobni,Plzeň,49.758762,13.418895
sreality,3424000,78,2,0,0,0,1,1,dobre,vybavene,osobni,Karlovy Vary,50.227036,12.882158
sreality,20590000,118,3,0,0,0,1,1,velmi dobre,vybavene,osobni,Praha 6,50.10144,14.374413
sreality,12980000,133,4,1,1,1,1,5,novostavba,vybavene,osobni,České Budějovice,48.981346,14.482347
sreality,8700000,65,3,0,0,1,0,1,velmi dobre,vybavene,osobni,Praha 9,50.137062,14.508226
sreality,8783866,48,2,1,1,1,0,5,novostavba,vybavene,osobni,Praha 5,49.983574,14.359583
sreality,9990000,54,2,0,1,1,0,4,velmi dobre,vybavene,osobni,Praha,50.069298,14.46132
sreality,2940000,45,1,0,0,1,1,2,dobre,vybavene,osobni,Karlovy Vary,50.236256,12.902965
sreality,6500000,45,2,1,1,1,0,5,dobre,vybavene,osobni,Brno,49.169365,16.584158
sreality,4990000,26,1,1,0,0,0,3,velmi dobre,vybavene,osobni,Brno,49.181206,16.597662
sreality,8500000,71,3,0,1,0,0,1,dobre,vybavene,osobni,Praha,50.128452,14.498533
sreality,17140000,79,3,1,0,1,0,5,novostavba,vybavene,osobni,Praha 8,50.093021,14.443644
sreality,8424000,53,2,1,1,0,0,2,dobre,vybavene,osobni,Praha 3,50.089516,14.474159
sreality,10490000,77,3,1,1,1,0,7,velmi dobre,vybavene,osobni,Praha 5,50.037697,14.340588
sreality,7400000,46,1,1,1,0,0,1,velmi dobre,vybavene,osobni,Praha 8,50.12191,14.467102
sreality,8190000,64,1,1,1,1,0,1,novostavba,vybavene,osobni,Praha 8,50.12846,14.484085
sreality,7450000,88,3,1,1,0,0,6,velmi dobre,vybavene,osobni,Ostrava,49.835308,18.288086
sreality,7890000,51,2,1,1,0,0,3,dobre,vybavene,osobni,Praha 6,50.086277,14.374228
sreality,15925850,73,3,1,1,1,1,4,novostavba,vybavene,osobni,Praha 5,50.071194,14.406509
sreality,20346500,88,3,1,1,1,1,7,novostavba,vybavene,osobni,Praha 5,50.071194,14.406509
sreality,6499000,53,2,0,0,0,0,2,dobre,vybavene,osobni,Brno,49.177402,16.598839
sreality,10990000,100,3,1,1,1,1,6,velmi dobre,vybavene,osobni,Karlovy Vary,50.234821,12.873309
sreality,4400000,63,2,0,1,0,0,2,velmi dobre,vybavene,osobni,Karlovy Vary,50.236313,12.88948
sreality,4990000,64,3,1,0,0,0,2,velmi dobre,vybavene,osobni,Ostrava,49.80806,18.240509
sreality,6620000,77,3,1,1,1,0,5,dobre,vybavene,osobni,Kladno,50.136669,14.105546
sreality,6890000,61,2,0,0,0,0,2,dobre,vybavene,osobni,Brno,49.245186,16.58536
sreality,14919959,88,3,1,1,1,0,6,novostavba,vybavene,osobni,Praha 5,49.983974,14.359765
sreality,17900000,98,4,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 5,50.056911,14.377188
sreality,22490000,108,4,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 6,50.082752,14.380148
sreality,9999000,71,2,0,1,1,1,3,velmi dobre,vybavene,osobni,Praha 10,50.066601,14.456541
sreality,27990000,120,4,1,1,0,1,1,velmi dobre,vybavene,osobni,Praha 6,50.088367,14.372161
sreality,7800000,53,2,1,1,1,0,2,velmi dobre,vybavene,osobni,Praha 9,50.133083,14.506908
sreality,26900000,163,4,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha,50.04882,14.496044
sreality,11832000,56,2,1,0,0,0,1,velmi dobre,vybavene,osobni,Praha 6,50.10556,14.379861
sreality,4190000,48,2,1,1,1,0,9,velmi dobre,vybavene,osobni,Ostrava,49.806183,18.236835
sreality,31500000,126,4,1,1,1,1,4,velmi dobre,vybavene,osobni,Trutnov,50.726147,15.609442
sreality,8700000,54,2,1,0,1,1,2,velmi dobre,vybavene,osobni,Praha 9,50.139137,14.551864
sreality,11877360,47,2,1,0,1,1,2,novostavba,vybavene,osobni,Praha 1,50.049236,14.316789
sreality,24500000,98,3,0,1,0,1,2,velmi dobre,vybavene,osobni,Praha 2,50.069942,14.438352
sreality,3150000,35,2,1,1,0,0,2,dobre,vybavene,osobni,Český Krumlov,48.699936,14.675326
sreality,12490000,85,4,1,0,0,0,2,velmi dobre,vybavene,osobni,Praha 4,50.024662,14.412411
sreality,7900000,73,3,1,1,1,0,2,velmi dobre,vybavene,osobni,Praha 9,50.105511,14.551577
sreality,9190000,65,3,1,0,0,0,1,velmi dobre,vybavene,osobni,Praha,50.058624,14.494488
sreality,7790000,60,3,1,1,1,1,1,velmi dobre,vybavene,osobni,Praha 9,50.102592,14.57009
sreality,12900000,171,4,1,1,1,0,3,novostavba,vybavene,osobni,Karlovy Vary,50.221088,12.885288
sreality,6990000,49,2,1,0,0,0,2,dobre,vybavene,osobni,Karlovy Vary,50.226841,12.874512
sreality,10324025,67,2,1,1,0,1,3,novostavba,vybavene,osobni,Praha 5,50.060715,14.401836
sreality,14831186,96,3,1,1,0,1,3,novostavba,vybavene,osobni,Praha 5,50.060715,14.401836
sreality,12990000,84,2,1,1,1,1,1,novostavba,vybavene,osobni,Praha 3,50.085598,14.468936
sreality,10490000,124,4,1,0,0,1,1,novostavba,vybavene,osobni,Praha,49.917526,14.357951
sreality,16500000,95,3,1,1,0,0,4,novostavba,vybavene,osobni,Praha 5,50.074722,14.40603
sreality,11000000,64,2,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 5,50.034569,14.388382
sreality,6900000,65,3,0,1,1,0,4,velmi dobre,vybavene,osobni,Kladno,50.144405,14.089762
sreality,9420000,61,2,1,1,1,1,2,novostavba,vybavene,osobni,Praha,50.084141,14.576953
sreality,5750000,106,3,0,0,0,0,5,velmi dobre,vybavene,osobni,Plzeň,49.754879,13.378022
sreality,4950000,62,2,0,0,0,0,3,velmi dobre,vybavene,osobni,Plzeň,49.730133,13.407736
sreality,7900000,39,2,1,1,0,0,6,velmi dobre,vybavene,osobni,Praha 3,50.084824,14.446784
sreality,5995000,105,4,1,0,0,0,2,velmi dobre,vybavene,osobni,Plzeň,49.754879,13.378022
sreality,10490000,77,4,1,1,1,0,6,velmi dobre,vybavene,osobni,Praha 4,50.024704,14.454246
sreality,13385000,84,3,0,0,1,0,3,velmi dobre,vybavene,osobni,Praha,50.103786,14.476581
sreality,15490000,57,3,1,1,0,1,4,novostavba,vybavene,osobni,Trutnov,50.695396,15.737185
sreality,3900000,63,1,1,1,1,0,4,velmi dobre,vybavene,osobni,Pardubice,50.023945,15.756436
sreality,15905847,99,4,1,1,1,0,7,novostavba,vybavene,osobni,Praha 5,49.983974,14.359765
sreality,11400000,70,2,1,1,0,0,6,velmi dobre,vybavene,osobni,Praha 2,50.07629,14.416727
sreality,6959000,47,2,1,1,0,0,2,novostavba,vybavene,osobni,Brno,49.171909,16.579048
sreality,3990000,70,2,0,0,0,0,5,dobre,vybavene,osobni,Karlovy Vary,50.234875,12.87747
sreality,15950000,197,3,1,1,1,1,6,novostavba,vybavene,osobni,Plzeň,49.746101,13.318915
sreality,13900000,131,3,1,1,1,1,6,novostavba,vybavene,osobni,Plzeň,49.746101,13.318915
sreality,9490000,74,4,0,1,1,0,1,velmi dobre,vybavene,osobni,Praha 9,50.123867,14.499713
sreality,11450000,78,3,1,1,0,1,16,velmi dobre,vybavene,osobni,Praha 10,50.077282,14.451818
sreality,10990000,93,3,1,1,1,0,4,velmi dobre,vybavene,osobni,Praha 5,50.048054,14.341453
sreality,36970000,189,5,1,1,1,1,6,velmi dobre,vybavene,osobni,Praha 3,50.08844,14.469105
sreality,8425000,99,3,0,0,0,0,1,dobre,vybavene,osobni,Brno,49.201302,16.603729
sreality,8500000,65,3,0,1,1,0,5,dobre,vybavene,osobni,Brno,49.187084,16.602173
sreality,6750000,72,2,1,1,0,1,3,velmi dobre,vybavene,osobni,Plzeň,49.740459,13.326465
sreality,6657300,42,2,1,0,1,0,3,dobre,vybavene,osobni,Praha 4,50.043072,14.455436
sreality,6240000,40,1,1,1,0,0,8,velmi dobre,vybavene,osobni,Praha 9,50.135014,14.510703
sreality,12430000,70,2,1,0,1,0,4,dobre,vybavene,osobni,Praha,50.104298,14.446863
sreality,3040000,45,2,0,0,0,0,3,dobre,vybavene,osobni,Ostrava,49.808407,18.237381
sreality,3601500,21,1,1,1,0,0,3,velmi dobre,vybavene,osobni,České Budějovice,48.989483,14.469944
sreality,7799000,88,3,1,0,0,1,2,velmi dobre,vybavene,osobni,Plzeň,49.719795,13.382647
sreality,9250000,69,2,0,1,0,0,4,velmi dobre,vybavene,osobni,Praha 10,50.07119,14.500809
sreality,10990000,63,3,1,1,1,1,1,dobre,vybavene,osobni,Praha 10,50.028168,14.608742
sreality,6850000,38,1,1,0,1,0,1,velmi dobre,vybavene,osobni,Praha 5,50.03981,14.317568
sreality,7890000,41,1,0,1,1,0,6,dobre,vybavene,osobni,Praha 6,50.086277,14.374228
sreality,7800000,47,2,0,1,0,0,1,velmi dobre,vybavene,osobni,Praha 10,50.081741,14.507885
sreality,11750000,75,4,1,1,1,1,2,velmi dobre,vybavene,osobni,Brno,49.216648,16.498663
sreality,4890000,27,1,1,0,0,0,1,dobre,vybavene,osobni,Praha 8,50.115089,14.47151
sreality,12100000,60,2,1,1,1,1,6,novostavba,vybavene,osobni,Praha 10,50.044987,14.501647
sreality,14997150,97,4,1,1,0,0,1,novostavba,vybavene,osobni,Brno,49.167629,16.611403
sreality,7190000,44,2,1,1,0,0,2,dobre,vybavene,osobni,Praha 6,50.086277,14.374228
sreality,6950000,49,2,1,0,0,0,1,dobre,vybavene,osobni,Praha 8,50.115089,14.47151
sreality,5971812,31,1,1,1,1,0,2,novostavba,vybavene,osobni,Brno,49.167629,16.611403
sreality,7150000,40,2,1,0,1,0,4,dobre,vybavene,osobni,Praha 8,50.115089,14.47151
sreality,11900000,70,3,1,1,1,0,2,velmi dobre,vybavene,osobni,Praha 8,50.120541,14.460058
sreality,15890000,79,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 5,50.056538,14.346208
sreality,7700000,52,2,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 10,50.011318,14.632949
sreality,17990900,140,5,0,0,1,0,3,velmi dobre,vybavene,osobni,Praha 8,50.117962,14.461505
sreality,10800000,138,4,1,0,0,0,4,dobre,vybavene,osobni,Brno,49.212978,16.633101
sreality,8547147,47,2,1,1,1,0,7,novostavba,vybavene,osobni,Praha 5,49.983574,14.359583
sreality,14550000,125,4,1,0,1,1,1,novostavba,vybavene,osobni,Praha 9,50.060352,14.64212
sreality,4650000,41,1,1,1,0,1,2,velmi dobre,vybavene,osobni,České Budějovice,48.9762,14.485855
sreality,10190000,54,2,1,0,0,0,1,novostavba,vybavene,osobni,Praha 6,50.125416,14.374244
sreality,5890000,56,3,1,0,0,0,5,velmi dobre,vybavene,osobni,Plzeň,49.73254,13.398834
sreality,5790000,35,1,1,1,1,0,3,velmi dobre,vybavene,osobni,Brno,49.216587,16.498465
sreality,7890000,39,1,1,0,0,0,1,velmi dobre,vybavene,osobni,Praha 1,50.078068,14.424879
sreality,5990000,67,3,1,0,0,1,3,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581
sreality,25890000,127,4,1,0,0,1,2,velmi dobre,vybavene,osobni,Praha 1,50.085175,14.416427
sreality,14100000,180,5,1,1,1,1,4,velmi dobre,vybavene,osobni,Brno,49.226307,16.531414
sreality,13680450,116,3,1,0,1,0,1,velmi dobre,vybavene,osobni,Brno,49.187721,16.58956
sreality,11750000,69,3,1,1,1,1,3,velmi dobre,vybavene,osobni,Brno,49.190975,16.604013
sreality,5450000,25,1,1,1,0,0,5,velmi dobre,vybavene,osobni,Praha 5,50.067116,14.402302
sreality,7000100,40,2,1,1,0,1,1,novostavba,vybavene,osobni,Brno,49.164433,16.615095
sreality,13480000,77,3,1,1,1,1,6,novostavba,vybavene,osobni,Praha 9,50.101528,14.505476
sreality,5999994,88,2,0,0,0,1,4,velmi dobre,vybavene,osobni,Plzeň,49.753735,13.416679
sreality,18970000,138,4,0,1,1,0,5,velmi dobre,vybavene,osobni,Praha 10,50.068794,14.452641
sreality,3990000,58,2,0,0,0,0,1,dobre,vybavene,osobni,České Budějovice,49.08868,14.374687
sreality,4290000,84,4,0,0,0,0,2,dobre,vybavene,osobni,České Budějovice,49.08868,14.374687
sreality,6253800,74,3,1,0,0,1,3,velmi dobre,vybavene,osobni,Plzeň,49.733086,13.371384
sreality,13690000,105,4,0,0,0,0,1,velmi dobre,vybavene,osobni,Praha 4,50.056656,14.444352
sreality,15890000,95,3,1,1,1,1,2,novostavba,vybavene,osobni,Praha 5,50.060966,14.398317
sreality,9250000,52,2,1,1,1,1,4,novostavba,vybavene,osobni,Praha 5,50.041534,14.402713
sreality,44990000,204,5,1,1,1,1,7,novostavba,vybavene,osobni,Praha 5,50.060966,14.398317
sreality,7315000,82,3,1,0,1,1,2,novostavba,vybavene,osobni,Pardubice,50.029575,15.730626
sreality,3899000,75,2,0,0,0,0,1,velmi dobre,vybavene,osobni,Ostrava,49.847218,18.28352
sreality,6990000,92,3,0,0,1,0,1,velmi dobre,vybavene,osobni,Olomouc,49.571293,17.254211
sreality,9800000,68,3,1,0,1,1,5,velmi dobre,vybavene,osobni,Praha 10,50.029465,14.593884
sreality,8290000,70,3,1,1,0,1,6,velmi dobre,vybavene,osobni,Plzeň,49.746464,13.367822
sreality,9470000,77,3,0,0,1,0,2,velmi dobre,vybavene,osobni,Praha 9,50.104168,14.579321
sreality,7990000,105,3,1,1,0,0,5,velmi dobre,vybavene,osobni,Brno,49.198872,16.621864
sreality,8280000,48,2,1,0,0,0,3,velmi dobre,vybavene,osobni,Praha 5,50.060535,14.397977
sreality,6300000,78,2,0,0,0,1,3,velmi dobre,vybavene,osobni,Kladno,50.143059,14.089692
sreality,5850000,22,1,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 3,50.080555,14.452493
sreality,6690000,60,2,1,1,1,1,5,velmi dobre,vybavene,osobni,Olomouc,49.585949,17.244551
sreality,27990000,145,3,1,1,0,1,7,velmi dobre,vybavene,osobni,Praha 1,50.091263,14.421435
sreality,5900000,33,1,1,0,1,0,1,novostavba,vybavene,osobni,Český Krumlov,48.737965,14.110538
sreality,10900000,75,3,1,0,1,1,1,velmi dobre,vybavene,osobni,Karlovy Vary,50.225739,12.877225
sreality,25974000,97,4,1,1,1,0,6,velmi dobre,vybavene,osobni,Praha 10,50.072151,14.472607
sreality,25500000,103,3,1,1,1,1,1,velmi dobre,vybavene,osobni,Praha 10,50.075321,14.456623
sreality,12150000,61,2,1,1,1,1,7,novostavba,vybavene,osobni,Praha 4,50.017788,14.400414
sreality,18900000,97,3,1,1,1,0,7,novostavba,vybavene,osobni,Praha 3,50.089996,14.471378
sreality,12690000,127,4,0,0,0,0,3,velmi dobre,vybavene,osobni,Karlovy Vary,50.224373,12.883904
sreality,39900000,190,4,1,1,1,0,7,velmi dobre,vybavene,statni,Praha 1,50.07629,14.416727
sreality,39000000,199,3,1,0,1,1,1,novostavba,vybavene,osobni,Praha,49.944149,14.609016
sreality,39900000,187,3,1,1,1,0,6,velmi dobre,vybavene,osobni,Praha 1,50.07806,14.416063
sreality,18900000,86,3,1,1,1,0,3,velmi dobre,vybavene,osobni,Praha 1,50.082405,14.431508
sreality,16500000,91,4,1,1,1,0,5,velmi dobre,vybavene,osobni,Praha 3,50.086662,14.446578
sreality,19790000,112,3,1,1,1,0,7,novostavba,vybavene,osobni,Praha 3,50.089996,14.471378
sreality,10265000,62,2,1,1,1,1,1,novostavba,vybavene,osobni,Praha,50.055584,14.45027
sreality,13800000,65,3,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha 5,50.07531,14.405655
sreality,10000000,60,2,1,1,1,1,6,novostavba,vybavene,osobni,Praha 10,50.052128,14.533685
sreality,3960000,31,1,1,0,0,1,7,velmi dobre,vybavene,osobni,Ostrava,49.842487,18.287325
sreality,14100000,80,2,1,1,1,1,1,novostavba,vybavene,osobni,Praha 5,50.055374,14.397349
sreality,34500000,192,5,1,1,1,0,5,velmi dobre,vybavene,osobni,Praha 6,50.099117,14.403586
sreality,7410000,61,2,1,0,1,1,5,velmi dobre,vybavene,osobni,Ostrava,49.842487,18.287325
sreality,16000000,93,3,1,1,1,1,9,velmi dobre,vybavene,osobni,Praha 4,50.004635,14.416499
sreality,39900000,131,4,1,1,0,1,2,velmi dobre,vybavene,osobni,Praha 1,50.08604,14.43134
sreality,11480000,96,4,1,0,1,1,6,velmi dobre,vybavene,osobni,Ostrava,49.842487,18.287325
sreality,5500000,32,1,1,1,1,0,8,dobre,vybavene,osobni,Brno,49.233543,16.591784
sreality,23850000,159,4,1,1,1,1,5,velmi dobre,vybavene,osobni,Praha 3,50.077503,14.462398
sreality,12500000,77,2,1,1,0,0,6,velmi dobre,vybavene,osobni,Praha 2,50.076668,14.416531
sreality,22500000,125,3,0,1,1,0,5,velmi dobre,vybavene,osobni,Praha 1,50.079613,14.414741
sreality,26900000,169,3,0,0,1,0,2,dobre,vybavene,osobni,Praha 1,50.088364,14.425947
sreality,8983850,67,2,1,1,0,0,1,dobre,vybavene,osobni,Praha 2,50.071774,14.441296
sreality,13500000,121,3,0,0,0,0,5,velmi dobre,vybavene,osobni,Praha 3,50.086834,14.445434
sreality,15200000,102,3,1,1,1,0,5,novostavba,vybavene,osobni,Praha 5,50.063885,14.409646
sreality,11800000,64,3,1,1,0,0,6,novostavba,vybavene,osobni,Praha 5,50.063885,14.409646
sreality,16490000,94,3,1,1,1,0,5,velmi dobre,vybavene,osobni,Praha 6,50.109337,14.400105
sreality,33000000,129,3,0,1,1,0,6,velmi dobre,vybavene,osobni,Praha 1,50.089642,14.421705
sreality,16192373,100,3,1,1,1,0,4,novostavba,vybavene,osobni,Praha 5,50.063885,14.409646
sreality,11870000,164,4,1,1,1,0,6,velmi dobre,vybavene,osobni,Český Krumlov,48.823586,14.328775
sreality,12700000,67,3,1,1,1,1,3,dobre,vybavene,osobni,Praha 9,50.10437,14.510856
sreality,23900000,117,4,1,1,1,0,2,velmi dobre,vybavene,osobni,Praha 6,50.098934,14.401722
sreality,32000000,106,4,1,1,1,1,1,novostavba,vybavene,osobni,Praha 6,50.081467,14.374428
sreality,27500000,157,3,1,1,1,1,5,velmi dobre,vybavene,osobni,Praha 5,50.065624,14.39688
