source,price,area_m2,flat_rooms,has_kk,has_lift,has_balcony,has_parking,floor,condition,furnished,ownership,locality,lat,lon
sreality,24990000,88,2,1,0,0,0,3,velmi dobre,vybavene,osobni,Praha 1,50.084446,14.414275
sreality,17900000,112,5,1,1,0,0,3,dobre,vybavene,osobni,Praha 5,50.072544,14.396043
sreality,35500000,229,4,1,1,0,0,6,velmi dobre,vybavene,osobni,Praha 2,50.076168,14.42813
sreality,18900000,109,3,1,0,0,0,3,velmi dobre,vybavene,osobni,Praha 1,50.090347,14.424859
sreality,47750000,209,5,1,1,1,1,6,velmi dobre,vybavene,osobni,Praha 2,50.071442,14.438137
sreality,8190000,53,2,1,1,1,1,4,velmi dobre,vybavene,osobni,Praha 5,50.039085,14.323065
sreality,7330000,53,2,1,1,1,1,2,novostavba,vybavene,osobni,Brno,49.197224,16.626997
sreality,9975000,57,2,0,1,0,0,3,velmi dobre,vybavene,osobni,Praha,50.105076,14.449461
sreality,9500000,82,4,0,0,1,0,2,velmi dobre,vybavene,osobni,Praha 4,50.000404,14.430167
sreality,6950000,96,3,0,1,1,1,4,dobre,vybavene,osobni,Plzeň,49.737194,13.390586
sreality,6300000,53,2,1,1,1,0,1,novostavba,vybavene,osobni,Olomouc,49.576866,17.244226
sreality,9190440,37,1,1,1,0,0,2,novostavba,vybavene,osobni,Praha,50.067234,14.405532
sreality,7600000,52,2,0,1,1,0,5,dobre,vybavene,osobni,Praha 10,50.067017,14.463294
sreality,7850000,94,4,1,1,0,0,4,velmi dobre,vybavene,osobni,Karlovy Vary,50.225739,12.877225
sreality,6200000,62,3,0,1,1,0,6,velmi dobre,vybavene,osobni,Plzeň,49.742203,13.328211
sreality,4840000,66,3,1,0,0,0,1,velmi dobre,vybavene,osobni,Ostrava,49.781227,18.278284
sreality,10990000,76,3,1,0,1,1,3,novostavba,vybavene,osobni,Brno,49.141331,16.551373
sreality,3800000,80,3,0,0,0,0,1,velmi dobre,vybavene,osobni,Trutnov,50.60231,15.661373
sreality,4600000,80,3,1,0,0,0,1,velmi dobre,vybavene,osobni,Ostrava,49.793915,18.257454
sreality,7990000,41,2,1,0,1,0,1,dobre,vybavene,osobni,Praha 8,50.118332,14.461049
sreality,10900000,39,1,0,0,0,0,3,velmi dobre,vybavene,osobni,Praha 1,50.088387,14.426569
sreality,5590000,47,2,0,0,0,0,1,dobre,vybavene,osobni,Praha 8,50.147232,14.448939
sreality,5480000,50,2,1,1,1,0,5,dobre,vybavene,osobni,Olomouc,49.574608,17.249584
sreality,6142000,32,1,1,1,1,0,2,velmi dobre,vybavene,osobni,Praha 9,50.138824,14.548953
sreality,8890000,60,2,1,0,1,1,2,velmi dobre,vybavene,osobni,Praha 5,49.968033,14.385454
sreality,9100000,56,2,0,0,0,0,4,dobre,vybavene,osobni,Praha 6,50.106342,14.379704
sreality,6200000,36,1,1,1,1,0,2,novostavba,vybavene,osobni,Praha 9,50.101383,14.563248
sreality,5580000,68,3,0,0,0,1,4,velmi dobre,vybavene,osobni,Plzeň,49.747787,13.393314
sreality,4290000,50,1,0,0,0,0,4,velmi dobre,vybavene,osobni,Plzeň,49.746117,13.366244
sreality,6250000,56,2,1,1,1,1,3,novostavba,vybavene,osobni,Plzeň,49.710403,13.325038
sreality,5900000,58,2,0,0,1,0,3,velmi dobre,vybavene,osobni,Plzeň,49.727825,13.404421
sreality,10500000,78,3,1,1,1,1,5,velmi dobre,vybavene,osobni,Brno,49.199032,16.645559
sreality,10794900,47,2,1,1,1,1,4,novostavba,vybavene,osobni,Praha 5,50.071247,14.406638
sreality,14310950,68,2,1,1,1,1,3,novostavba,vybavene,osobni,Praha 5,50.071194,14.406509
sreality,11243971,67,3,1,1,1,1,2,novostavba,vybavene,osobni,Praha 10,50.055046,14.516415
sreality,14400400,110,3,1,0,0,0,1,dobre,vybavene,osobni,Praha 6,50.08572,14.319221
sreality,15664000,63,2,1,1,0,1,1,velmi dobre,vybavene,osobni,Praha 1,50.091057,14.42034
sreality,18366300,88,3,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha 4,50.06551,14.438411
sreality,3549000,56,2,0,1,0,0,2,velmi dobre,vybavene,osobni,Ostrava,49.784264,18.236052
sreality,8400000,36,2,1,0,0,0,1,velmi dobre,vybavene,osobni,Praha 10,50.069969,14.447965
sreality,15190000,95,3,1,1,1,0,3,novostavba,vybavene,osobni,Praha 5,50.060966,14.398317
sreality,5699000,48,2,1,1,1,1,2,novostavba,vybavene,osobni,Kladno,50.161457,14.135164
sreality,2890000,49,1,0,0,0,1,5,velmi dobre,vybavene,osobni,Ostrava,49.832142,18.280087
sreality,4590000,50,2,0,1,1,1,1,velmi dobre,vybavene,osobni,České Budějovice,48.961311,14.473403
sreality,5950000,42,2,1,0,1,0,1,velmi dobre,vybavene,osobni,Brno,49.180984,16.596788
sreality,6900000,47,2,0,1,1,0,8,dobre,vybavene,osobni,Praha 4,50.027637,14.419114
sreality,9500000,57,2,0,0,0,0,5,velmi dobre,vybavene,osobni,Praha 6,50.104515,14.376817
sreality,9190000,52,2,1,0,1,0,5,velmi dobre,vybavene,osobni,Praha 4,50.056656,14.444352
sreality,7290000,52,1,0,0,0,0,3,velmi dobre,vybavene,osobni,Praha 4,50.056656,14.444352
sreality,5990000,88,3,1,0,1,0,2,dobre,vybavene,osobni,Karlovy Vary,50.227688,12.861362
sreality,7105000,39,2,1,1,1,0,1,novostavba,vybavene,osobni,Brno,49.127892,16.614414
sreality,7499000,119,3,1,0,1,0,2,velmi dobre,vybavene,osobni,Brno,49.31324,16.477913
sreality,4990000,60,2,0,0,0,1,1,dobre,vybavene,osobni,Brno,48.938622,16.52742
sreality,24700000,135,5,1,0,1,1,2,novostavba,vybavene,osobni,Trutnov,50.69276,15.730254
sreality,6498000,74,3,0,0,1,0,3,velmi dobre,vybavene,osobni,Plzeň,49.753044,13.29939
sreality,9316340,56,2,1,1,0,1,3,velmi dobre,vybavene,osobni,Praha 4,50.058594,14.449862
sreality,9316340,44,2,1,1,1,0,3,velmi dobre,vybavene,osobni,Praha 4,50.06168,14.451336
sreality,19729000,103,4,1,1,1,1,4,novostavba,vybavene,osobni,Praha 9,50.107922,14.492459
sreality,27777326,120,4,1,1,1,1,8,novostavba,vybavene,osobni,Praha 9,50.107922,14.492459
sreality,6950000,46,2,1,0,0,0,5,velmi dobre,vybavene,osobni,Praha 5,50.051411,14.317621
sreality,4975000,42,2,1,0,0,1,1,velmi dobre,vybavene,osobni,Brno,49.151031,16.656815
sreality,4775000,38,2,1,0,0,1,1,velmi dobre,vybavene,osobni,Brno,49.151031,16.656815
sreality,11999000,75,2,1,1,1,1,8,novostavba,vybavene,osobni,Praha 3,50.084606,14.482682
sreality,6249900,55,1,0,1,1,0,10,dobre,vybavene,osobni,Praha 8,50.131596,14.425169
sreality,25499000,123,4,0,1,0,0,5,dobre,vybavene,osobni,Praha 1,50.088985,14.425909
sreality,12990000,88,3,0,0,0,0,6,velmi dobre,vybavene,osobni,Praha 3,50.089764,14.47123
sreality,15240000,98,4,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha,50.036499,14.3295
sreality,9400000,77,3,0,0,0,1,2,velmi dobre,vybavene,osobni,Praha,49.968777,14.394235
sreality,15490000,100,3,1,1,1,1,1,velmi dobre,vybavene,osobni,Praha 9,50.115696,14.510242
sreality,16200000,86,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 5,50.031612,14.379066
sreality,11400000,126,4,1,0,1,0,5,velmi dobre,vybavene,osobni,Brno,49.186386,16.631744
sreality,7750000,73,3,1,1,1,0,2,velmi dobre,vybavene,osobni,Český Krumlov,48.639812,14.226622
sreality,15500000,118,3,1,1,1,1,8,velmi dobre,vybavene,osobni,Praha 9,50.139229,14.519882
sreality,1690000,40,1,0,0,1,0,2,dobre,vybavene,osobni,Trutnov,50.56628,16.057072
sreality,16604461,100,4,1,1,1,1,7,novostavba,vybavene,osobni,Praha 10,50.058334,14.513746
sreality,8538060,53,2,1,1,1,0,2,novostavba,vybavene,osobni,Praha 10,50.058334,14.513746
sreality,22024477,88,3,1,1,1,1,4,novostavba,vybavene,osobni,Praha 3,50.090618,14.466938
sreality,12793080,72,3,1,1,0,1,2,novostavba,vybavene,osobni,Praha 9,50.11219,14.506794
sreality,4680000,45,2,0,0,0,1,1,velmi dobre,vybavene,osobni,České Budějovice,48.961578,14.468282
sreality,5450000,68,2,0,0,0,0,3,velmi dobre,vybavene,osobni,Olomouc,49.612431,17.258507
sreality,8290000,95,4,0,1,1,0,4,dobre,vybavene,osobni,Pardubice,50.025318,15.767062
sreality,7290000,51,2,0,0,1,0,5,velmi dobre,vybavene,osobni,Praha 10,50.054577,14.503259
sreality,11490000,97,4,1,0,1,1,3,novostavba,vybavene,osobni,Brno,49.164112,16.603233
sreality,9990000,44,2,1,1,1,0,1,novostavba,vybavene,osobni,Praha,50.012009,14.412961
sreality,7100000,75,3,1,0,0,0,2,velmi dobre,vybavene,osobni,Olomouc,49.600471,17.23258
sreality,7100000,59,2,1,1,0,0,2,novostavba,vybavene,osobni,Brno,49.201508,16.623514
sreality,8900000,53,2,1,1,1,0,2,novostavba,vybavene,osobni,Praha 3,50.088413,14.484876
sreality,3990000,85,1,0,0,0,1,1,dobre,vybavene,osobni,Liberec,50.704403,14.941896
sreality,32000000,240,5,0,1,1,0,5,velmi dobre,vybavene,osobni,Praha 6,50.099236,14.393631
sreality,12764858,53,2,1,0,0,0,3,novostavba,vybavene,osobni,Praha 2,50.070736,14.430594
sreality,9853326,41,2,1,0,0,0,3,novostavba,vybavene,osobni,Praha 2,50.070736,14.430594
sreality,10377233,51,2,1,0,0,0,1,novostavba,vybavene,osobni,Praha 2,50.070736,14.430594
sreality,16294875,90,3,1,0,0,0,1,novostavba,vybavene,osobni,Praha 2,50.070736,14.430594
sreality,8500000,51,2,1,1,0,0,1,novostavba,vybavene,osobni,Praha 8,50.11433,14.474452
sreality,8370000,45,2,1,1,0,1,2,novostavba,vybavene,osobni,Praha 10,50.072262,14.480817
sreality,8490000,57,2,1,1,0,1,2,novostavba,vybavene,osobni,Praha 8,50.13979,14.397823
sreality,6835000,44,1,1,1,0,1,2,novostavba,vybavene,osobni,Praha 8,50.13979,14.397823
sreality,12990000,89,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 8,50.135525,14.393878
sreality,4290000,62,3,1,1,1,0,1,velmi dobre,vybavene,osobni,Ostrava,49.772926,18.2509
sreality,9980000,78,2,1,1,0,0,3,novostavba,vybavene,osobni,Trutnov,50.634602,15.716209
sreality,8290000,97,4,0,0,1,0,3,velmi dobre,vybavene,osobni,Kladno,50.150166,14.095945
sreality,8650000,74,2,1,1,1,0,2,velmi dobre,vybavene,osobni,Praha 9,50.104527,14.4881
sreality,9950000,63,3,1,1,1,0,3,velmi dobre,vybavene,osobni,Praha 3,50.088715,14.459738
sreality,12918400,58,2,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha 3,50.079895,14.45503
sreality,8132500,32,2,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha 3,50.079895,14.45503
sreality,9500000,96,3,1,1,1,0,6,velmi dobre,vybavene,osobni,Karlovy Vary,50.234821,12.873309
sreality,8990000,45,2,1,1,1,1,1,novostavba,vybavene,osobni,Praha 10,50.065895,14.496248
sreality,7790000,45,3,1,1,0,0,4,velmi dobre,vybavene,osobni,Praha,50.023949,14.49595
sreality,7300000,57,2,0,1,1,0,3,velmi dobre,vybavene,osobni,Praha 4,50.04509,14.488953
sreality,9590000,49,2,1,1,0,0,1,novostavba,vybavene,osobni,Praha 4,49.998055,14.407723
sreality,4300000,61,3,1,0,0,1,1,dobre,vybavene,osobni,Pardubice,50.153286,15.756632
sreality,3490000,51,2,1,0,0,0,3,velmi dobre,vybavene,osobni,Liberec,50.745228,15.085835
sreality,3290000,31,1,1,0,0,0,1,velmi dobre,vybavene,osobni,Liberec,50.745228,15.085835
sreality,6980000,40,1,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 5,50.063004,14.37985
sreality,9490000,50,2,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 5,50.063004,14.37985
sreality,16470000,90,3,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 5,50.063004,14.37985
sreality,9499000,106,4,1,0,1,1,2,velmi dobre,vybavene,osobni,Plzeň,49.755432,13.378911
sreality,6999999,102,4,0,1,1,1,10,dobre,vybavene,osobni,Karlovy Vary,50.237751,12.864752
sreality,3890000,61,2,1,0,0,1,3,velmi dobre,vybavene,osobni,Český Krumlov,48.816753,14.304142
sreality,3690000,79,3,0,0,1,1,2,dobre,vybavene,osobni,Praha,50.262749,14.685316
sreality,2790000,33,1,1,0,0,1,1,velmi dobre,vybavene,osobni,Kladno,50.149216,14.137625
sreality,5249000,74,3,0,0,0,0,4,dobre,vybavene,osobni,Zlín,49.232067,17.677797
sreality,7790000,51,2,1,1,0,0,5,dobre,vybavene,osobni,Praha 6,50.086277,14.374228
sreality,15990000,83,3,1,0,1,0,4,novostavba,vybavene,osobni,Brno,49.181038,16.589787
sreality,9900000,81,3,0,1,1,0,8,dobre,vybavene,osobni,Praha 8,50.131573,14.42914
sreality,4990000,52,1,0,0,0,0,1,velmi dobre,vybavene,osobni,Plzeň,49.737564,13.392915
sreality,6790000,39,1,1,1,1,0,3,velmi dobre,vybavene,osobni,Praha 9,50.093254,14.513268
sreality,7390000,117,4,0,0,1,0,3,velmi dobre,vybavene,osobni,Karlovy Vary,50.231422,12.878221
sreality,18940013,110,3,1,1,1,1,4,novostavba,vybavene,osobni,Praha 5,50.060715,14.401836
sreality,9955699,62,2,1,1,0,1,3,novostavba,vybavene,osobni,Praha 5,50.060715,14.401836
sreality,17571555,107,3,1,1,1,1,5,novostavba,vybavene,osobni,Praha 5,50.060715,14.401836
sreality,3990000,80,2,1,0,0,0,1,velmi dobre,vybavene,osobni,Ostrava,49.853165,18.279724
sreality,14986324,97,3,1,1,0,1,2,novostavba,vybavene,osobni,Praha 5,50.060715,14.401836
sreality,14862271,80,3,1,1,1,1,1,novostavba,vybavene,osobni,Praha 5,50.060715,14.401836
sreality,23000000,191,5,0,1,0,0,7,velmi dobre,vybavene,osobni,Praha 3,50.083096,14.452043
sreality,7290000,33,1,1,1,1,1,9,novostavba,vybavene,osobni,Praha 9,50.103748,14.488918
sreality,8490000,68,3,1,1,0,0,1,dobre,vybavene,osobni,Praha 9,50.122662,14.492733
sreality,11428050,177,4,1,1,1,1,4,velmi dobre,vybavene,osobni,Karlovy Vary,50.224606,12.881236
sreality,4990000,60,2,1,0,0,0,4,velmi dobre,vybavene,osobni,Olomouc,49.583237,17.251772
sreality,5350000,40,1,1,1,0,1,1,novostavba,vybavene,osobni,Plzeň,49.731941,13.35575
sreality,5500000,58,2,0,1,1,1,6,velmi dobre,vybavene,osobni,Liberec,50.764744,15.049376
sreality,4250000,50,2,0,0,1,0,4,velmi dobre,vybavene,osobni,Plzeň,49.733025,13.407267
sreality,5332489,49,2,1,1,1,0,3,novostavba,vybavene,osobni,Kladno,50.151047,14.115027
sreality,11532363,70,3,1,1,1,1,2,novostavba,vybavene,osobni,Praha 9,50.103188,14.521189
sreality,10750000,82,4,1,0,1,0,5,velmi dobre,vybavene,osobni,Praha 9,50.146484,14.532371
sreality,5853743,32,1,1,1,0,0,2,novostavba,vybavene,osobni,Praha 5,49.983887,14.359959
sreality,5200000,68,1,1,1,1,0,1,novostavba,vybavene,osobni,Brno,49.210617,16.496885
sreality,5480000,44,2,1,0,1,1,1,novostavba,vybavene,osobni,Brno,49.101444,16.37752
sreality,4090000,33,1,1,0,0,0,2,velmi dobre,vybavene,osobni,Kladno,50.128521,14.118181
sreality,8700000,53,2,1,1,1,1,5,velmi dobre,vybavene,osobni,Praha 9,50.127037,14.503071
sreality,4890000,23,1,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 5,50.058468,14.378085
sreality,8590000,51,2,1,1,0,1,2,velmi dobre,vybavene,osobni,Praha 5,50.058468,14.378085
sreality,7490000,70,3,0,0,0,0,1,dobre,vybavene,osobni,České Budějovice,48.988647,14.467381
sreality,3150000,45,2,1,1,1,0,3,dobre,vybavene,osobni,Zlín,49.291904,17.863007
sreality,7190000,47,2,1,0,0,0,1,dobre,vybavene,osobni,Praha 4,50.057232,14.446583
sreality,8281000,159,3,1,1,1,1,1,novostavba,vybavene,osobni,Kladno,50.161457,14.135164
sreality,4200000,63,2,0,1,1,0,10,velmi dobre,vybavene,osobni,Ostrava,49.836185,18.25701
sreality,7500000,119,4,0,1,1,1,3,velmi dobre,vybavene,osobni,Ostrava,49.839668,18.286266
sreality,4450000,71,3,0,1,0,0,7,velmi dobre,vybavene,osobni,Ostrava,49.799858,18.240114
sreality,10727200,47,2,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha 3,50.079895,14.45503
sreality,12390000,82,3,1,1,0,1,2,velmi dobre,vybavene,osobni,Praha 5,50.071716,14.389139
sreality,4720900,47,1,1,1,1,1,4,novostavba,vybavene,osobni,České Budějovice,48.976238,14.5018
sreality,8316480,84,3,1,1,1,1,6,novostavba,vybavene,osobni,České Budějovice,48.976238,14.5018
sreality,9700000,80,3,0,0,1,0,4,velmi dobre,vybavene,osobni,Praha,50.059357,14.290748
sreality,4650000,52,2,0,1,0,0,1,dobre,vybavene,osobni,Kladno,50.130886,14.126304
sreality,7490000,38,1,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 2,50.066448,14.429244
sreality,8790000,57,3,1,1,0,0,5,velmi dobre,vybavene,osobni,Praha 8,50.091888,14.448312
sreality,27990000,128,4,0,1,1,0,2,velmi dobre,vybavene,osobni,Praha 2,50.073608,14.434263
sreality,10990000,78,2,1,1,0,0,4,velmi dobre,vybavene,osobni,Praha 8,50.103786,14.476581
sreality,6290000,36,1,0,0,0,0,2,dobre,vybavene,osobni,Praha 8,50.105984,14.477245
sreality,6276600,32,1,1,1,0,1,1,velmi dobre,vybavene,osobni,Praha 2,50.075928,14.427186
sreality,9300000,69,1,0,0,0,0,3,dobre,vybavene,osobni,Praha 3,50.095108,14.492876
sreality,8500000,51,2,1,1,1,0,2,velmi dobre,vybavene,osobni,Praha 5,50.070286,14.380476
sreality,5800000,80,2,0,1,1,0,2,velmi dobre,vybavene,osobni,Karlovy Vary,50.2342,12.871859
sreality,7995000,51,2,1,0,1,0,4,velmi dobre,vybavene,osobni,Praha 5,49.969772,14.386572
sreality,18500000,95,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 4,50.034157,14.415149
sreality,7250000,40,2,1,0,0,1,2,novostavba,vybavene,osobni,Praha 10,50.055496,14.484432
sreality,9990000,76,3,1,0,1,1,3,novostavba,vybavene,osobni,Brno,49.141331,16.551373
sreality,16890000,172,4,0,0,1,1,2,dobre,vybavene,osobni,Praha 9,50.139832,14.511075
sreality,39900000,235,3,1,1,1,0,7,velmi dobre,vybavene,osobni,Praha 1,50.078972,14.415912
sreality,29500000,186,5,1,1,0,1,8,velmi dobre,vybavene,osobni,Praha 3,50.082184,14.452297
sreality,18950000,111,3,1,1,1,1,3,velmi dobre,vybavene,osobni,Praha 4,50.049946,14.454318
sreality,26990000,128,4,0,1,1,0,2,velmi dobre,vybavene,osobni,Praha 2,50.073608,14.434263
sreality,7290000,38,1,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 2,50.066448,14.429244
sreality,17490000,84,4,1,1,1,1,10,novostavba,vybavene,osobni,Praha 4,50.006672,14.45331
sreality,10890000,68,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 9,50.093208,14.512638
sreality,8150000,85,4,0,1,1,0,7,velmi dobre,vybavene,osobni,Brno,49.176525,16.553732
sreality,6990000,51,2,0,1,1,0,1,velmi dobre,vybavene,osobni,Brno,49.215897,16.575991
sreality,8750000,75,2,1,0,1,1,2,velmi dobre,vybavene,osobni,Brno,49.212654,16.56986
sreality,4750000,34,1,0,0,1,1,4,velmi dobre,vybavene,osobni,Brno,49.228306,16.529684
sreality,7950000,69,2,1,0,1,1,2,velmi dobre,vybavene,osobni,Brno,49.247498,16.573442
sreality,19290000,115,3,0,0,0,0,2,dobre,vybavene,osobni,Praha 5,50.065842,14.365302
sreality,11500000,52,2,1,1,0,0,4,velmi dobre,vybavene,osobni,Praha,50.090477,14.429967
sreality,10490000,74,2,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 10,50.054066,14.489308
sreality,11900000,82,3,1,1,0,1,2,velmi dobre,vybavene,osobni,Praha 5,50.071716,14.389139
sreality,7599999,52,2,0,1,1,0,5,dobre,vybavene,osobni,Praha 10,50.067017,14.463294
sreality,9490000,67,3,0,1,1,0,2,velmi dobre,vybavene,osobni,Praha 4,50.032887,14.517145
sreality,5390000,44,1,0,1,0,0,1,dobre,vybavene,osobni,Brno,49.18565,16.600441
sreality,8960000,62,3,0,0,1,0,2,dobre,vybavene,osobni,Praha 10,50.071728,14.509783
sreality,12200000,78,3,1,1,1,1,8,novostavba,vybavene,osobni,Praha 9,50.109688,14.527269
sreality,5890000,57,2,1,0,0,1,1,velmi dobre,vybavene,osobni,Plzeň,49.722992,13.401561
sreality,9290000,83,3,0,1,1,0,1,velmi dobre,vybavene,osobni,Praha 6,50.067944,14.297962
sreality,8180000,44,2,1,1,0,0,5,velmi dobre,vybavene,osobni,Praha 3,50.090828,14.472815
sreality,6100000,90,3,1,1,0,0,6,velmi dobre,vybavene,osobni,Karlovy Vary,50.231228,12.873023
sreality,3500000,62,2,0,0,0,1,3,dobre,vybavene,osobni,Ostrava,49.830086,18.260439
sreality,5800000,94,2,1,0,0,1,3,velmi dobre,vybavene,osobni,Karlovy Vary,50.228352,12.86996
sreality,20900000,231,4,1,1,1,1,14,novostavba,vybavene,osobni,Plzeň,49.724178,13.369744
sreality,5290000,62,3,0,1,0,0,6,velmi dobre,vybavene,osobni,Plzeň,49.729317,13.373938
sreality,5300000,60,2,0,1,1,0,3,velmi dobre,vybavene,osobni,Kladno,50.134064,14.131502
sreality,13688200,135,4,0,0,1,0,2,dobre,vybavene,osobni,Brno,49.181358,16.590845
sreality,4890000,56,2,0,0,0,0,3,dobre,vybavene,osobni,Plzeň,49.722477,13.405426
sreality,4795000,61,2,0,1,1,0,3,dobre,vybavene,osobni,Plzeň,49.72789,13.375569
sreality,5495000,32,1,1,1,0,0,6,velmi dobre,vybavene,osobni,Brno,49.19157,16.616091
sreality,12450000,71,2,1,0,0,0,5,velmi dobre,vybavene,osobni,Praha 8,50.09494,14.458605
sreality,5990000,23,1,1,1,0,1,5,velmi dobre,vybavene,osobni,Praha 3,50.080555,14.452493
sreality,8650000,40,2,1,1,0,1,6,velmi dobre,vybavene,osobni,Praha 3,50.080555,14.452493
sreality,5990000,23,1,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha 3,50.081169,14.453619
sreality,17700000,86,3,1,1,1,1,1,novostavba,vybavene,osobni,Praha 5,50.064987,14.369
sreality,4250000,53,3,1,0,0,0,3,velmi dobre,vybavene,osobni,Trutnov,50.576885,15.952114
sreality,7290000,37,2,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha 4,50.063202,14.44803
sreality,5890000,97,2,1,0,0,0,3,dobre,vybavene,osobni,Karlovy Vary,50.226604,12.88245
sreality,4250000,58,3,1,0,0,0,2,velmi dobre,vybavene,osobni,Trutnov,50.576885,15.952114
sreality,11800000,70,2,0,1,1,0,4,velmi dobre,vybavene,osobni,Praha 5,50.069794,14.379378
sreality,7790000,58,3,1,0,1,0,1,velmi dobre,vybavene,osobni,Praha 4,50.007366,14.42078
sreality,5550000,55,2,1,1,0,0,1,novostavba,vybavene,osobni,Plzeň,49.748943,13.34171
sreality,9990000,108,4,1,0,1,0,1,velmi dobre,vybavene,osobni,Plzeň,49.6973,13.415259
sreality,13455000,74,3,1,1,0,0,1,novostavba,vybavene,osobni,Praha,50.041576,14.588147
sreality,13090000,72,3,1,0,0,0,2,velmi dobre,vybavene,osobni,Praha 2,50.07682,14.433805
sreality,11875973,87,3,1,1,0,1,2,novostavba,vybavene,osobni,Praha,50.087353,14.568163
sreality,20094000,107,4,1,1,0,0,1,novostavba,vybavene,osobni,Praha 5,50.055424,14.381661
sreality,14645000,91,3,1,1,1,0,2,novostavba,vybavene,osobni,Praha 5,50.055424,14.381661
sreality,15997000,89,3,1,1,1,0,3,novostavba,vybavene,osobni,Praha 5,50.055424,14.381661
sreality,10770000,46,2,1,1,1,0,3,novostavba,vybavene,osobni,Praha 5,50.055424,14.381661
sreality,5815400,29,1,1,1,1,0,2,novostavba,vybavene,osobni,Praha,50.041576,14.588147
sreality,10944320,59,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha,50.041576,14.588147
sreality,13658360,76,4,1,1,1,1,2,novostavba,vybavene,osobni,Praha,50.041576,14.588147
sreality,21300000,153,4,1,0,0,1,1,velmi dobre,vybavene,osobni,Praha 5,50.013962,14.390326
sreality,5850000,55,2,1,1,0,1,5,velmi dobre,vybavene,osobni,Brno,49.199638,16.620007
sreality,5750000,56,2,1,1,1,1,6,velmi dobre,vybavene,osobni,Brno,49.199638,16.620007
sreality,6220000,71,2,0,1,1,0,10,velmi dobre,vybavene,osobni,Pardubice,50.035175,15.762774
sreality,6220000,71,3,0,1,1,0,10,velmi dobre,vybavene,osobni,Pardubice,50.035175,15.762774
sreality,7590000,38,1,1,1,1,1,3,novostavba,vybavene,osobni,Praha 4,49.999748,14.405152
sreality,5490000,62,2,1,1,1,0,2,velmi dobre,vybavene,osobni,Olomouc,49.574604,17.249584
sreality,3950000,50,2,0,1,1,0,5,dobre,vybavene,osobni,Ostrava,49.845016,18.161211
sreality,2999000,35,1,0,1,0,0,5,dobre,vybavene,osobni,Olomouc,49.582081,17.302122
sreality,6950000,40,1,1,0,0,0,2,novostavba,vybavene,osobni,Praha 10,50.06427,14.446064
sreality,5990000,62,3,0,0,1,0,4,dobre,vybavene,osobni,Pardubice,50.026344,15.777946
sreality,9999900,84,5,1,1,1,0,5,velmi dobre,vybavene,osobni,Brno,49.209137,16.660734
sreality,12799900,94,4,1,1,1,0,8,velmi dobre,vybavene,osobni,Praha 10,50.057995,14.468289
sreality,13799900,75,4,1,1,1,0,6,velmi dobre,vybavene,osobni,Praha 3,50.090412,14.49563
sreality,8999900,54,2,1,0,0,0,1,velmi dobre,vybavene,osobni,Praha 10,50.07336,14.479058
sreality,13999900,78,3,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 10,50.055096,14.494827
sreality,8649900,42,2,1,1,0,0,5,velmi dobre,vybavene,osobni,Praha 10,50.071815,14.462531
sreality,14999900,81,3,1,1,0,0,4,velmi dobre,vybavene,osobni,Praha 10,50.065205,14.45071
sreality,8799900,41,2,1,0,0,0,1,velmi dobre,vybavene,osobni,Praha 10,50.072937,14.474713
sreality,19999900,117,4,1,1,0,0,6,velmi dobre,vybavene,osobni,Praha 2,50.075748,14.445976
sreality,25999900,139,5,1,1,0,0,6,velmi dobre,vybavene,osobni,Praha 2,50.075748,14.445976
sreality,10199900,57,3,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 10,50.07024,14.470469
sreality,11799900,97,4,1,0,0,0,2,velmi dobre,vybavene,osobni,Brno,49.203838,16.62237
sreality,9199900,53,2,1,0,0,0,4,velmi dobre,vybavene,osobni,Praha 10,50.075954,14.491883
sreality,14999900,76,4,1,1,1,0,2,velmi dobre,vybavene,osobni,Praha 6,50.084881,14.369196
sreality,13699900,85,4,1,1,1,0,2,velmi dobre,vybavene,osobni,Brno,49.205971,16.595387
sreality,13899900,52,2,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 2,50.075748,14.445976
sreality,10999900,79,4,1,1,1,0,2,velmi dobre,vybavene,osobni,Praha 4,50.048347,14.484312
