source,price,area_m2,flat_rooms,has_kk,has_lift,has_balcony,has_parking,floor,condition,furnished,ownership,locality,lat,lon,closest_stop_km,closest_train_km,closest_school_km,closest_kinder_km,closest_market_km,closest_hospital_km
sreality,6900000,47,2,0,1,1,0,8,dobre,vybavene,osobni,Praha 4,50.027637,14.419114,0.19081091031319736,0.8762476247015724,0.4636568029269997,0.5602736210757175,0.6874579532925461,1.41651649253356
sreality,9500000,57,2,0,0,0,0,5,velmi dobre,vybavene,osobni,Praha 6,50.104515,14.376817,0.27389232488912896,1.2055230621165687,0.7047759371018654,0.1680664987991387,0.618986427330172,0.24469792241023716
sreality,9190000,52,2,1,0,1,0,5,velmi dobre,vybavene,osobni,Praha 4,50.056656,14.444352,0.11277498864705099,0.7060686190787792,0.22048314193280283,0.2130053857522745,0.054049027682245815,0.4975428693598128
sreality,7290000,52,1,0,0,0,0,3,velmi dobre,vybavene,osobni,Praha 4,50.056656,14.444352,0.11277498864705099,0.7060686190787792,0.22048314193280283,0.2130053857522745,0.054049027682245815,0.4975428693598128
sreality,5990000,88,3,1,0,1,0,2,dobre,vybavene,osobni,Karlovy Vary,50.227688,12.861362,0.1464314682939114,0.3448673433804016,0.24942898449655457,0.3236883687352904,0.32937077927436786,7.4829592196188734
sreality,7105000,39,2,1,1,1,0,1,novostavba,vybavene,osobni,Brno,49.127892,16.614414,0.10121694729046381,0.8940994961204793,0.40031818141297687,0.32462699792154837,0.09122208552354705,2.484286146932219
sreality,7499000,119,3,1,0,1,0,2,velmi dobre,vybavene,osobni,Brno,49.31324,16.477913,0.03125225679500273,4.332093075926193,0.12077276763626803,0.06738418149432561,0.009128947055251852,0.08591563899422543
sreality,4990000,60,2,0,0,0,1,1,dobre,vybavene,osobni,Brno,48.938622,16.52742,0.13726850923753636,6.302456696527992,4.294951925190755,3.5734286344870303,0.13287105871743982,9.504707608731843
sreality,24700000,135,5,1,0,1,1,2,novostavba,vybavene,osobni,Trutnov,50.69276,15.730254,0.5285580368424646,10.075153091522665,0.4353655053167064,9.031108185847382,0.6002169578042149,0.339939563447934
sreality,6498000,74,3,0,0,1,0,3,velmi dobre,vybavene,osobni,Plzeň,49.753044,13.29939,0.2050127995311993,0.3443189968314582,0.6801256244206717,0.11938739784003734,2.4020551743449543,2.6285200968251674
sreality,9316340,56,2,1,1,0,1,3,velmi dobre,vybavene,osobni,Praha 4,50.058594,14.449862,0.02504821076113483,0.7067121665138719,0.06312923839405007,0.30577847654772994,0.05257125546707849,0.4445690358164486
sreality,9316340,44,2,1,1,1,0,3,velmi dobre,vybavene,osobni,Praha 4,50.06168,14.451336,0.12678333757385624,0.4570655511830562,0.37215516905856283,0.11966852450681499,0.14068577825725104,0.4551666799542771
sreality,19729000,103,4,1,1,1,1,4,novostavba,vybavene,osobni,Praha 9,50.107922,14.492459,0.09802184341224762,0.2131264991576832,0.27021179593359446,0.2684066729968421,0.11265707280950814,0.20637635758010145
sreality,27777326,120,4,1,1,1,1,8,novostavba,vybavene,osobni,Praha 9,50.107922,14.492459,0.09802184341224762,0.2131264991576832,0.27021179593359446,0.2684066729968421,0.11265707280950814,0.20637635758010145
sreality,6950000,46,2,1,0,0,0,5,velmi dobre,vybavene,osobni,Praha 5,50.051411,14.317621,0.3035793076156541,0.6919505422058957,0.35163170620573775,0.5731006265146885,0.6416397535608841,1.8048434673845597
sreality,4975000,42,2,1,0,0,1,1,velmi dobre,vybavene,osobni,Brno,49.151031,16.656815,0.1711348793040662,2.110480602533839,0.3981234748602057,0.12875062121154635,0.3015640541023428,3.4747032024003888
sreality,4775000,38,2,1,0,0,1,1,velmi dobre,vybavene,osobni,Brno,49.151031,16.656815,0.1711348793040662,2.110480602533839,0.3981234748602057,0.12875062121154635,0.3015640541023428,3.4747032024003888
sreality,11999000,75,2,1,1,1,1,8,novostavba,vybavene,osobni,Praha 3,50.084606,14.482682,0.07308386070863185,0.8621631280872303,0.4984646078020038,0.2672159323930422,0.2618905102834672,0.622981255134616
sreality,6249900,55,1,0,1,1,0,10,dobre,vybavene,osobni,Praha 8,50.131596,14.425169,0.08013740286423532,2.2317354407387238,0.34496744062249346,0.09917610826717062,0.17761881108874852,0.19642365544427193
sreality,25499000,123,4,0,1,0,0,5,dobre,vybavene,osobni,Praha 1,50.088985,14.425909,0.11834287730985663,0.33804822616697827,0.12478774961266989,0.13221584523984398,0.09847739411782246,0.4136501490093082
sreality,12990000,88,3,0,0,0,0,6,velmi dobre,vybavene,osobni,Praha 3,50.089764,14.47123,0.1314849300279518,0.9698795289603421,0.18635663103616767,0.4985105217252251,0.06992593515448794,0.1996339802409734
sreality,15240000,98,4,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha,50.036499,14.3295,0.29444445491143995,0.892898570958883,0.43244721808175385,0.7100141573340676,0.5307080172236174,0.944896089621829
sreality,9400000,77,3,0,0,0,1,2,velmi dobre,vybavene,osobni,Praha,49.968777,14.394235,0.283328786607816,0.4183881142175873,0.5090020868128264,0.37722952303441953,0.19745080609550675,0.4920657269985133
sreality,15490000,100,3,1,1,1,1,1,velmi dobre,vybavene,osobni,Praha 9,50.115696,14.510242,0.19899864911465315,0.7437423120358647,0.7814740361652462,0.17102185534364892,0.6656629164245274,0.7376811740008008
sreality,16200000,86,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 5,50.031612,14.379066,0.32675093011391443,2.0273493548077846,0.8258118036183179,0.3623537306322067,0.29409256317731025,1.2485923125231015
sreality,11400000,126,4,1,0,1,0,5,velmi dobre,vybavene,osobni,Brno,49.186386,16.631744,0.17367855178919772,1.2631970420251146,0.3089668703349756,0.5758946788792862,0.2638666115557278,0.4992394703432183
sreality,7750000,73,3,1,1,1,0,2,velmi dobre,vybavene,osobni,Český Krumlov,48.639812,14.226622,0.08928842712182794,1.432086276385757,0.34225295617140433,2.8310958880222374,0.075688979193856,3.151553217604913
sreality,15500000,118,3,1,1,1,1,8,velmi dobre,vybavene,osobni,Praha 9,50.139229,14.519882,0.1971025901947087,1.0734408346613986,0.6540534058760689,0.8030267387374966,0.271988785913699,0.9370024808965367
sreality,1690000,40,1,0,0,1,0,2,dobre,vybavene,osobni,Trutnov,50.56628,16.057072,0.38420130246422995,1.0290422703177178,3.3193891891495886,3.379421185756178,3.197168689639953,6.761406318893137
sreality,16604461,100,4,1,1,1,1,7,novostavba,vybavene,osobni,Praha 10,50.058334,14.513746,0.13774881631613176,0.8260595203994124,0.3985556714566967,0.47722158266373704,0.3815508966100143,0.5763602968508853
sreality,8538060,53,2,1,1,1,0,2,novostavba,vybavene,osobni,Praha 10,50.058334,14.513746,0.13774881631613176,0.8260595203994124,0.3985556714566967,0.47722158266373704,0.3815508966100143,0.5763602968508853
sreality,22024477,88,3,1,1,1,1,4,novostavba,vybavene,osobni,Praha 3,50.090618,14.466938,0.042721329079009975,0.7450695251016195,0.40446239719099986,0.4663565248211019,0.07237222191745674,0.4433049575837434
sreality,12793080,72,3,1,1,0,1,2,novostavba,vybavene,osobni,Praha 9,50.11219,14.506794,0.0664857805765614,0.4563968744857588,0.3216354574674868,0.5465532108134898,0.21144491764488843,0.8353215040729679
sreality,4680000,45,2,0,0,0,1,1,velmi dobre,vybavene,osobni,České Budějovice,48.961578,14.468282,0.17120826346434445,2.060598249517778,0.19595280041350632,0.3905689267079606,0.36688196473409873,0.42097780490181785
sreality,5450000,68,2,0,0,0,0,3,velmi dobre,vybavene,osobni,Olomouc,49.612431,17.258507,0.11997278987544713,2.5268622963175362,0.16040165726368524,0.18714170228141697,0.1432944679526126,1.1446734700295267
sreality,8290000,95,4,0,1,1,0,4,dobre,vybavene,osobni,Pardubice,50.025318,15.767062,0.17780049343038343,1.0580214415130453,0.1567486897475447,0.17521676560762728,0.45282815248627367,0.5131924554535316
sreality,7290000,51,2,0,0,1,0,5,velmi dobre,vybavene,osobni,Praha 10,50.054577,14.503259,0.16193020986785994,0.842120221855352,0.22590986375885058,0.1611480922933212,0.35169819356016624,0.5738622885658601
sreality,11490000,97,4,1,0,1,1,3,novostavba,vybavene,osobni,Brno,49.164112,16.603233,0.13908796829793976,0.44940489156091135,0.6920752065960033,0.7423906065269499,0.9429440621420687,0.8176702091845959
sreality,9990000,44,2,1,1,1,0,1,novostavba,vybavene,osobni,Praha,50.012009,14.412961,0.019397364903172787,1.8202699388143697,0.19478625459637602,0.39383167560061666,0.28253086618522577,0.6548206555414515
sreality,7100000,75,3,1,0,0,0,2,velmi dobre,vybavene,osobni,Olomouc,49.600471,17.23258,0.11011593137641126,1.7320484090941881,0.34786128124720733,0.4947254979104012,0.6832300715159717,0.5647227119467071
sreality,7100000,59,2,1,1,0,0,2,novostavba,vybavene,osobni,Brno,49.201508,16.623514,0.23822811101047722,1.0004630614717624,0.1591147350046693,0.2034385774016659,0.11068807569777842,0.4527355449440943
sreality,8900000,53,2,1,1,1,0,2,novostavba,vybavene,osobni,Praha 3,50.088413,14.484876,0.16904238804011626,1.3051411146705678,0.265158945698912,0.28566087343761637,0.19406006845612284,0.3090064767724695
sreality,3990000,85,1,0,0,0,1,1,dobre,vybavene,osobni,Liberec,50.704403,14.941896,0.16872573958479886,5.477843650583192,2.054594727671532,1.784718849189999,1.7953235011294215,7.173954330587151
sreality,32000000,240,5,0,1,1,0,5,velmi dobre,vybavene,osobni,Praha 6,50.099236,14.393631,0.13425768050173306,0.14224902707892761,0.5633202032123393,0.2142289152511356,0.23371366825003398,0.1288822813013478
sreality,12764858,53,2,1,0,0,0,3,novostavba,vybavene,osobni,Praha 2,50.070736,14.430594,0.1522859466032472,0.40013313074695467,0.0971685007927437,0.2515497634895305,0.12734479588048736,0.3333041007032559
sreality,9853326,41,2,1,0,0,0,3,novostavba,vybavene,osobni,Praha 2,50.070736,14.430594,0.1522859466032472,0.40013313074695467,0.0971685007927437,0.2515497634895305,0.12734479588048736,0.3333041007032559
sreality,10377233,51,2,1,0,0,0,1,novostavba,vybavene,osobni,Praha 2,50.070736,14.430594,0.1522859466032472,0.40013313074695467,0.0971685007927437,0.2515497634895305,0.12734479588048736,0.3333041007032559
sreality,16294875,90,3,1,0,0,0,1,novostavba,vybavene,osobni,Praha 2,50.070736,14.430594,0.1522859466032472,0.40013313074695467,0.0971685007927437,0.2515497634895305,0.12734479588048736,0.3333041007032559
sreality,8500000,51,2,1,1,0,0,1,novostavba,vybavene,osobni,Praha 8,50.11433,14.474452,0.06651564329403901,1.1575665445462102,0.2648660008576783,0.3058282094214622,0.055528820859938,0.6441772006434138
sreality,8370000,45,2,1,1,0,1,2,novostavba,vybavene,osobni,Praha 10,50.072262,14.480817,0.08807527335979208,0.7131966763400713,0.2001670103285713,0.08990164720316073,0.25969186631588065,0.1927035427286343
sreality,8490000,57,2,1,1,0,1,2,novostavba,vybavene,osobni,Praha 8,50.13979,14.397823,0.30151372709919594,2.2404282953243415,0.8059623909034206,0.9920881517319022,1.2685232587128499,1.6662903291493278
sreality,6835000,44,1,1,1,0,1,2,novostavba,vybavene,osobni,Praha 8,50.13979,14.397823,0.30151372709919594,2.2404282953243415,0.8059623909034206,0.9920881517319022,1.2685232587128499,1.6662903291493278
sreality,12990000,89,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 8,50.135525,14.393878,0.21304116930622902,2.7337922089969395,0.6602321933304831,1.2159814173142751,0.9228744730759479,1.3018062515782027
sreality,4290000,62,3,1,1,1,0,1,velmi dobre,vybavene,osobni,Ostrava,49.772926,18.2509,0.2920767879790705,3.287266833263302,0.2416747802994816,0.10026561088876981,0.20551575105612338,1.5394572498850887
sreality,9980000,78,2,1,1,0,0,3,novostavba,vybavene,osobni,Trutnov,50.634602,15.716209,0.4386642666972938,6.8062350523548005,2.180135156345427,2.498888284847479,0.3648010900780574,4.584648214174344
sreality,8290000,97,4,0,0,1,0,3,velmi dobre,vybavene,osobni,Kladno,50.150166,14.095945,0.09692195052152863,0.7684177359536473,0.4340608568463028,0.6473845941904551,0.5038463934869586,0.502207346245104
sreality,8650000,74,2,1,1,1,0,2,velmi dobre,vybavene,osobni,Praha 9,50.104527,14.4881,0.10572031368616078,0.3050982018674133,0.2690606380608777,0.39842512837626143,0.07915520777322341,0.6426139954517046
sreality,9950000,63,3,1,1,1,0,3,velmi dobre,vybavene,osobni,Praha 3,50.088715,14.459738,0.09078276713424828,0.7695033430895967,0.3359409288300269,0.48072249423745994,0.21166200276470593,0.3655142368587902
sreality,12918400,58,2,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha 3,50.079895,14.45503,0.29890563002176596,0.3912551148197971,0.3400479285333529,0.34162496188800223,0.04276492485544781,0.2258345967767661
sreality,8132500,32,2,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha 3,50.079895,14.45503,0.29890563002176596,0.3912551148197971,0.3400479285333529,0.34162496188800223,0.04276492485544781,0.2258345967767661
sreality,9500000,96,3,1,1,1,0,6,velmi dobre,vybavene,osobni,Karlovy Vary,50.234821,12.873309,0.07235896085339569,0.47383112656050186,0.6555861122360587,0.5886807112637998,0.14429448928421326,7.671156001140358
sreality,8990000,45,2,1,1,1,1,1,novostavba,vybavene,osobni,Praha 10,50.065895,14.496248,0.09404905286540474,0.6822781348254129,0.2808949019423967,0.18224146242719405,0.07226122137288275,0.26826624531028515
sreality,7790000,45,3,1,1,0,0,4,velmi dobre,vybavene,osobni,Praha,50.023949,14.49595,0.3091613793321882,0.9156515167079801,0.27265429685978876,0.4307625809987159,0.18710453767022298,0.5377307975851423
sreality,7300000,57,2,0,1,1,0,3,velmi dobre,vybavene,osobni,Praha 4,50.04509,14.488953,0.17572334933686784,1.1911637822790662,0.26379078870809114,0.15596044307529078,0.14254393012460415,1.1745812150421298
sreality,9590000,49,2,1,1,0,0,1,novostavba,vybavene,osobni,Praha 4,49.998055,14.407723,0.1409499051890219,3.1533317808174015,0.7191668642896968,0.5756092205488118,0.19193975027661472,1.1357088322636788
sreality,4300000,61,3,1,0,0,1,1,dobre,vybavene,osobni,Pardubice,50.153286,15.756632,0.021405610570258013,2.657050711945278,2.3261615614614968,2.433932182085791,2.2195684709166894,5.908639712241111
sreality,3490000,51,2,1,0,0,0,3,velmi dobre,vybavene,osobni,Liberec,50.745228,15.085835,0.06426333430594267,0.4020522429496977,0.6071855169303686,0.08446549761291279,1.3316540012805675,1.6157265038351962
sreality,3290000,31,1,1,0,0,0,1,velmi dobre,vybavene,osobni,Liberec,50.745228,15.085835,0.06426333430594267,0.4020522429496977,0.6071855169303686,0.08446549761291279,1.3316540012805675,1.6157265038351962
sreality,6980000,40,1,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 5,50.063004,14.37985,0.22085680631380902,0.7833460993562473,0.7089230974185572,0.2846307921949307,0.3574548219181402,0.739853300970754
sreality,9490000,50,2,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 5,50.063004,14.37985,0.22085680631380902,0.7833460993562473,0.7089230974185572,0.2846307921949307,0.3574548219181402,0.739853300970754
sreality,16470000,90,3,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 5,50.063004,14.37985,0.22085680631380902,0.7833460993562473,0.7089230974185572,0.2846307921949307,0.3574548219181402,0.739853300970754
sreality,9499000,106,4,1,0,1,1,2,velmi dobre,vybavene,osobni,Plzeň,49.755432,13.378911,0.12844244299682367,1.5039470699459143,0.12503155304193894,1.0628044439991353,0.2372449051244597,0.45460294127920337
sreality,6999999,102,4,0,1,1,1,10,dobre,vybavene,osobni,Karlovy Vary,50.237751,12.864752,0.09482870094294464,0.29083688124004825,0.1432420456909384,0.13251305048445203,0.08830416109373702,6.983939155795452
sreality,3890000,61,2,1,0,0,1,3,velmi dobre,vybavene,osobni,Český Krumlov,48.816753,14.304142,0.243367073596946,1.1343942362263788,0.42853073186710433,0.7704316985030518,0.7927410166713467,0.18745753452673358
sreality,3690000,79,3,0,0,1,1,2,dobre,vybavene,osobni,Praha,50.262749,14.685316,0.024710780584616968,4.247531300270775,0.8823380911041365,0.8788690248934404,3.034184317681316,7.476835278215922
sreality,2790000,33,1,1,0,0,1,1,velmi dobre,vybavene,osobni,Kladno,50.149216,14.137625,0.12666790535245678,1.668320126017607,0.9780765751854319,0.20683514644967127,1.083809524548653,2.577206523582
sreality,5249000,74,3,0,0,0,0,4,dobre,vybavene,osobni,Zlín,49.232067,17.677797,0.06203552546294162,1.539804748826722,0.2113679803105652,0.6317775693020321,0.12942276854606272,0.8160581899336387
sreality,7790000,51,2,1,1,0,0,5,dobre,vybavene,osobni,Praha 6,50.086277,14.374228,0.1216312524268565,1.5702845126233058,0.08317870168478025,0.19748827511714875,0.1891907345522761,0.23521856012351916
sreality,15990000,83,3,1,0,1,0,4,novostavba,vybavene,osobni,Brno,49.181038,16.589787,0.17128416836001512,1.8734240964388045,0.10612983476669677,0.26553027279797176,0.39753600023510244,0.3295301910208109
sreality,9900000,81,3,0,1,1,0,8,dobre,vybavene,osobni,Praha 8,50.131573,14.42914,0.09048739014758618,1.9706699760105286,0.3978716805982821,0.27024136607585864,0.2785681705029122,0.28534431962786844
sreality,4990000,52,1,0,0,0,0,1,velmi dobre,vybavene,osobni,Plzeň,49.737564,13.392915,0.17140938075846457,0.7232300712456665,0.2346268174467887,0.4990522941159281,0.18323812125036024,0.10225671774559157
sreality,6790000,39,1,1,1,1,0,3,velmi dobre,vybavene,osobni,Praha 9,50.093254,14.513268,0.140977500377658,1.134699608351486,0.19158037266968114,1.1618702755304298,0.04138854399318864,1.288806669052548
sreality,7390000,117,4,0,0,1,0,3,velmi dobre,vybavene,osobni,Karlovy Vary,50.231422,12.878221,0.18461037407919792,0.9329729980474659,0.4035581782838232,0.4460733118263996,0.3332513066928022,8.171715246260938
sreality,18940013,110,3,1,1,1,1,4,novostavba,vybavene,osobni,Praha 5,50.060715,14.401836,0.09112520057763755,0.4500520484043258,0.637515041939252,0.4028465354080152,0.10844691121779124,0.8670818326647464
sreality,9955699,62,2,1,1,0,1,3,novostavba,vybavene,osobni,Praha 5,50.060715,14.401836,0.09112520057763755,0.4500520484043258,0.637515041939252,0.4028465354080152,0.10844691121779124,0.8670818326647464
sreality,17571555,107,3,1,1,1,1,5,novostavba,vybavene,osobni,Praha 5,50.060715,14.401836,0.09112520057763755,0.4500520484043258,0.637515041939252,0.4028465354080152,0.10844691121779124,0.8670818326647464
sreality,3990000,80,2,1,0,0,0,1,velmi dobre,vybavene,osobni,Ostrava,49.853165,18.279724,0.16828450326034358,0.9485422057819338,0.06498400219353458,0.2819069365742927,0.3951247468486851,2.373649325219504
sreality,14986324,97,3,1,1,0,1,2,novostavba,vybavene,osobni,Praha 5,50.060715,14.401836,0.09112520057763755,0.4500520484043258,0.637515041939252,0.4028465354080152,0.10844691121779124,0.8670818326647464
sreality,14862271,80,3,1,1,1,1,1,novostavba,vybavene,osobni,Praha 5,50.060715,14.401836,0.09112520057763755,0.4500520484043258,0.637515041939252,0.4028465354080152,0.10844691121779124,0.8670818326647464
sreality,23000000,191,5,0,1,0,0,7,velmi dobre,vybavene,osobni,Praha 3,50.083096,14.452043,0.13039001532740344,0.6060105987400987,0.2210386234441851,0.36620723670085353,0.08539274003286167,0.3325633424202784
sreality,7290000,33,1,1,1,1,1,9,novostavba,vybavene,osobni,Praha 9,50.103748,14.488918,0.03451232850333336,0.3234206183283831,0.2739995949021904,0.4829488285974001,0.06243757585992443,0.6554274394687853
sreality,8490000,68,3,1,1,0,0,1,dobre,vybavene,osobni,Praha 9,50.122662,14.492733,0.05941407759906737,0.4501377131328262,0.3900868430544908,0.19862403253012886,0.08520659463087772,0.5879162002064524
sreality,11428050,177,4,1,1,1,1,4,velmi dobre,vybavene,osobni,Karlovy Vary,50.224606,12.881236,0.25095632428931597,0.3470054521367848,0.44245532832250806,0.894047039244644,0.08844633663382714,8.78985927372444
sreality,4990000,60,2,1,0,0,0,4,velmi dobre,vybavene,osobni,Olomouc,49.583237,17.251772,0.18179571864256033,0.6583361104691552,0.3546840835447219,0.04309773983647891,0.5412346909033142,0.6696379030539761
sreality,5350000,40,1,1,1,0,1,1,novostavba,vybavene,osobni,Plzeň,49.731941,13.35575,0.246246605499652,2.6570912885514066,0.21838533487385506,0.7507930642455488,0.6114096815461023,1.8551264184705964
sreality,5500000,58,2,0,1,1,1,6,velmi dobre,vybavene,osobni,Liberec,50.764744,15.049376,0.16336957902748145,0.4534327881687734,0.4396637950158616,0.43010524813725354,0.46834318852910123,2.0761281768185706
sreality,4250000,50,2,0,0,1,0,4,velmi dobre,vybavene,osobni,Plzeň,49.733025,13.407267,0.23733795156421983,1.7830886690264152,0.19829553669458158,0.5957774382684865,0.2321714294630361,1.1518121238104733
sreality,5332489,49,2,1,1,1,0,3,novostavba,vybavene,osobni,Kladno,50.151047,14.115027,0.17015551768052864,1.738290664504048,0.9141840507956677,0.7200899681461825,0.8210352636311019,1.0962697689765415
sreality,11532363,70,3,1,1,1,1,2,novostavba,vybavene,osobni,Praha 9,50.103188,14.521189,0.13702394027567416,0.865010222093497,0.23623729249051312,0.5899089052407264,0.09537297220255826,1.1437508603199058
sreality,10750000,82,4,1,0,1,0,5,velmi dobre,vybavene,osobni,Praha 9,50.146484,14.532371,0.14624011215563337,0.9584727275910025,0.9837179528902401,0.8106541483027386,0.5510808395746599,1.8711220071994776
sreality,5853743,32,1,1,1,0,0,2,novostavba,vybavene,osobni,Praha 5,49.983887,14.359959,0.15003966907879254,0.33718883186884,0.2977561991418578,0.5744421943575374,0.1539246187966125,2.302804993538848
sreality,5200000,68,1,1,1,1,0,1,novostavba,vybavene,osobni,Brno,49.210617,16.496885,0.33324783746713,5.614789017037928,0.6212744756878917,0.11773612141766109,0.7695342369033197,1.096003363342226
sreality,5480000,44,2,1,0,1,1,1,novostavba,vybavene,osobni,Brno,49.101444,16.37752,0.18183210911028966,0.5115005053313368,0.10242457452759433,4.517335714708517,0.09983361503914596,0.15623411953189992
sreality,4090000,33,1,1,0,0,0,2,velmi dobre,vybavene,osobni,Kladno,50.128521,14.118181,0.049124502488810756,0.32347426297139936,0.21286851772842932,0.2028285041633176,0.2911390517672632,2.267663046528718
sreality,8700000,53,2,1,1,1,1,5,velmi dobre,vybavene,osobni,Praha 9,50.127037,14.503071,0.11147894994585186,0.916548023495547,0.22330907041202233,0.22931969454427165,0.11918973142384519,0.934273705286148
sreality,4890000,23,1,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 5,50.058468,14.378085,0.2774863422610613,0.6911112607922171,0.7942856991128908,0.43256438880301495,0.18169600939430974,1.000969542365318
sreality,8590000,51,2,1,1,0,1,2,velmi dobre,vybavene,osobni,Praha 5,50.058468,14.378085,0.2774863422610613,0.6911112607922171,0.7942856991128908,0.43256438880301495,0.18169600939430974,1.000969542365318
sreality,7490000,70,3,0,0,0,0,1,dobre,vybavene,osobni,České Budějovice,48.988647,14.467381,0.17666630705911104,2.212525344250327,0.259306524616491,0.1968161013002957,0.10645842406350566,1.3353176310772583
sreality,3150000,45,2,1,1,1,0,3,dobre,vybavene,osobni,Zlín,49.291904,17.863007,1.3261736892019513,8.087979215403438,4.605631233229659,6.2703562177635135,1.5444822144316597,13.832387728882432
sreality,7190000,47,2,1,0,0,0,1,dobre,vybavene,osobni,Praha 4,50.057232,14.446583,0.2514576845956488,0.8269371272424568,0.31749651337917933,0.29671685442526496,0.08576178750035106,0.44536180420369326
sreality,8281000,159,3,1,1,1,1,1,novostavba,vybavene,osobni,Kladno,50.161457,14.135164,0.28174355493968545,0.42749585686166997,0.7223172651110332,0.1211731512999926,2.0015740235815964,2.9326624096072553
sreality,4200000,63,2,0,1,1,0,10,velmi dobre,vybavene,osobni,Ostrava,49.836185,18.25701,0.09480463625336268,1.7649329479615423,0.31920464495357853,0.11601950892033575,0.4958159190038015,1.5027335105612896
sreality,7500000,119,4,0,1,1,1,3,velmi dobre,vybavene,osobni,Ostrava,49.839668,18.286266,0.12767928815590499,1.1987533348540926,0.10298989533512416,0.4174386251040926,0.13401268568658578,1.0953375095823865
sreality,4450000,71,3,0,1,0,0,7,velmi dobre,vybavene,osobni,Ostrava,49.799858,18.240114,0.4514365542103699,1.608067892222185,0.1151571640645044,0.1938309413264966,0.23021728768870414,0.8521157437260919
sreality,10727200,47,2,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha 3,50.079895,14.45503,0.29890563002176596,0.3912551148197971,0.3400479285333529,0.34162496188800223,0.04276492485544781,0.2258345967767661
sreality,12390000,82,3,1,1,0,1,2,velmi dobre,vybavene,osobni,Praha 5,50.071716,14.389139,0.12314667431749793,1.067425795583687,0.42845780296126235,0.16507766364813053,0.03377375900608715,0.9739522476161895
sreality,4720900,47,1,1,1,1,1,4,novostavba,vybavene,osobni,České Budějovice,48.976238,14.5018,0.0730079137305023,0.9835560500501509,0.3201298349496341,0.2502871885616018,0.5295777591769532,1.8557078685346382
sreality,8316480,84,3,1,1,1,1,6,novostavba,vybavene,osobni,České Budějovice,48.976238,14.5018,0.0730079137305023,0.9835560500501509,0.3201298349496341,0.2502871885616018,0.5295777591769532,1.8557078685346382
sreality,9700000,80,3,0,0,1,0,4,velmi dobre,vybavene,osobni,Praha,50.059357,14.290748,0.051838737980087084,0.680618848503165,0.270273459660969,0.6703966669001493,0.03560429982607756,3.2195968801393184
sreality,4650000,52,2,0,1,0,0,1,dobre,vybavene,osobni,Kladno,50.130886,14.126304,0.08227736454402475,0.9566054460115034,0.1799169759108163,0.17278960806498714,0.4402737911123724,2.423894768055951
sreality,7490000,38,1,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 2,50.066448,14.429244,0.15449146454586649,0.375448404794976,0.3627851500299401,0.4836315868273949,0.10569236651602877,0.7338787381648637
sreality,8790000,57,3,1,1,0,0,5,velmi dobre,vybavene,osobni,Praha 8,50.091888,14.448312,0.18954584801276547,0.2988143519101625,0.1337928370614363,0.22244543389235533,0.07039768401905304,0.25967648141258726
sreality,27990000,128,4,0,1,1,0,2,velmi dobre,vybavene,osobni,Praha 2,50.073608,14.434263,0.09124622497585212,0.2932273389586001,0.03321409420133612,0.20825754341805686,0.07106385977206264,0.15912393538602734
sreality,10990000,78,2,1,1,0,0,4,velmi dobre,vybavene,osobni,Praha 8,50.103786,14.476581,0.07725536380103856,0.16049321527069926,0.15007550871640324,0.19907525429226636,0.13357402282275294,0.3727332837348825
sreality,6290000,36,1,0,0,0,0,2,dobre,vybavene,osobni,Praha 8,50.105984,14.477245,0.14539964843495884,0.3091683589131127,0.3490951330999028,0.06004990904580583,0.25725472591715953,0.27823890278395047
sreality,6276600,32,1,1,1,0,1,1,velmi dobre,vybavene,osobni,Praha 2,50.075928,14.427186,0.1663031502152587,0.2851557930303652,0.04975692219578115,0.12200793754200608,0.10212509935167007,0.18946294515581646
sreality,9300000,69,1,0,0,0,0,3,dobre,vybavene,osobni,Praha 3,50.095108,14.492876,0.2343001999583705,0.9143743840648969,0.21612543993122857,0.2950918286588319,0.2595466632648773,0.3236197926945194
sreality,8500000,51,2,1,1,1,0,2,velmi dobre,vybavene,osobni,Praha 5,50.070286,14.380476,0.050108163166160326,1.4495748176196492,0.08298050337275995,0.13353594397196278,0.036378243345485124,1.0688231137543942
sreality,5800000,80,2,0,1,1,0,2,velmi dobre,vybavene,osobni,Karlovy Vary,50.2342,12.871859,0.10786614800166888,0.3912644370543802,0.605137934331153,0.5577209512068299,0.11635106439541379,7.623820178855927
sreality,7995000,51,2,1,0,1,0,4,velmi dobre,vybavene,osobni,Praha 5,49.969772,14.386572,0.0879939682610693,0.9376165531221076,0.5041696358021149,0.11960879715206606,0.2237219221964387,0.1902541381747238
sreality,18500000,95,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 4,50.034157,14.415149,0.047389224802905715,0.9136741275115643,0.3606658715409938,0.17163792747256099,0.028305930693168366,0.6388311569240326
