type,lat,lon
stop,50.3430508,18.6510878
stop,51.0548943,13.7570797
stop,50.932141,15.9846564
stop,50.831941,15.557659
stop,50.7567286,15.0799445
stop,50.7347078,15.1063287
stop,50.7310994,15.1111735
stop,50.7242174,15.1257164
stop,50.8337323,12.6316891
stop,48.5668808,17.8391689
stop,51.0541597,13.7193861
stop,51.0437494,13.7025874
stop,51.0494362,13.7209155
stop,48.9524576,13.3689015
stop,48.5663085,18.2078006
stop,48.5663129,18.2075849
stop,48.5734013,18.2479831
stop,48.5734474,18.248156
stop,48.5844019,18.2583943
stop,48.5843605,18.2585799
stop,48.6219933,18.3511647
stop,48.6218929,18.3513099
stop,48.6271336,18.3537667
stop,48.6270586,18.353887
stop,50.7965473,12.9068012
stop,50.7878299,15.1496791
stop,50.8696345,13.3965788
stop,50.12562,14.5162171
stop,51.043034,13.6822753
stop,50.5201295,12.6161245
stop,50.7601167,12.7741566
stop,50.8206482,12.875986
stop,50.6959584,12.4799493
stop,50.0860314,14.3849867
stop,50.0975363,14.4097149
stop,50.7561071,13.5573036
stop,51.0098388,13.8486132
stop,51.0102391,13.8484628
stop,51.0184306,13.8426718
stop,51.0195794,13.8418419
