type,lat,lon
stop,49.2760573,18.5338433
stop,49.2761787,18.5339689
stop,49.2801501,18.5337707
stop,49.2805052,18.5338174
stop,49.2861263,18.532036
stop,49.2864384,18.532209
stop,49.3024153,18.5226476
stop,49.3076569,18.5216146
stop,49.308571,18.5215296
stop,49.324139,18.5151052
stop,49.332803,18.5079328
stop,49.3350252,18.5052794
stop,49.3434969,18.5078804
stop,49.3103538,18.4143244
stop,49.7944987,18.7878792
stop,48.9648329,14.418457
stop,48.9517495,14.3583791
stop,48.9628205,14.4336205
stop,48.9643474,14.42739
stop,48.9649006,14.4238006
stop,48.9735335,14.3570066
stop,48.9769134,14.359372
stop,50.5247081,13.630832
stop,48.9481783,14.3363298
stop,48.9564228,14.3330377
stop,48.957175,14.3313535
stop,48.845963,12.9734548
stop,49.1708076,13.5165923
stop,50.2959364,16.8735539
stop,50.3600485,18.8375156
stop,50.360253,18.8386242
stop,50.1510595,18.3026217
stop,50.8371522,16.111267
stop,50.8448886,16.0972489
stop,50.8484735,16.1903145
stop,50.8489891,16.1697866
stop,50.8475477,16.1596614
stop,50.8491031,16.1805075
stop,50.8312143,13.5412006
stop,50.4812845,17.3360797
stop,50.4827647,17.3453543
stop,49.1622274,18.0831663
stop,49.158533,18.0861396
stop,50.6233758,15.2274817
stop,50.6076599,15.3171851
stop,50.6127023,15.2766882
stop,50.6246247,15.2278192
stop,50.6290538,15.2332393
stop,49.2022015,12.6628162
stop,49.2031717,12.6693831
stop,49.2229849,12.6836481
stop,49.2247577,12.6792753
stop,49.2233704,12.6738652
stop,49.2227617,12.6642511
stop,49.2262331,12.6778581
stop,49.2247385,12.6745045
stop,49.2063536,12.6666461
stop,49.2063025,12.6695827
stop,49.2082325,12.6686579
stop,49.227074,12.6504467
stop,49.2274262,12.6683397
stop,49.22536,12.6706471
stop,49.2172898,12.6664303
stop,49.2181891,12.6660525
stop,49.2017913,12.6643664
stop,49.2279363,12.6705301
stop,49.2017185,12.664389
stop,49.2223875,12.6564814
stop,49.2224381,12.6563312
stop,49.2134747,12.6687299
stop,49.2150333,12.668503
stop,49.2223756,12.660131
stop,49.219367,12.6646183
stop,49.2250379,12.6522977
stop,48.854971,17.9324669
stop,48.8552817,17.9325168
stop,48.8526524,17.9285531
stop,48.8604926,17.9413592
stop,48.8617952,17.9419772
stop,48.8675559,17.9441835
stop,48.8679598,17.9439438
stop,48.9467548,17.9128419
stop,48.9469965,17.9109887
stop,48.9801095,17.9250279
stop,48.9823793,17.9348494
stop,48.9719822,17.9794271
stop,48.8320102,17.9039394
stop,48.8320807,17.9042514
stop,48.8402546,17.9111316
stop,48.8625887,17.8537818
stop,48.8384725,17.9088961
stop,48.8386236,17.9089139
stop,48.8476626,17.9170285
stop,48.8478025,17.9170578
stop,48.8392675,17.9029811
stop,48.8501505,17.8725404
stop,48.8568749,17.8602482
stop,48.9824373,17.9346391
stop,48.8208605,17.8825639
stop,48.8990842,18.0296715
stop,48.9491913,18.0386269
stop,48.9572711,18.0316399
stop,48.9574236,18.0318666
stop,48.968112,17.9867563
stop,48.9344193,18.0386344
stop,48.9031075,18.0307715
stop,48.9059451,18.030145
stop,48.909409,18.034134
stop,48.9210755,18.0361691
stop,48.9210291,18.0364144
stop,48.9298391,18.038984
stop,48.9298527,18.0387851
stop,48.9633551,18.0288124
stop,48.9684786,18.0114821
stop,50.4488619,17.390842
stop,50.4492915,17.3904465
stop,50.4500615,17.3892941
stop,50.4539179,17.3753719
stop,50.453989,17.3754249
stop,50.4540129,17.3564124
stop,50.4542258,17.362489
stop,50.4549597,17.3555356
stop,50.4553772,17.3597686
stop,50.4555579,17.3409681
stop,50.4555826,17.3421958
stop,50.4558762,17.3444332
stop,50.4559749,17.3443678
stop,50.4582113,17.3483224
stop,50.4586012,17.3508645
stop,50.4589158,17.3401874
stop,50.4589419,17.3400801
stop,50.459174,17.3505063
stop,50.461846,17.3408964
stop,50.4617526,17.3411502
stop,50.4643936,17.2723672
stop,50.467003,17.3380267
stop,50.4673773,17.3399522
stop,50.4684679,17.3942621
stop,50.4686363,17.3924972
stop,50.4702174,17.3079311
stop,50.4715229,17.3318114
stop,50.471824,17.3383954
stop,50.4722531,17.3392089
stop,50.4725757,17.4327341
stop,50.4726665,17.432636
stop,50.4737025,17.2883707
stop,50.474146,17.287927
stop,50.4769818,17.3334653
stop,50.4772236,17.3243516
stop,50.4776872,17.3369906
stop,50.4776194,17.3371721
stop,50.4787956,17.3204956
stop,50.478132,17.3210382
stop,50.4791957,17.2989724
stop,50.4796682,17.3031961
stop,50.4799179,17.3237517
stop,50.4800917,17.3248564
stop,50.481532,17.3360904
stop,50.4816955,17.3287832
stop,50.4817643,17.3286802
stop,50.4829804,17.3314636
stop,50.4832621,17.3322
stop,50.4834344,17.3097904
stop,50.484034,17.3085158
stop,50.4863688,17.3031102
stop,50.4865797,17.3030114
stop,50.7034728,14.8376232
stop,50.0516849,14.4949255
stop,50.4770073,17.3236747
stop,50.4844345,17.3525978
stop,50.4845724,17.3526486
stop,50.4852431,17.3417946
stop,50.4854811,17.3430264
stop,50.485825,17.3547319
stop,50.4861534,17.3554023
stop,50.4886871,17.3336291
stop,50.4897322,17.3574101
stop,50.5123183,17.3348689
stop,50.5122953,17.3347455
stop,50.5149983,17.3354343
stop,50.4117379,17.3277266
stop,50.4105597,17.3332298
stop,50.4127138,17.3285948
stop,50.416924,17.2943448
stop,50.4170074,17.295305
stop,50.4338777,17.3057537
stop,50.4340425,17.305906
stop,50.4379746,17.3088252
stop,50.4384981,17.3095143
stop,50.4535369,17.3164623
stop,50.4544748,17.3163503
stop,50.459766,17.3152312
stop,50.4598014,17.3160603
stop,50.4613319,17.320482
stop,50.4614559,17.3213333
stop,50.4645585,17.3385119
stop,48.8222407,13.5943249
stop,48.822439,13.5948339
stop,50.3890682,17.2615872
stop,50.4266017,17.2545774
stop,50.4312118,17.2847156
stop,50.4330906,17.3408301
stop,50.4342612,17.3411904
stop,50.4508396,17.3563065
stop,50.4506134,17.3565057
stop,50.4543048,17.3356955
stop,50.4541761,17.3356212
stop,50.4598029,17.3457756
stop,50.460445,17.3456091
stop,50.4612675,17.3545955
stop,50.4638119,17.3526617
stop,50.4640026,17.349573
stop,50.4640043,17.3493634
stop,50.4654376,17.3313092
stop,50.4686598,17.2133413
stop,50.4703217,17.3432035
stop,50.4724552,17.3495197
stop,50.4725699,17.3501743
stop,50.4744132,17.3528436
stop,50.4745404,17.353909
stop,50.4760529,17.361341
stop,50.4803171,17.3370339
stop,50.4829069,17.2475095
stop,50.4879328,17.252594
stop,50.4889753,17.2596331
stop,50.5108723,17.2760692
stop,50.4636367,17.3522165
stop,50.4967394,12.1358877
stop,50.516616,12.1200008
stop,50.5142512,12.1205295
stop,50.3227773,17.3877313
stop,49.5223612,16.8835052
stop,50.3551497,17.3716929
stop,50.3711774,17.3620831
stop,50.3720217,17.3616788
stop,50.3868327,17.350106
stop,50.4102501,17.3383925
stop,50.4113035,17.3371305
stop,50.5123968,17.3510197
stop,50.5135785,17.3523569
stop,50.5274199,17.3604384
stop,50.5286127,17.3617438
stop,50.5443459,17.3716099
stop,50.5725604,17.3805016
stop,50.5733358,17.3807594
stop,50.616511,17.3822002
stop,50.6172857,17.3824004
stop,50.622724,17.3824068
stop,50.6232816,17.3822143
stop,50.6355585,17.3822197
stop,50.6548269,17.3875932
stop,50.6555973,17.3881442
stop,50.6782719,17.3873151
stop,50.6796878,17.3873712
stop,50.6919614,17.3858169
stop,50.6921387,17.385989
stop,50.6981327,17.3847944
stop,50.725454,17.3612135
stop,50.7264785,17.3607482
stop,50.7517875,17.3415471
stop,50.7532111,17.3419021
stop,50.5732141,17.4486704
stop,50.573874,17.4496682
stop,50.5844187,17.4940045
stop,50.5845769,17.4900063
stop,50.597601,17.5252027
stop,50.6054731,17.5495253
stop,50.6066258,17.5521045
stop,50.6170407,17.5698337
stop,50.618384,17.5718384
stop,50.6283293,17.5845936
stop,50.6289196,17.5859947
stop,50.6377456,17.6043033
stop,50.6374586,17.6300273
stop,50.6390142,17.6064955
stop,50.6423853,17.6146891
stop,50.6430269,17.6355272
stop,50.6435762,17.6379984
stop,50.649127,17.6564871
stop,50.649584,17.6600051
stop,50.651974,17.6745317
stop,50.6522985,17.6774614
stop,50.6812241,17.8724581
stop,50.6848607,17.820977
stop,50.6852545,17.8199253
stop,50.6887695,17.7521987
stop,50.6887876,17.7552188
stop,50.8097479,13.4070338
stop,50.1283824,14.0286194
stop,50.1281595,14.0287481
stop,50.6031879,15.3373801
stop,50.6211593,15.3362702
stop,50.9802847,12.2897849
stop,50.9719559,12.2817385
stop,50.9801935,12.2895837
stop,50.9753062,12.2655511
stop,51.0516223,13.1852369
stop,51.0516447,13.1853838
stop,51.0505868,13.1876913
stop,51.050634,13.1877411
stop,50.4401415,16.7916646
stop,50.4402884,16.7917075
stop,50.4472257,16.8373981
stop,50.4497884,16.9545819
stop,50.4499184,16.9546249
stop,50.4541963,16.9695972
stop,50.4565326,16.9835266
stop,50.4666083,17.1786553
stop,50.4966887,12.1358022
stop,50.5578682,15.8914349
stop,50.2516685,17.2217913
stop,50.2574693,17.2276014
stop,50.9909953,13.6430663
stop,50.4734916,15.581136
stop,50.4736059,15.5816456
stop,50.8317755,12.9317167
stop,50.4681532,13.7738919
stop,50.4789742,13.764759
stop,50.4665826,13.7535109
stop,50.6724068,15.2788788
stop,50.6956556,15.2131142
stop,49.8724807,15.8447058
stop,49.872909,15.8579224
stop,50.4034738,17.1352878
stop,50.398237,17.1307016
stop,50.4501451,13.5991196
stop,50.4496518,13.5985099
stop,50.4445931,13.594812
stop,50.4444955,13.5949413
stop,50.4248162,13.5934282
stop,50.4249982,13.5886752
stop,50.4227492,13.5816283
stop,50.4224917,13.5819851
stop,50.4021671,13.5633716
stop,48.6086283,18.4908439
stop,49.889351,15.488717
stop,50.4555032,17.3452497
stop,50.4555122,17.3455463
stop,50.2576477,17.1124988
stop,49.8627156,17.1877307
stop,48.7382917,18.6000085
stop,50.7624344,13.6565381
stop,48.5707544,17.6523054
stop,49.3008023,17.3990551
stop,50.5106843,12.9206536
stop,49.5832242,15.8280231
stop,50.9082635,13.434469
stop,50.3508439,17.2195829
stop,50.3581102,17.2245385
stop,50.3669207,17.2311707
stop,50.401872,12.1839807
stop,50.9106011,14.6405981
stop,49.3793872,18.5385601
stop,49.4244607,18.5349134
stop,49.4245218,18.5350246
stop,49.4376715,18.5885926
stop,49.3791271,18.6925817
stop,49.3826822,18.6460565
stop,49.3887109,18.6415015
stop,49.3929882,18.6324925
stop,49.3954886,18.6253057
stop,49.4466275,18.7360169
stop,50.8813864,14.5804775
stop,50.8886779,14.4610743
stop,51.0175867,15.7811776
stop,48.7874008,17.7708838
stop,48.7434844,17.4485847
stop,48.7436144,17.4485464
stop,48.7595027,17.680239
stop,48.7595597,17.6805009
stop,48.7505469,17.6630337
stop,48.7506892,17.6627165
stop,48.7548256,17.648619
stop,48.7575959,17.5718405
stop,48.7393301,17.4363346
stop,48.7438941,17.4670877
stop,48.7696243,17.5960633
stop,48.7720434,17.6015129
stop,48.7761778,17.6096135
stop,48.7147412,17.4041934
stop,48.7314988,17.4050614
stop,48.7738434,17.698282
stop,48.7450594,17.5349683
stop,48.76886,17.620067
stop,48.7034843,17.4005963
stop,48.7045221,17.4011228
stop,48.7448197,17.5443177
stop,48.7455856,17.5581074
stop,48.7458706,17.5592268
stop,48.7483026,17.5287749
stop,48.7485446,17.5051129
stop,48.748577,17.5285684
stop,48.7489091,17.5049522
stop,48.7499519,17.6681728
stop,48.7499747,17.4878775
stop,48.7500121,17.4876468
stop,48.7522311,17.4973435
stop,48.7523456,17.6753171
stop,48.7531187,17.6754148
stop,48.7577406,17.6365223
stop,48.7579304,17.6363845
stop,48.7611223,17.6314529
stop,48.7629176,17.5797427
stop,48.7629836,17.580219
stop,48.7643951,17.6238699
stop,48.7644913,17.6239821
stop,48.7686226,17.685115
stop,48.78267,17.7829215
stop,48.7844447,17.764053
stop,48.5735502,18.8190654
stop,49.4799652,18.6925975
stop,49.4824688,18.6882501
stop,49.4881604,18.6867676
stop,49.4945669,18.7231026
stop,49.476121,18.7486531
stop,50.7580636,12.428478
stop,50.7617223,12.4240952
stop,50.7619105,12.4241537
stop,50.832774,14.6672174
stop,50.294331,14.617273
stop,50.9079265,14.7015551
stop,50.3932665,13.1770924
stop,50.791774,14.5985764
stop,49.4645736,18.8142457
stop,49.4661791,18.8245738
stop,49.4624896,18.8079436
stop,50.3960253,12.3438133
stop,50.0458079,14.4828378
stop,50.0337046,14.5272709
stop,50.0339172,14.5275632
stop,50.048443,14.4827444
stop,50.0312651,14.4480367
stop,50.0311944,14.4475583
stop,50.0359039,14.5277575
stop,50.036138,14.5273211
stop,50.4074796,17.2762871
stop,50.4075139,17.2761475
stop,50.4113606,17.2763716
stop,50.4477718,17.1654687
stop,48.7617002,17.4556218
stop,48.8190968,17.7953148
stop,50.8802743,13.4470124
stop,49.9515018,16.9809473
stop,50.1728577,14.5526685
stop,50.17282,14.55297
stop,49.9556328,16.9775569
stop,50.2236977,17.1911378
stop,48.7644438,14.9832706
stop,48.8157672,17.4989279
stop,48.7992822,17.4690455
stop,48.8032785,17.4758639
stop,50.879632,14.5955056
stop,50.8797861,14.5947053
stop,48.9004525,14.642644
stop,50.8743805,13.4544977
stop,50.3715498,17.2574801
stop,49.7952343,17.6273402
stop,49.7936319,17.667563
stop,49.7994213,17.6694439
stop,49.7756302,17.7515283
stop,49.7737215,17.7482771
stop,49.7859163,17.7603008
stop,49.7792908,17.7549591
stop,49.7771258,17.7585679
stop,48.5690622,18.7493687
stop,49.0495166,18.6215451
stop,49.1167969,18.6553442
stop,49.1172858,18.6559394
stop,50.9189139,13.4301063
stop,49.5212094,13.5083107
stop,49.7774004,16.9218273
stop,48.826979,18.6019863
stop,50.917569,12.3911774
stop,50.9096095,12.4039087
stop,50.9096048,12.4038705
stop,50.909689,12.4039285
stop,48.8320689,18.5925968
stop,48.8336996,18.5883865
stop,48.8293302,18.5970425
stop,48.8318902,18.5927413
stop,48.8320486,12.9619405
stop,50.6109913,15.1489029
stop,50.6375129,15.1894423
stop,48.8269019,18.6020214
stop,49.6948609,15.9598293
stop,49.6420401,18.1516663
stop,49.6421732,18.1518733
stop,49.6415831,18.143912
stop,49.6411061,18.1406353
stop,49.6365845,18.1430296
stop,49.6364703,18.1428604
stop,49.629654,18.1388448
stop,49.6218091,18.1314665
stop,49.6290414,18.1775822
stop,50.4166008,17.3959825
stop,50.4175255,17.3875086
stop,50.879574,14.6073277
stop,50.497229,14.6158879
stop,49.7967952,17.6161452
stop,49.92522,15.46417
stop,50.9066685,12.862541
stop,50.5070528,15.0996266
stop,49.5517469,18.2163701
stop,49.6024415,18.1689979
stop,49.602367,18.1675916
stop,49.6048885,18.1728074
stop,49.6049176,18.1731422
stop,49.6116032,18.162884
stop,49.6119212,18.1626615
stop,49.6043766,18.1595708
stop,49.6045667,18.1592729
stop,49.5976255,18.1893276
stop,49.5872832,18.1907666
stop,49.6010433,18.1438285
stop,49.571134,18.2033475
stop,49.5712509,18.2032387
stop,49.5711797,18.2140766
stop,49.5785491,18.192824
stop,49.5787905,18.1929899
stop,50.47665,14.72274
stop,50.912263,12.8315688
stop,50.9124332,12.8313744
stop,50.4424072,15.7483082
stop,50.4427937,15.7462402
stop,50.4455189,15.7391869
stop,50.4460415,15.7383468
stop,50.4514941,15.7338166
stop,50.4514684,15.7339807
stop,50.4395346,15.7681233
stop,50.4398085,15.7678153
stop,50.4430288,15.7579573
stop,50.4433418,15.7570682
stop,48.5642567,13.6061249
stop,48.5509188,13.6406553
stop,49.4230284,18.6903731
stop,49.4316281,18.7079993
stop,50.4255292,15.6331323
stop,49.8836009,12.3205421
stop,50.1366074,17.2103574
stop,50.3545172,18.0783486
stop,50.3603546,18.0759639
stop,50.0457788,14.419058
stop,49.0265867,15.4162112
stop,51.0502454,13.2412878
stop,50.1567575,17.1722806
stop,51.0273512,13.2197924
stop,49.1764494,16.622704
stop,49.1762435,16.6229879
stop,50.7949346,15.0722685
stop,49.727896,13.4107413
stop,50.9145869,14.6110646
stop,50.9866967,14.5682822
stop,50.9686765,14.5636259
stop,50.9563093,14.5525346
stop,50.9612355,14.5593693
stop,51.0045012,14.473376
stop,51.0020337,14.4818293
stop,50.9984658,14.4898424
stop,51.002881,14.4310631
stop,51.0023038,14.4409658
stop,50.7435502,15.0311772
stop,50.6432649,15.2798454
stop,50.6594203,15.2750049
stop,50.7171862,14.9725425
stop,50.7212521,14.9670781
stop,50.7360778,15.0023303
stop,50.6946933,14.9208821
stop,50.6940795,14.9216922
stop,50.0262602,15.799211
stop,50.0200459,15.8065311
stop,49.080336,16.5481562
stop,49.0777775,16.5451657
stop,49.0802753,16.5489154
stop,50.8121394,14.5357842
stop,48.8949142,18.642254
stop,48.9000999,18.6488053
stop,50.7983874,15.0710703
stop,49.1767586,16.6283904
stop,49.1763334,16.6326952
stop,49.1766587,16.6320998
stop,49.1770032,16.6263008
stop,50.9454316,16.2998875
stop,50.9530085,16.3308711
stop,50.9344874,16.3123904
stop,50.9795758,13.4084579
stop,49.8764437,18.4345877
stop,50.7750977,12.3714929
stop,50.774505,12.3716063
stop,49.2796701,16.6940022
stop,50.1537384,17.1991356
stop,50.1639419,17.1966997
stop,49.4742847,12.4831497
stop,49.4791302,12.5030917
stop,49.4795443,12.5033701
stop,50.1797571,17.1993825
stop,48.9060703,18.6529386
stop,50.5419289,13.7120328
stop,49.0550283,14.7505019
stop,49.1170533,14.7319045
stop,49.0485858,14.6716661
stop,49.0485522,14.6649938
stop,49.1866734,14.7013559
stop,49.1939739,14.7159824
stop,50.5424018,13.700861
stop,50.5426547,13.700811
stop,50.9879839,16.4183842
stop,50.9880925,16.4193239
stop,50.9886551,16.4110201
stop,50.9888385,16.4103064
stop,48.8424781,12.9565381
stop,48.8439614,12.9550615
stop,48.845496,12.9525752
stop,48.8455027,12.9529338
stop,48.8455597,12.9483634
stop,48.8457709,12.9504032
stop,48.8460015,12.9448278
stop,51.0442006,13.2283786
stop,50.5083221,12.1430627
stop,51.0449153,12.1838765
stop,51.045006,12.1831995
stop,49.0243656,15.1587736
stop,49.0248875,15.1750686
stop,51.0503194,13.2107192
stop,49.1359777,12.290569
stop,49.1362953,12.2911133
stop,49.5240396,12.5639549
stop,50.8070018,13.635911
stop,50.8071081,13.636793
stop,50.8062661,13.6306699
stop,49.5167864,12.5513788
stop,49.5201833,12.5556626
stop,49.5284892,12.5822297
stop,49.4869619,12.506043
stop,49.5159007,12.5512308
stop,49.0462433,14.7510389
stop,50.4809828,17.3438099
stop,50.4810566,17.3442941
stop,50.3745091,18.0832198
stop,50.572994,14.959714
stop,49.5722985,14.7912511
stop,50.6326811,14.3921672
stop,50.4083234,15.9928983
stop,50.4010968,18.6296644
stop,50.4012528,18.6296241
stop,50.4024745,18.626682
stop,50.4020882,18.7127349
stop,50.4159386,18.7768243
stop,49.9767896,14.3277298
stop,49.9771391,14.3293655
stop,49.9730164,14.2892341
stop,49.9732668,14.2896756
stop,49.9756272,14.3047194
stop,49.9757324,14.3050778
stop,49.9745758,14.2966126
stop,49.974778,14.2973358
stop,50.3548457,18.8637633
stop,50.4027235,18.6325619
stop,48.6585196,18.8367811
stop,49.0458541,15.1627056
stop,50.3607128,18.6291466
stop,50.3645954,18.6384105
stop,50.350494,18.6251863
stop,50.3475086,18.6239974
stop,50.4909907,15.1627121
stop,50.0772503,14.4504942
stop,50.3590988,18.6425435
stop,50.3377489,18.654096
stop,49.1325307,13.1226348
stop,48.8540258,14.6198139
stop,48.8543398,14.6199306
stop,48.8624405,14.6073135
stop,48.8624335,14.6072227
stop,48.8577273,14.6155009
stop,48.8577921,14.6155009
stop,50.3897865,18.6186338
stop,51.0253588,14.4525777
stop,49.3503716,17.4429329
stop,49.3718241,15.5348767
stop,49.3707652,17.4348874
stop,49.3708245,17.4347122
stop,49.3480703,12.3720078
stop,49.7710157,18.6475717
stop,49.7710999,18.6469879
stop,48.7226788,18.7631397
stop,48.7247723,18.7628684
stop,48.7267141,18.7658959
stop,48.7313456,18.7635197
stop,48.6518613,18.8114452
stop,48.8049358,17.4251512
stop,48.7946652,17.4076803
stop,48.8114428,17.4851754
stop,48.8116007,17.4853533
stop,48.8038235,17.4380335
stop,48.7983769,17.4647371
stop,48.7984741,17.4646368
stop,48.8037859,17.4762488
stop,49.4592016,17.437719
stop,48.7525549,17.4995259
stop,49.8734277,12.4151644
stop,49.8844036,12.409171
stop,50.1412681,18.0846364
stop,48.9408923,12.7313559
stop,49.0232422,12.7148002
stop,49.0237694,12.7140255
stop,49.3316611,16.91058
stop,49.3303419,16.9124813
stop,49.3204398,16.9350525
stop,49.3204628,16.9352859
stop,49.5168268,13.1984147
stop,49.2019281,17.2081601
stop,50.8088748,16.3216936
stop,50.80949,16.3188553
stop,50.8094222,16.3185555
stop,50.8139508,16.3144624
stop,50.9104327,13.4020391
stop,50.9106184,13.402684
stop,50.9110909,13.3938775
stop,48.6110394,12.8865278
stop,49.2436562,18.7112965
stop,49.2438718,18.7110555
stop,49.240029,18.7328085
stop,49.2402177,18.7326097
stop,49.2424465,18.7171717
stop,49.7020149,14.2412623
stop,49.70205,14.24098
stop,50.2620421,14.4237301
stop,50.2619256,14.4252232
stop,50.331774,18.6172126
stop,50.3419628,18.6215503
stop,50.3391252,18.619297
stop,50.3393023,18.6182942
stop,50.4186625,18.828081
stop,50.3867514,18.7920418
stop,50.3584866,18.7422569
stop,50.3651419,18.7276742
stop,50.3637585,18.7348756
stop,50.360937,18.6815687
stop,50.3645966,18.6808553
stop,50.3687242,18.6861705
stop,50.3698544,18.7024208
stop,50.3683277,18.710592
stop,49.1215327,14.0788776
stop,50.4578642,15.7283262
stop,50.4579578,15.7284157
stop,50.4541838,15.7740066
stop,50.454645,15.7740241
stop,50.4652234,15.7127471
stop,50.4652978,15.712718
stop,50.4638548,15.71942
stop,50.4639233,15.7193051
stop,50.4502543,15.9083103
stop,50.4503405,15.9085455
stop,50.4605812,15.8922
stop,50.4606002,15.892363
stop,50.4544091,15.9000917
stop,50.4545266,15.9001672
stop,50.4698351,15.7214782
stop,50.4699679,15.7214753
stop,50.4607582,15.7666991
stop,50.4610108,15.7664867
stop,50.7719785,13.5009474
stop,49.3647799,17.4979606
stop,50.9170459,13.351418
stop,49.3784476,17.4877555
stop,49.3785746,17.4868668
stop,50.9832746,14.3410004
stop,50.7806826,12.9727576
stop,50.780984,12.97263
stop,49.3893673,17.4787465
stop,50.449117,12.507481
stop,49.4020871,17.4803613
stop,50.8931882,13.4420427
stop,50.8653164,13.3454013
stop,50.3654549,14.8767617
stop,50.3651683,14.8767875
stop,49.4166318,17.5003998
stop,49.2070211,16.8913937
stop,49.2076168,16.8927467
stop,49.1992689,16.8710276
stop,50.6536959,12.3510252
stop,50.653387,12.349583
stop,50.6547576,12.3404909
stop,50.6548586,12.341118
stop,50.6527044,12.3362683
stop,50.652708,12.336032
stop,49.9949904,17.0103617
stop,49.999722,17.0166989
stop,50.8636855,14.5874758
stop,50.8309961,14.5909716
stop,50.875278,14.584591
stop,50.879162,14.5132855
stop,50.1322697,15.9115403
stop,50.1322768,15.9123418
stop,49.9694422,14.8087266
stop,49.2968463,17.4055609
stop,48.9989444,13.233469
stop,49.0002004,13.2413416
stop,49.1430412,15.0039936
stop,49.1433607,15.0341704
stop,49.2223689,18.6023334
stop,49.2224873,18.6005461
stop,49.1842574,18.564118
stop,49.1955414,18.5521825
stop,49.1880459,18.5616854
stop,49.1787018,18.5696205
stop,49.3439244,18.5081264
stop,49.1524574,18.6769311
stop,49.2909682,18.4972471
stop,49.258076,18.5240226
stop,49.2580178,18.5237854
stop,49.167843,18.5760315
stop,49.1545879,18.5892912
stop,49.1596589,18.5916815
stop,49.3471673,18.5556017
stop,49.1966903,18.540095
stop,49.2023411,18.5129681
stop,49.2411024,18.596641
stop,49.253425,18.5384539
stop,49.13828,15.045482
stop,49.1282036,15.0826636
stop,49.1119501,15.1286261
stop,49.1131532,15.1567793
stop,49.1400074,15.156862
stop,49.1486856,15.15702
stop,48.7612749,14.7336203
stop,48.7460271,17.837062
stop,49.1590435,15.2020453
stop,49.6230633,17.4017968
stop,49.6228939,17.4018491
stop,49.6300065,17.4030722
stop,49.6299032,17.4032921
stop,49.6175014,17.3946018
stop,49.6157411,17.3929978
stop,49.6159466,17.3933937
stop,49.7316824,18.2896835
stop,49.7297452,18.2851239
stop,49.7323966,18.2929988
stop,49.7238731,18.291085
stop,49.8112963,18.5959569
stop,49.8112986,18.5960212
stop,49.0009632,13.2163349
stop,50.3207538,18.5961647
stop,48.5896363,12.1920696
stop,50.5943645,13.8707801
stop,50.5943657,13.8708864
stop,49.6470056,18.8681658
stop,49.9421241,16.2166043
stop,49.9350739,16.2315616
stop,49.935969,16.2242788
stop,50.2296754,17.3113732
stop,50.2143937,16.5518648
stop,49.0043081,13.2212705
stop,49.0042768,13.2214209
stop,48.9936497,12.1966599
stop,49.4247625,17.5906505
stop,48.9944751,13.2207467
stop,50.9078095,13.280661
stop,50.1307106,17.2173105
stop,49.8369721,18.2948603
stop,49.8370001,18.2938763
stop,50.4050578,17.1887532
stop,50.20942,14.11049
stop,48.8791826,14.9334355
stop,48.8919364,14.6426369
stop,50.1148399,17.2436426
stop,50.6652813,12.222901
stop,50.6655667,12.2229065
stop,48.9863047,13.1970715
stop,50.2930731,17.2483481
stop,50.2293102,17.2977025
stop,48.612165,15.1788002
stop,48.6139095,15.1806632
stop,48.6141969,15.1806728
stop,50.2131652,17.2253968
stop,48.8857959,14.9054207
stop,50.5005425,17.3572002
stop,50.5004509,17.3576173
stop,50.5051438,17.3633699
stop,50.5094968,17.3728439
stop,50.5098509,17.3740535
stop,50.5120508,17.3808549
stop,51.0381866,16.7530844
stop,49.1061276,17.1632404
stop,50.3452801,14.8709726
stop,50.3453853,14.8707017
stop,50.6548405,14.633015
stop,50.7783476,14.6342126
stop,50.7786911,14.6337946
stop,50.5815978,12.6975877
stop,49.2402974,18.7337037
stop,49.2401612,18.7336491
stop,49.3372727,18.8115562
stop,49.2713986,18.7495679
stop,49.2534617,18.7426441
stop,49.2536125,18.7427561
stop,49.2756997,18.7524605
stop,49.3380566,18.8123019
stop,50.2033633,14.5533732
stop,50.2031733,14.5535079
stop,49.9456391,14.692159
stop,50.0417464,14.3351398
stop,50.0435703,14.3368993
stop,50.4865764,15.508676
stop,49.2178656,18.7436876
stop,49.5184185,18.7514894
stop,49.5077871,18.7543597
stop,49.5000294,18.7630653
stop,49.5017011,18.7607404
stop,50.1855097,17.0523617
stop,51.0527833,13.2474516
stop,50.3365626,18.1033003
stop,50.3365118,18.1035174
stop,48.5860118,13.465955
stop,48.5861749,13.4657808
stop,50.9937455,13.7287907
stop,50.9943096,13.7286695
stop,49.6634736,14.4237084
stop,49.6626931,14.423256
stop,48.9338307,14.6145794
stop,48.9870853,13.1776885
stop,50.0462438,14.4872714
stop,49.0319872,14.6408973
stop,49.6548787,14.4259059
stop,49.65496,14.426
stop,49.65104,14.42881
stop,49.65911,14.42026
stop,48.8344488,12.964555
stop,48.8341554,12.964758
stop,48.9898858,13.2001681
stop,48.9908169,13.2005721
stop,50.6511395,14.0034194
stop,50.6547791,14.0013242
stop,50.6567865,14.0224017
stop,50.6589989,14.0301399
stop,50.6595028,14.0364887
stop,50.6595953,14.0372532
stop,50.5847334,14.3443922
stop,50.6128071,14.3265169
stop,50.6727445,14.0743039
stop,50.0281092,14.5082195
stop,50.3006994,18.7862893
stop,50.3009238,18.7862438
stop,50.5255814,14.1376009
stop,50.4175918,17.4841443
stop,50.418569,17.4825462
stop,50.4235816,17.4320899
