source,name,price_czk,area_m2,flat_type,locality,lat,lon,has_lift,has_balcony,has_parking,floor,condition,furnished
idnes,Prodej bytu 2+kk 49 m²,12497910,49,2+kk,"La Cala de Mijas, Španělsko",,,0,1,0,2,novostavba,
idnes,Prodej bytu 4+kk 180 m²,12497910,180,4+kk,"Guadalmina Alta, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 233 m²,13130100,233,3+kk,"Río Real, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 67 m²,4750000,67,3+kk,"Doksy, okres Česká Lípa",50.5647129856,14.6555244655,0,1,1,,novostavba,nevybaveny
idnes,Prodej bytu 3+kk 68 m²,9800000,68,3+kk,"Ke kříži, Praha 10 - Uhříněves",50.0294655,14.5938843,0,0,0,4,velmi dobrý stav,
idnes,Prodej bytu 4+kk 158 m²,6790000,158,4+kk,"Růžový kopeček, Cheb",50.0796255,12.3666058,0,0,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 159 m²,11967843,159,3+kk,"Benalmadena, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 95 m²,11549625,95,3+kk,"Elviria, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 2+kk 56 m²,7999000,56,2+kk,"Honzíkova, Praha 10 - Dolní Měcholupy",50.06799146381507,14.556583104225277,1,1,0,5,novostavba,castecne vybaveny
idnes,Prodej bytu 3+kk 100 m²,11306475,100,3+kk,"Marbella, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 134 m²,13130100,134,4+kk,"Nueva Andalucía, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 158 m²,22977675,158,4+kk,"Nueva Andalucía, Španělsko",,,0,1,0,2,po rekonstrukci,
idnes,Prodej bytu 3+kk 225 m²,32071485,225,3+kk,"Estepona, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+1 75 m²,4700000,75,3+1,"Zašovská, Valašské Meziříčí, okres Vsetín",49.47573236228118,17.980470801695862,0,1,0,3,velmi dobrý stav,
idnes,Prodej bytu 1+kk 30 m²,6390000,30,1+kk,"Jeronýmova, Praha 3 - Žižkov",50.0862648,14.4482224,1,0,0,5,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 4+kk 178 m²,24193425,178,4+kk,"Marbella, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 91 m²,12400650,91,3+kk,"Estepona, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 90 m²,13689345,90,4+kk,"Benalmadena, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 169 m²,73309725,169,4+kk,"San Pedro de Alcántara, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 206 m²,121939725,206,4+kk,"New Golden Mile, Španělsko",,,0,1,0,2,po rekonstrukci,
idnes,Prodej bytu 3+kk 105 m²,13956810,105,3+kk,"Casares, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 112 m²,14467425,112,3+kk,"The Golden Mile, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 130 m²,14929410,130,3+kk,"Fuengirola, Španělsko",,,0,1,0,2,novostavba,
idnes,Prodej bytu 4+kk 164 m²,17020500,164,4+kk,"Nueva Andalucía, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 103 m²,17385225,103,3+kk,"Benahavís, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 113 m²,14832150,113,3+kk,"Elviria, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 82 m²,16898925,82,3+kk,"Higueron, Španělsko",,,0,1,0,2,novostavba,
idnes,Prodej bytu 4+kk 145 m²,19816725,145,4+kk,"Nueva Andalucía, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 137 m²,13981125,137,4+kk,"La Quinta, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 144 m²,16655775,144,3+kk,"Puerto Banús, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 90 m²,10931206,90,3+kk,"Pod Zahrady, Přezletice, okres Praha-východ",50.15373543954931,14.5798054171299,1,1,1,1,novostavba,
idnes,Prodej bytu 3+kk 88 m²,8863200,88,3+kk,"Švermova, Liberec - Liberec X-Františkov",50.7632741,15.0381984,0,1,0,3,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 4+kk 208 m²,81941550,208,4+kk,"Estepona, Španělsko",,,0,1,0,2,po rekonstrukci,
idnes,Prodej bytu 4+kk 106 m²,14929410,106,4+kk,"La Cala Golf, Španělsko",,,0,1,0,2,novostavba,
idnes,Prodej bytu 4+kk 106 m²,14832150,106,4+kk,"La Cala Golf, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 96 m²,16266735,96,4+kk,"Estepona, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 93 m²,15926325,93,4+kk,"La Cala de Mijas, Španělsko",,,0,1,0,2,novostavba,
idnes,Prodej bytu 4+kk 163 m²,73309725,163,4+kk,"Estepona, Španělsko",,,0,1,0,2,po rekonstrukci,
idnes,Prodej bytu 2+kk 46 m²,8690000,46,2+kk,"Velvarská, Praha 6 - Dejvice, okres Praha",50.09832,14.3757915,0,0,0,3,velmi dobrý stav,
idnes,Prodej bytu 2+kk 61 m²,9900000,61,2+kk,"V Předním Hloubětíně, Praha 9 - Vysočany",50.104130977412694,14.515103987197646,1,1,1,3,novostavba,nevybaveny
idnes,Prodej bytu 1+kk 28 m²,3990000,28,1+kk,"Horská, Vrchlabí - Hořejší Vrchlabí, okres Trutnov",50.6415513,15.6089828,1,0,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+1 93 m²,5990000,93,3+1,"Jana Drdy, Příbram - Příbram VII",49.6770219,13.9870391,1,0,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 72 m²,12150000,72,2+kk,"V Předním Hloubětíně, Praha 9 - Vysočany",50.104130977412694,14.515103987197646,1,1,1,4,novostavba,nevybaveny
idnes,Prodej bytu 4+kk 135 m²,21761925,135,4+kk,"Los Flamingos, Španělsko",,,0,1,0,2,po rekonstrukci,
idnes,Prodej bytu 3+kk 81 m²,13100000,81,3+kk,"V Předním Hloubětíně, Praha 9 - Vysočany",50.104130977412694,14.515103987197646,1,1,1,3,novostavba,nevybaveny
idnes,Prodej bytu 4+kk 122 m²,29178000,122,4+kk,"Nueva Andalucía, Španělsko",,,0,1,0,2,novostavba,
idnes,Prodej bytu 4+kk 137 m²,36837225,137,4+kk,"Costalita, Španělsko",,,0,1,0,2,po rekonstrukci,
idnes,Prodej bytu 5+kk 245 m²,41821800,245,5+kk,"La Quinta, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 63 m²,8100000,63,3+kk,"Nupaky, okres Praha-východ",49.9939488087,14.6022291207,0,0,0,,novostavba,castecne vybaveny
idnes,Prodej bytu 4+kk 208 m²,41700225,208,4+kk,"Ojén, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 198 m²,73188150,198,4+kk,"Puerto Banús, Španělsko",,,0,1,0,2,po rekonstrukci,
idnes,Prodej bytu 4+kk 155 m²,38174550,155,4+kk,"Marbella, Španělsko",,,0,1,0,2,novostavba,
idnes,Prodej bytu 2+kk 90 m²,43037550,90,2+kk,"The Golden Mile, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 54 m²,7390000,54,3+kk,"Svojšovická, Praha 4 - Záběhlice",,,1,0,0,1,dobrý stav,
idnes,Prodej bytu 4+kk 310 m²,41213925,310,4+kk,"New Golden Mile, Španělsko",,,0,0,0,2,velmi dobrý stav,
idnes,Prodej bytu 1+1 37 m²,2350000,37,1+1,"Na Výsluní, Mariánské Lázně - Úšovice, okres Cheb",49.9606259,12.692994,0,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 87 m²,43037550,87,2+kk,"The Golden Mile, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 156 m²,44010150,156,4+kk,"Marbella, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+1 119 m²,4950000,119,4+1,"Kolmá, Karlovy Vary",50.2233221,12.8880931,0,1,0,3,po rekonstrukci,
idnes,Prodej bytu 4+kk 143 m²,37566675,143,4+kk,"Nueva Andalucía, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 181 m²,48508425,181,4+kk,"Benalmadena, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 83 m²,11306475,83,4+kk,"Fuengirola, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 2+1 43 m²,2850000,43,2+1,"J. A. Komenského, Stochov, okres Kladno",50.1455529646,13.9602219957,0,0,0,2,dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 53 m²,10500000,53,2+kk,"U papírny, Praha 7 - Holešovice",50.1070657,14.4380092,1,1,0,1,ve výstavbě,
idnes,Prodej bytu 4+kk 101 m²,5390000,101,4+kk,"Zborovská, Jince, okres Příbram",49.7798767,13.9813887,0,0,0,3,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 3+kk 109 m²,23780000,109,3+kk,"Mostecká, Praha 1 - Malá Strana, okres Praha",50.0874214,14.4060354,0,0,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 4+1 77 m²,4490000,77,4+1,"Maršovská, Teplice - Trnovany",50.658211,13.845162,1,1,0,4,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+kk 76 m²,8800000,76,3+kk,"Janského, Olomouc - Povel",49.577673,17.240726,1,1,0,5,novostavba,nevybaveny
idnes,Prodej bytu 3+kk 81 m²,10000000,81,3+kk,"Topolová, Olomouc - Slavonín",49.569075,17.247664,1,1,0,,novostavba,vybaveny
idnes,Prodej bytu 2+kk 53 m²,6100000,53,2+kk,"Janského, Olomouc - Povel",49.576868,17.244227,1,1,0,,novostavba,castecne vybaveny
idnes,Prodej bytu 3+kk 81 m²,10000000,81,3+kk,"Topolová, Olomouc - Slavonín",49.569075,17.247664,1,1,0,,novostavba,vybaveny
idnes,Prodej bytu 4+kk 111 m²,11689216,111,4+kk,"Slavíkova, Jince, okres Příbram",49.7885722222,13.9780338889,0,0,0,2,novostavba,
idnes,Prodej bytu 2+1 61 m²,2999000,61,2+1,"Jilemnického, Ústí nad Orlicí",49.9722372,16.3915111,0,0,0,1,před rekonstrukcí,
idnes,Prodej bytu 1+kk 19 m²,1699000,19,1+kk,"Šumavská, Větřní, okres Český Krumlov",48.7767805,14.2914227,1,0,0,3,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 2+kk 48 m²,9189000,48,2+kk,"Velvarská, Praha 6 - Dejvice, okres Praha",50.09832,14.3757915,0,0,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+1 95 m²,17990000,95,4+1,"Michalská, Praha 1 - Staré Město",50.08463703915,14.420037347584,1,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 62 m²,3999000,62,3+kk,"Komenského, Golčův Jeníkov, okres Havlíčkův Brod",49.8165186,15.4704966,0,1,0,1,velmi dobrý stav,
idnes,Prodej bytu 3+1 90 m²,14500000,90,3+1,"Zlatnická, Praha 1 - Nové Město",50.090494244852,14.432225769003,0,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 4+kk 174 m²,19900000,174,4+kk,"Smíchovská, Praha 5 - Stodůlky",50.038932114164,14.328039301511,0,1,1,1,novostavba,
idnes,Prodej bytu 3+kk 81 m²,10364384,81,3+kk,"Pod Zahrady, Přezletice, okres Praha-východ",50.15373543954931,14.5798054171299,1,1,1,3,novostavba,
idnes,Prodej bytu 3+1 103 m²,14990000,103,3+1,"Jindřicha Plachty, Praha 5 - Smíchov",50.0705068,14.406563,1,0,0,2,dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 46 m²,2539637,46,2+kk,"K topírně, Praha 10 - Vršovice",50.06299697821519,14.461901573625633,1,1,0,1,ve výstavbě,nevybaveny
idnes,Prodej bytu 4+1 83 m²,5490000,83,4+1,"Vackova, Liberec - Liberec XXIII-Doubí",50.7374724,15.054453,0,1,0,3,velmi dobrý stav,
idnes,Prodej bytu 2+1 61 m²,4990000,61,2+1,"Slapy, okres Praha-západ",49.7984086,14.4234499,0,0,0,3,velmi dobrý stav,vybaveny
idnes,Prodej bytu 1+kk 42 m²,6489000,42,1+kk,"Podle náhonu, Praha 4 - Záběhlice",,,1,1,1,1,novostavba,
idnes,Prodej bytu 2+1 52 m²,1830000,52,2+1,"Jana Nerudy, Kynšperk nad Ohří, okres Sokolov",50.1164782,12.531482,0,0,0,1,velmi dobrý stav,
idnes,Prodej bytu 2+1 54 m²,8100000,54,2+1,"Křenova, Praha 6 - Veleslavín",,,1,1,0,3,dobrý stav,
idnes,Prodej bytu 1+1 46 m²,4100000,46,1+1,"Zlínská, Liberec - Liberec III-Jeřáb",50.76072,15.04043,0,0,0,1,po rekonstrukci,
idnes,Prodej bytu 1+kk 32 m²,4790000,32,1+kk,"Pod Hradem I, Zlín - Malenovice",49.20178408,17.59677877,1,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+1 60 m²,4350000,60,2+1,"Zlatá výšina, Hrádek nad Nisou, okres Liberec",50.8541413,14.8560475,0,0,0,2,velmi dobrý stav,
idnes,Prodej bytu 2+kk 51 m²,8750000,51,2+kk,"Sedlčanská, Praha 4 - Michle",50.0429631,14.4593513,0,0,0,3,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+1 52 m²,4099000,52,2+1,"Jáchymovská, Liberec - Liberec X-Františkov",50.7606325,15.0313765,1,1,0,1,velmi dobrý stav,
idnes,Prodej bytu 4+kk 555 m²,39900000,555,4+kk,"Astlova, Praha 5 - Smíchov",50.068281906780236,14.397794297430703,1,1,1,5,velmi dobrý stav,vybaveny
idnes,Prodej bytu 4+kk 108 m²,18400000,108,4+kk,"Zborovská, Praha 5 - Smíchov",50.07647692899881,14.407200920890896,0,0,0,6,,
idnes,Prodej bytu 2+1 50 m²,4199000,50,2+1,"Vlaštovčí, Jablonec nad Nisou",50.7183068,15.1838506,0,1,0,1,velmi dobrý stav,
idnes,Prodej bytu 3+1 81 m²,15490000,81,3+1,"Slezská, Praha 3 - Vinohrady",50.0767834,14.4593544,1,0,0,1,velmi dobrý stav,
idnes,Prodej bytu 3+1 79 m²,4790000,79,3+1,"Gagarinova, Liberec - Liberec VI-Rochlice",50.7505564,15.0364535,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+1 73 m²,4200000,73,3+1,Přerov - Přerov I-Město,,,1,1,0,1,velmi dobrý stav,
idnes,Prodej bytu 3+1 59 m²,4730000,59,3+1,"U Střelnice, Šternberk, okres Olomouc",49.724596934,17.2903729,1,1,0,4,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 43 m²,3699000,43,1+kk,"Nová Pec - Dlouhý Bor, okres Prachatice",48.790474434,13.949598787,0,0,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 2+kk 55 m²,14990000,55,2+kk,"Karlova, Praha 1 - Staré Město",,,0,0,0,1,velmi dobrý stav,
idnes,Prodej bytu 2+kk 49 m²,8590000,49,2+kk,"Českomoravská, Praha 9 - Libeň",50.102724965,14.497601498,1,1,0,4,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+1 54 m²,4390000,54,2+1,"Stará osada, Zastávka, okres Brno-venkov",49.1903747222,16.3582191667,0,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 42 m²,6695000,42,2+kk,"Pavlíkova, Praha 4 - Kamýk, okres Praha",50.0095367,14.4521685,1,0,0,3,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+1 78 m²,4650000,78,2+1,"Chebská, Mariánské Lázně, okres Cheb",49.96451737,12.695724365,0,0,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 4+kk 76 m²,10389000,76,4+kk,"Novodvorská, Praha 4 - Braník",50.020011626284195,14.446294968339377,1,1,0,2,po rekonstrukci,nevybaveny
idnes,Prodej bytu 4+kk 84 m²,10998000,84,4+kk,"Choceradská, Praha 4 - Záběhlice",50.04539217325114,14.493947734619937,1,1,0,5,po rekonstrukci,nevybaveny
idnes,Prodej bytu 1+kk 33 m²,4900000,33,1+kk,"Elišky Přemyslovny, Praha 5 - Zbraslav",49.9727322222,14.3924366667,0,1,0,1,po rekonstrukci,nevybaveny
idnes,Prodej bytu 2+kk 52 m²,10480000,52,2+kk,"Radlická, Praha 5 - Radlice",50.055183,14.381625,1,1,0,5,novostavba,nevybaveny
idnes,Prodej bytu atypického 297 m²,13990000,297,,"Svatoplukova, Prostějov",49.4722652778,17.1255058333,0,0,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 147 m²,7207438,147,2+kk,"Staré Město - Stříbrnice, okres Šumperk",50.1767885063,16.911079644,0,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 3+1 68 m²,4190000,68,3+1,"náměstí Boženy Němcové, Ostrava - Poruba",49.82648223257665,18.16286589497299,0,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 56 m²,9316340,56,2+kk,"Nuselská, Praha 4 - Michle",50.0610260916,14.4477045442,1,0,0,2,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+1 53 m²,4900000,53,2+1,"V Sídlišti, Rousínov, okres Vyškov",49.2086213932,16.8835083494,1,0,0,5,dobrý stav,vybaveny
idnes,Prodej bytu 1+kk 28 m²,2990000,28,1+kk,"Chebská, Mariánské Lázně, okres Cheb",49.9656871,12.6950669,1,1,0,3,ve výstavbě,
idnes,Prodej bytu 2+kk 32 m²,8132500,32,2+kk,"Jagellonská, Praha 3 - Žižkov, okres Praha",50.079895,14.4550304,1,0,0,2,po rekonstrukci,nevybaveny
idnes,Prodej bytu 1+kk 28 m²,2990000,28,1+kk,"Chebská, Mariánské Lázně, okres Cheb",49.9656871,12.6950669,1,1,0,4,ve výstavbě,
idnes,Prodej bytu 1+kk 28 m²,2990000,28,1+kk,"Chebská, Mariánské Lázně, okres Cheb",49.9656871,12.6950669,1,1,0,4,ve výstavbě,
idnes,Prodej bytu 2+kk 101 m²,6314876,101,2+kk,"Staré Město - Stříbrnice, okres Šumperk",50.1767885063,16.911079644,0,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+1 55 m²,4500000,55,2+1,"Bučovice, okres Vyškov",49.1527553,17.009509,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 2+kk 62 m²,7438000,62,2+kk,"Pod Zámečkem, Hradec Králové - Nový Hradec Králové",50.1923104048371,15.847919904626673,1,1,0,3,ve výstavbě,nevybaveny
idnes,Prodej bytu 3+kk 71 m²,3549990,71,3+kk,"San Fulgencio, Alicante, Španělsko",,,1,1,0,2,novostavba,
idnes,Prodej bytu 3+kk 81 m²,11682000,81,3+kk,"K Vinoři, Praha 9 - Kbely",50.132835725,14.5613326001,1,1,0,1,novostavba,
idnes,Prodej bytu 2+kk 47 m²,2674650,47,2+kk,"San Fulgencio, Alicante, Španělsko",,,1,1,0,1,novostavba,
idnes,Prodej bytu 3+kk 78 m²,5179095,78,3+kk,"Catral, Alicante, Španělsko",,,1,1,0,2,novostavba,
idnes,Prodej bytu 4+kk 198 m²,116712000,198,4+kk,"Estepona, Málaga, Španělsko",,,1,1,0,2,novostavba,
idnes,Prodej bytu 2+kk 28 m²,2747595,28,2+kk,"Catral, Alicante, Španělsko",,,1,1,0,1,novostavba,
idnes,Prodej bytu 4+kk 99 m²,8595353,99,4+kk,"Águilas, Murcia, Španělsko",,,1,1,0,2,novostavba,
idnes,Prodej bytu 3+kk 77 m²,10490000,77,3+kk,"Kurzova, Praha 5 - Stodůlky",50.0376983,14.340588,1,1,0,6,po rekonstrukci,
idnes,Prodej bytu 3+kk 71 m²,4328070,71,3+kk,"San Fulgencio, Alicante, Španělsko",,,1,1,0,1,novostavba,
idnes,Prodej bytu 1+kk 32 m²,6142000,32,1+kk,"Pod Nouzovem, Praha 9 - Kbely",50.138813939130664,14.548725303062392,1,1,0,2,novostavba,vybaveny
idnes,Prodej bytu 2+1 57 m²,4730000,57,2+1,"Na Severním sídlišti I, Sedlčany, okres Příbram",49.6600506645,14.4198826658,1,1,0,1,dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+1 56 m²,8943449,56,2+1,"Veveří, Brno - Veveří",49.205697347676,16.594248116304,0,1,0,1,po rekonstrukci,vybaveny
idnes,Prodej bytu 1+kk 37 m²,5999000,37,1+kk,"Prouzova, Praha 9 - Vysočany",50.1105087663,14.5038558327,0,1,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 105 m²,25000000,105,3+kk,Praha,50.0845518563,14.4177812144,1,1,1,6,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 24 m²,4800000,24,1+kk,"Patočkova, Praha 6 - Břevnov",50.085789,14.367791,1,0,0,4,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 4+1 88 m²,5470000,88,4+1,"Kostelecká, Náchod",50.4235306074,16.1669441159,1,0,0,4,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 195 m²,9990552,195,3+kk,"Na Máchovně, Beroun - Beroun-Město",49.9569805,14.0424604,1,1,0,1,ve výstavbě,
idnes,Prodej bytu 2+kk 44 m²,8490000,44,2+kk,Praha 10 - Uhříněves,50.026899,14.613713,1,1,1,4,ve výstavbě,nevybaveny
idnes,Prodej bytu 2+kk 180 m²,8800000,180,2+kk,"Jerlínová, Brno - Žebětín",49.2107849,16.4979887,1,1,0,1,novostavba,
idnes,Prodej bytu 2+kk 68 m²,7320000,68,2+kk,"Jerlínová, Brno - Žebětín",49.2107428,16.5001773,1,1,0,1,novostavba,
idnes,Prodej bytu 3+kk 68 m²,9990000,68,3+kk,Brno,49.1918585036,16.6110911245,1,1,0,2,novostavba,castecne vybaveny
idnes,Prodej bytu 2+kk 36 m²,4233600,36,2+kk,Břeclav,48.766715,16.888997,1,1,1,4,ve výstavbě,nevybaveny
idnes,Prodej bytu 3+kk 110 m²,8291415,110,3+kk,"Torre de la Horadada, Španělsko",,,1,1,0,1,ve výstavbě,nevybaveny
idnes,Prodej bytu 3+kk 110 m²,8412990,110,3+kk,"Torre de la Horadada, Španělsko",,,1,1,0,1,ve výstavbě,nevybaveny
idnes,Prodej bytu 3+kk 80 m²,8840000,80,3+kk,"Loudova, Olomouc",49.5692236414,17.2538499065,1,1,0,1,novostavba,
idnes,Prodej bytu 2+kk 46 m²,4850000,46,2+kk,"Ivančice, okres Brno-venkov",49.1014445175,16.3775172642,0,1,1,,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 48 m²,4036290,48,2+kk,"Estepona, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 4+kk 97 m²,11490000,97,4+kk,"Pražákova, Brno - Horní Heršpice",49.1641126803,16.6032339959,0,1,0,2,novostavba,nevybaveny
idnes,Prodej bytu 4+1 83 m²,,83,4+1,"V. Volfa, České Budějovice - České Budějovice 2",48.985368075175955,14.435637495367978,1,0,0,1,před rekonstrukcí,vybaveny
idnes,Prodej bytu 2+1 75 m²,11499000,75,2+1,"Patočkova, Praha 6 - Střešovice",50.087120256809335,14.377084419566673,1,1,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+1 53 m²,1990000,53,2+1,"Vrchlického, Chomutov",50.469961752448526,13.4104214462737,0,0,0,4,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 2+kk 70 m²,5227725,70,2+kk,"La Manga Del Mar Menor, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+1 112 m²,2990000,112,3+1,"Moskevská, Vejprty, okres Chomutov",50.4897861111,13.0255913889,0,1,0,2,velmi dobrý stav,vybaveny
idnes,Prodej bytu 2+kk 54 m²,3647250,54,2+kk,"Torrevieja, Španělsko",,,0,0,0,2,velmi dobrý stav,
idnes,Prodej bytu 1+kk 26 m²,6078171,26,1+kk,"Starochodovská, Praha 4 - Chodov",50.028076,14.504953,1,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 67 m²,4390000,67,2+kk,"U Pondu, Heřmanova Huť - Vlkýš, okres Plzeň-sever",49.71448,13.0892,0,0,0,1,novostavba,castecne vybaveny
idnes,Prodej bytu 1+kk 55 m²,5051250,55,1+kk,"čtvrť Padělky, Zbýšov, okres Brno-venkov",49.1637861438256,16.342968243732233,1,1,1,,novostavba,nevybaveny
idnes,Prodej bytu 2+1 54 m²,10370578,54,2+1,"Starochodovská, Praha 4 - Chodov",50.028076,14.504953,1,1,1,5,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 60 m²,6198800,60,2+kk,"Švermova, Liberec - Liberec X-Františkov",50.7632741,15.0381984,0,1,0,4,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 88 m²,19391872,88,3+kk,"Jateční, Praha 7 - Holešovice, okres Praha",50.1005783,14.4515038,1,1,0,,projekt,nevybaveny
idnes,Prodej bytu 3+kk 72 m²,11758857,72,3+kk,"Mladoboleslavská, Praha 9 - Vinoř",50.13150044924256,14.557908612465905,1,1,1,,projekt,nevybaveny
idnes,Prodej bytu 2+kk 53 m²,8746205,53,2+kk,"Mladoboleslavská, Praha 9 - Vinoř",50.13150044924256,14.557908612465905,1,1,1,1,projekt,nevybaveny
idnes,Prodej bytu 2+kk 54 m²,9160000,54,2+kk,"Mladoboleslavská, Praha 9 - Vinoř",50.13150044924256,14.557908612465905,1,0,1,,projekt,nevybaveny
idnes,Prodej bytu 4+kk 103 m²,28984724,103,4+kk,"Jateční, Praha 7 - Holešovice, okres Praha",50.1005783,14.4515038,1,0,0,2,projekt,nevybaveny
idnes,Prodej bytu 2+kk 45 m²,7117632,45,2+kk,"Mladoboleslavská, Praha 9 - Vinoř",50.13150044924256,14.557908612465905,1,0,1,2,projekt,nevybaveny
idnes,Prodej bytu 2+1 51 m²,1480000,51,2+1,"Pod Břízami, Chomutov",50.48968381,13.4365662,0,0,0,4,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 1+kk 28 m²,2999000,28,1+kk,"Harrachov, okres Jablonec nad Nisou",50.7683487,15.4428834,0,0,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+kk 80 m²,13250000,80,3+kk,"Pod Harfou, Praha 9 - Vysočany",50.1032705,14.5092199,1,0,0,1,velmi dobrý stav,
idnes,Prodej bytu 3+kk 71 m²,10799000,71,3+kk,"Květinková, Praha 3 - Žižkov",50.089382,14.488245,1,1,0,4,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 150 m²,16290000,150,3+kk,"Českobrodská, Mukařov - Žernovka, okres Praha-východ",50.001233,14.760142,0,0,1,1,novostavba,nevybaveny
idnes,Prodej bytu 4+kk 101 m²,14750000,101,4+kk,"Škvorecká, Úvaly, okres Praha-východ",50.0689959687,14.7333252178,1,1,0,2,novostavba,nevybaveny
