source,price_czk,area_m2,flat_type,locality,lat,lon,has_lift,has_balcony,has_parking,floor,condition,furnished,ownership
sreality,4250000,47,1+kk,"Slupská, Plzeň - Severní Předměstí",49.762039,13.349055,1,1,1,1,Velmi dobrý,,osobni
sreality,8909876,53,2+kk,"Schoellerova, Praha 9 - Čakovice",50.161518,14.52365,1,1,1,2,Novostavba,,osobni
sreality,5390000,65,3+1,"Josefa Skupy, Ostrava - Poruba",49.846981,18.17786,0,0,0,6,Po rekonstrukci,,osobni
sreality,8290000,105,4+kk,"Ostrava - Moravská Ostrava, okres Ostrava-město",49.834648,18.282043,0,0,0,3,Dobrý,,osobni
sreality,4650000,35,1+kk,"Sdružení, Praha 4 - Nusle",50.057163,14.44546,0,0,0,,Velmi dobrý,vybaveny,osobni
sreality,5300000,74,3+1,"Máchova, Bělá pod Bezdězem",50.505589,14.795872,1,1,0,1,Velmi dobrý,,osobni
sreality,6700000,30,1+kk,"Klimentská, Praha - Nové Město",50.092091,14.430409,0,0,0,2,Velmi dobrý,,osobni
sreality,9300000,57,2+kk,"U třešňovky, Praha 8 - Kobylisy",50.120224,14.46067,1,0,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,6090000,68,3+1,"Zikova, Olomouc - Nové Sady",49.577881,17.2549,1,1,0,8,Velmi dobrý,,osobni
sreality,8285303,51,2+kk,"Na Jivinách, Praha 6 - Ruzyně",50.077869,14.301823,0,1,1,2,Novostavba,,osobni
sreality,12897101,96,3+kk,"Na Jivinách, Praha 6 - Ruzyně",50.077869,14.301823,0,1,1,3,Novostavba,,osobni
sreality,5512000,32,1+kk,"Novodvorská, Praha 4 - Kamýk",50.022511,14.44042,1,1,0,3,Novostavba,castecne vybaveny,osobni
sreality,5900000,48,2+kk,"Za sídlištěm, Praha 4 - Komořany",49.988609,14.411356,1,0,0,11,Po rekonstrukci,vybaveny,
sreality,6990000,53,2+kk,"Pod Jarovem, Praha 3 - Žižkov",50.089001,14.48622,1,1,0,1,Po rekonstrukci,nevybaveny,
sreality,7499000,44,2+kk,"Pohnertova, Praha 8 - Kobylisy",50.131023,14.447439,0,0,0,3,Velmi dobrý,nevybaveny,osobni
sreality,13920000,77,3+kk,"Evropská, Praha 6 - Vokovice",50.097946,14.357455,1,1,0,13,Velmi dobrý,vybaveny,osobni
sreality,6385000,54,2+1,"Krhanická, Praha 4 - Kamýk",50.016476,14.441176,1,0,0,6,Velmi dobrý,nevybaveny,
sreality,12350000,65,2+1,"Na Maninách, Praha 7 - Holešovice",50.104633,14.452628,1,0,0,2,Velmi dobrý,nevybaveny,osobni
sreality,6720000,47,2+kk,"Makovského, Praha 6 - Řepy",50.063271,14.310767,1,1,0,3,Velmi dobrý,vybaveny,osobni
sreality,13610000,73,3+kk,"náměstí Jiřího z Lobkovic, Praha 3 - Vinohrady",50.076912,14.466077,1,0,0,6,Velmi dobrý,nevybaveny,osobni
sreality,8500000,77,3+1,"Benkova, Praha 4 - Chodov",50.035744,14.500666,1,1,0,3,Velmi dobrý,nevybaveny,
sreality,7750000,42,2+kk,"Chrudimská, Praha 3 - Vinohrady",50.077347,14.462275,1,0,0,1,Velmi dobrý,nevybaveny,osobni
sreality,8450000,80,3+1,"Bellušova, Praha 5 - Stodůlky",50.04211,14.325142,1,1,0,6,Velmi dobrý,nevybaveny,
sreality,11500000,164,,"Komenského, Mikulov",48.803574,16.63777,1,1,0,4,Novostavba,vybaveny,osobni
sreality,12200000,105,4+kk,"Šlapanice, okres Brno-venkov",49.168629,16.727314,0,1,1,2,Ve výstavbě,castecne vybaveny,osobni
sreality,17999000,191,4+kk,"Jižní II, Praha 4 - Záběhlice",50.042118,14.486976,0,1,1,1,Velmi dobrý,vybaveny,osobni
sreality,11296272,96,3+kk,"Šlapanice, okres Brno-venkov",49.168629,16.727314,0,1,1,1,Ve výstavbě,nevybaveny,osobni
sreality,16685794,151,4+kk,"Šlapanice, okres Brno-venkov",49.168629,16.727314,0,1,1,2,Ve výstavbě,castecne vybaveny,osobni
sreality,10346668,88,3+kk,"Šlapanice, okres Brno-venkov",49.168629,16.727314,0,1,1,1,Ve výstavbě,castecne vybaveny,osobni
sreality,14890000,71,3+kk,"Vlnitá, Praha 4 - Braník",50.03883,14.423045,0,1,1,2,Po rekonstrukci,vybaveny,osobni
sreality,4599000,25,2+kk,"Kynského, Slaný",50.231705,14.084796,0,0,0,1,Po rekonstrukci,castecne vybaveny,osobni
sreality,6790000,53,2+1,"Štítného, Praha 3 - Žižkov",50.085194,14.450959,0,0,0,1,Před rekonstrukcí,nevybaveny,osobni
sreality,15990000,93,3+1,"Na Hanspaulce, Praha 6 - Dejvice",50.104462,14.377088,1,1,0,3,Velmi dobrý,castecne vybaveny,osobni
sreality,14000000,81,3+kk,"Na Dolinách, Praha 4 - Podolí",50.058109,14.422111,1,0,0,7,Po rekonstrukci,castecne vybaveny,osobni
sreality,5490000,83,4+1,"Vackova, Liberec - Liberec XXIII-Doubí",50.737473,15.054453,0,1,0,4,Dobrý,nevybaveny,osobni
sreality,8249999,33,1+kk,"Toufarova, Praha 5 - Stodůlky",50.043041,14.313431,1,1,1,3,Velmi dobrý,castecne vybaveny,osobni
sreality,4790000,67,3+1,"Zábělská, Plzeň - Doubravka",49.758762,13.418895,1,0,0,1,Velmi dobrý,nevybaveny,osobni
sreality,4500000,53,2+kk,"Osvobození, Adamov",49.29985,16.657574,0,0,1,4,Velmi dobrý,castecne vybaveny,osobni
sreality,3290000,62,2+1,"Fučíkova, Příbor",49.636818,18.135632,0,1,0,2,Velmi dobrý,,
sreality,5949000,76,3+kk,"Pražská, Benátky nad Jizerou - Benátky nad Jizerou II",50.289021,14.83745,0,1,1,1,Velmi dobrý,castecne vybaveny,osobni
sreality,8745085,60,2+kk,"Žilinská, Praha 4 - Záběhlice",50.047142,14.473495,1,1,1,3,Novostavba,,osobni
sreality,5990000,26,1+kk,"Stočesova, Praha 6 - Ruzyně",50.090927,14.297184,1,1,1,1,Novostavba,castecne vybaveny,
sreality,3424000,78,2+1,"Ondřejská, Karlovy Vary",50.227036,12.882158,0,0,1,1,Dobrý,castecne vybaveny,osobni
sreality,8883600,116,3+kk,"Ke Stadionu, Kladno",50.141026,14.091975,1,1,1,1,Novostavba,,
sreality,14860000,110,4+kk,"Symfonická, Praha 5 - Stodůlky",50.052036,14.330689,1,1,1,3,Novostavba,,osobni
sreality,20590000,118,3+1,"U Hadovky, Praha 6 - Dejvice",50.10144,14.374413,0,0,1,1,Velmi dobrý,castecne vybaveny,osobni
sreality,8199000,52,3+kk,"Egyptská, Praha 6 - Vokovice",50.097649,14.353944,1,0,0,3,Velmi dobrý,,osobni
sreality,6749000,44,2+kk,"Daškova, Praha 4 - Modřany",50.013283,14.423389,1,0,0,2,Po rekonstrukci,,osobni
sreality,8299000,53,3+kk,"Etiopská, Praha 6 - Vokovice",50.096725,14.355251,1,0,0,3,Po rekonstrukci,,osobni
sreality,7799000,43,2+kk,"Ke Krči, Praha 4 - Braník",50.035862,14.411645,0,0,0,2,Po rekonstrukci,,osobni
sreality,7199000,39,2+kk,"Průběžná, Praha 10 - Strašnice",50.067001,14.496638,0,0,0,3,Po rekonstrukci,,osobni
sreality,6399000,77,4+kk,"Bezručova, Mělník",50.353271,14.481326,1,1,0,5,Po rekonstrukci,,
sreality,5550000,63,2+kk,"Dlouhá, Tišnov",49.353008,16.430599,0,1,0,4,Velmi dobrý,nevybaveny,
sreality,12980000,133,4+kk,"Fráni Šrámka, České Budějovice - České Budějovice 3",48.981346,14.482347,1,1,1,5,Novostavba,castecne vybaveny,osobni
sreality,8700000,65,3+1,"Vítkovická, Praha 9 - Letňany",50.137062,14.508226,0,1,0,1,Velmi dobrý,vybaveny,osobni
sreality,4100000,84,3+1,"Jizerská, Ústí nad Labem - Severní Terasa",50.677982,14.042707,1,0,0,1,Dobrý,,osobni
sreality,9300000,60,3+kk,"Jeseniova, Praha 3 - Žižkov",50.086262,14.458562,0,1,0,1,Velmi dobrý,,osobni
sreality,22950000,190,5+1,"U dvojdomů, Praha - Hostivař",50.050526,14.541884,0,1,1,,Velmi dobrý,,osobni
sreality,9750157,62,2+kk,"Brno, okres Brno-město",49.197521,16.658121,0,1,1,1,Novostavba,,osobni
sreality,8783866,48,2+kk,"náměstí Osvoboditelů, Praha 5 - Radotín",49.983574,14.359583,1,1,0,5,Novostavba,nevybaveny,osobni
sreality,14100000,63,1+kk,"U papírny, Praha 7 - Holešovice",50.10675,14.437816,1,0,0,2,Ve výstavbě,,osobni
sreality,7899000,55,2+kk,"Nehvizdy, okres Praha-východ",50.130562,14.729934,0,1,1,1,Ve výstavbě,,osobni
sreality,9990000,54,2+1,"Arménská, Praha - Vršovice",50.069298,14.46132,1,1,0,4,Velmi dobrý,castecne vybaveny,osobni
sreality,2940000,45,1+1,"Mattoniho nábřeží, Karlovy Vary - Drahovice",50.236256,12.902965,0,1,1,2,Dobrý,nevybaveny,osobni
sreality,6090000,45,2+kk,"Labská, Brno - Starý Lískovec",49.171673,16.562277,1,1,0,5,Velmi dobrý,,osobni
sreality,6500000,45,2+kk,"Moldavská, Brno - Bohunice",49.169365,16.584158,1,1,0,5,Dobrý,castecne vybaveny,osobni
sreality,6690000,53,2+1,"Podlesí, Brno - Komín",49.21954,16.541958,0,1,0,3,Dobrý,,osobni
sreality,4990000,26,1+kk,"Gallašova, Brno - Štýřice",49.181206,16.597662,0,0,0,3,Velmi dobrý,castecne vybaveny,osobni
sreality,8500000,71,3+1,"Lovosická, Praha",50.128452,14.498533,1,0,0,1,Dobrý,castecne vybaveny,osobni
sreality,5390000,81,2+1,"Marie Pomocné, Litoměřice - Předměstí",50.533691,14.144202,0,0,1,1,Dobrý,castecne vybaveny,osobni
sreality,1890000,53,2+1,"Americká, Teplice",50.634193,13.816159,0,0,0,3,Dobrý,nevybaveny,
sreality,6140000,55,2+kk,"Topolová, Olomouc - Slavonín",49.568031,17.244444,0,1,1,1,Novostavba,,osobni
sreality,6750000,41,1+1,"Ruská, Praha 10 - Vršovice",50.073418,14.478842,0,0,0,5,Dobrý,,osobni
sreality,17140000,79,3+kk,"Pobřežní, Praha 8 - Karlín",50.093021,14.443644,0,1,0,5,Ve výstavbě,nevybaveny,osobni
sreality,4690000,24,1+kk,Praha 4 - Braník,50.035995,14.412658,1,0,0,2,Před rekonstrukcí,,osobni
sreality,14008375,77,4+kk,"Schoellerova, Praha 9 - Čakovice",50.161518,14.52365,1,0,1,1,Projekt,,osobni
sreality,8424000,53,2+kk,"Viklefova, Praha 3 - Žižkov",50.089516,14.474159,1,0,0,2,Dobrý,nevybaveny,osobni
sreality,10490000,77,3+kk,"Kurzova, Praha 5 - Stodůlky",50.037697,14.340588,1,1,0,7,Po rekonstrukci,castecne vybaveny,osobni
sreality,2400000,65,2+1,"Cihelní, Karviná - Nové Město",49.859024,18.536821,0,1,0,3,Velmi dobrý,vybaveny,osobni
sreality,5600000,59,3+1,"Brožíkova, Pardubice - Polabiny",50.042988,15.75207,1,1,0,5,Velmi dobrý,,osobni
sreality,4397000,36,2+kk,"Jasmínová, Nymburk",50.191757,15.03185,1,0,0,4,Velmi dobrý,castecne vybaveny,osobni
sreality,6195000,72,2+kk,"V Kolonii, Nymburk",50.192715,15.041652,1,1,1,3,Velmi dobrý,castecne vybaveny,osobni
sreality,5250000,29,1+kk,"U družstev, Praha 4 - Nusle",50.054043,14.441084,0,0,0,2,Před rekonstrukcí,castecne vybaveny,osobni
sreality,7400000,46,1+kk,"Nad Okrouhlíkem, Praha 8 - Libeň",50.12191,14.467102,1,0,0,1,Velmi dobrý,castecne vybaveny,osobni
sreality,6990000,48,2+kk,"Zvoncovitá, Praha 5 - Stodůlky",50.044884,14.336254,0,1,0,5,Dobrý,,osobni
sreality,14990000,103,2+kk,"U Náměstí, Dolní Břežany",49.965481,14.458074,0,0,1,1,Velmi dobrý,vybaveny,osobni
sreality,8190000,64,1+kk,"Březenská, Praha 8 - Libeň",50.12846,14.484085,1,1,0,1,Novostavba,vybaveny,osobni
sreality,1690000,57,3+1,"Kpt. Jaroše, Orlová - Lutyně",49.86985,18.42812,1,0,0,4,Před rekonstrukcí,nevybaveny,
sreality,7450000,88,3+kk,"Tyršova, Ostrava - Moravská Ostrava",49.835308,18.288086,1,0,0,6,Velmi dobrý,nevybaveny,osobni
sreality,5700000,79,3+1,"Anenská, Frýdek-Místek - Místek",49.679325,18.337633,1,0,0,3,Po rekonstrukci,vybaveny,osobni
sreality,9299000,117,4+1,"Poštovní, Ostrava - Moravská Ostrava",49.836838,18.29019,1,1,0,2,Velmi dobrý,,osobni
sreality,2955000,35,1+1,"Prostějov - Vrahovice, okres Prostějov",49.480858,17.148216,1,1,1,1,Dobrý,castecne vybaveny,osobni
sreality,7890000,51,2+kk,"Nad Kajetánkou, Praha 6 - Břevnov",50.086277,14.374228,1,0,0,3,Dobrý,nevybaveny,osobni
sreality,2500000,76,4+1,"Pod Hvězdárnou, Teplice - Prosetice",50.633141,13.845821,1,1,1,2,Dobrý,castecne vybaveny,
sreality,7999000,52,2+1,"Sečská, Praha 10 - Strašnice",50.07119,14.500809,1,0,0,2,Velmi dobrý,,osobni
sreality,4220000,89,3+kk,"Dražice, okres Tábor",49.429249,14.589947,0,0,1,3,Velmi dobrý,,osobni
sreality,6250000,50,2+1,"Wolkerova, Pardubice - Zelené Předměstí",50.026722,15.758233,0,1,0,3,Dobrý,,osobni
sreality,4950000,32,1+1,"Schwaigrova, Brno - Komárov",49.178398,16.623856,0,1,0,5,Dobrý,,osobni
sreality,6400000,39,1+kk,"Jana Želivského, Praha 3 - Žižkov",50.086029,14.469837,1,0,0,6,Dobrý,,osobni
sreality,15925850,73,3+kk,"Staropramenná, Praha 5 - Smíchov",50.071194,14.406509,1,1,1,4,Novostavba,vybaveny,osobni
sreality,20346500,88,3+kk,"Staropramenná, Praha 5 - Smíchov",50.071194,14.406509,1,1,1,7,Novostavba,vybaveny,osobni
sreality,3500000,62,2+1,"Jiráskova, Chrast",49.904697,15.939663,0,0,1,1,Dobrý,nevybaveny,osobni
sreality,4250000,64,3+1,"Dr. Martínka, Ostrava - Hrabůvka",49.786694,18.268854,1,0,0,16,Velmi dobrý,,osobni
sreality,3700000,50,2+1,"Hlavní třída, Havířov - Město",49.784698,18.422039,1,1,0,4,Velmi dobrý,,osobni
sreality,6499000,53,2+1,"Vsetínská, Brno - Štýřice",49.177402,16.598839,0,0,0,2,Dobrý,castecne vybaveny,osobni
sreality,4125000,45,2+kk,"Sídliště 9. května, Sázava",49.878044,14.905309,1,0,0,2,Velmi dobrý,castecne vybaveny,osobni
sreality,10990000,100,3+kk,"Jateční, Karlovy Vary",50.234821,12.873309,1,1,1,6,Velmi dobrý,vybaveny,osobni
sreality,4400000,63,2+1,"Blahoslavova, Karlovy Vary - Drahovice",50.236313,12.88948,1,0,0,2,Po rekonstrukci,nevybaveny,osobni
sreality,4390000,34,1+1,"Těsná, Brno - Maloměřice",49.210838,16.641479,0,0,0,1,Dobrý,,osobni
sreality,7460000,85,3+kk,"Soudní, Brno - Zábrdovice",49.199482,16.621771,0,1,0,5,Velmi dobrý,,osobni
sreality,3390000,60,3+1,"Točitá, Havířov - Podlesí",49.775753,18.457539,0,1,0,4,Po rekonstrukci,castecne vybaveny,
sreality,6200000,50,2+kk,"Velvarská, Horoměřice",50.139263,14.334373,0,1,1,5,Novostavba,,osobni
sreality,2350000,34,2+kk,"Tyršovo náměstí, Doksy",50.567715,14.654175,0,0,0,3,Velmi dobrý,,osobni
sreality,4990000,64,3+kk,"Dolní, Ostrava - Zábřeh",49.80806,18.240509,0,0,0,2,Po rekonstrukci,castecne vybaveny,osobni
sreality,6620000,77,3+kk,"Děčínská, Kladno - Kročehlavy",50.136669,14.105546,1,1,0,5,Dobrý,castecne vybaveny,osobni
sreality,6890000,61,2+1,"Kunštátská, Brno - Řečkovice",49.245186,16.58536,0,0,0,2,Dobrý,castecne vybaveny,osobni
sreality,3950000,60,2+1,"Mírová, Nové Město na Moravě",49.569183,16.075674,0,1,0,3,Dobrý,,osobni
sreality,4454100,32,1+kk,"Na pláni, Praha 5 - Smíchov",50.06311,14.397791,1,0,0,1,Před rekonstrukcí,nevybaveny,
sreality,3500000,110,2+kk,"Čajkovského, Jihlava",49.393436,15.59347,0,0,1,1,Před rekonstrukcí,,osobni
sreality,14919959,88,3+kk,"náměstí Osvoboditelů, Praha 5 - Radotín",49.983974,14.359765,1,1,0,6,Novostavba,nevybaveny,osobni
sreality,8029887,50,2+kk,"Komárovská, Brno - Komárov",49.180077,16.619495,1,1,0,2,Ve výstavbě,,osobni
sreality,7290000,60,2+kk,"Škvorecká, Úvaly",50.064629,14.735554,1,1,0,1,Novostavba,nevybaveny,osobni
sreality,11000000,55,2+kk,"U papírny, Praha 7 - Holešovice",50.106819,14.437944,1,1,0,4,Ve výstavbě,,osobni
sreality,8590000,62,2+kk,"Na Václavce, Praha 5 - Smíchov",50.065289,14.393119,1,0,0,2,V rekonstrukci,castecne vybaveny,osobni
sreality,17900000,98,4+kk,"Kačírkova, Praha 5 - Jinonice",50.056911,14.377188,1,1,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,7449000,50,2+kk,"Za Strahovem, Praha 6 - Břevnov",50.082253,14.37585,0,1,0,3,Před rekonstrukcí,,osobni
sreality,5750000,36,1+kk,"Pod Zahrady, Přezletice",50.15369,14.581667,1,1,0,3,Velmi dobrý,nevybaveny,osobni
sreality,22490000,108,4+kk,"Nad Závěrkou, Praha 6 - Břevnov",50.082752,14.380148,1,1,1,2,Velmi dobrý,vybaveny,osobni
sreality,4899000,69,3+1,"Tovární, Horní Bříza",49.850536,13.382829,0,0,0,4,Velmi dobrý,castecne vybaveny,osobni
sreality,5500000,125,,"Čáslavská, Bohumín - Nový Bohumín",49.903843,18.353378,0,0,1,3,Po rekonstrukci,castecne vybaveny,osobni
sreality,9999000,71,2+1,"Oblouková, Praha 10 - Vršovice",50.066601,14.456541,1,1,1,3,Velmi dobrý,castecne vybaveny,osobni
sreality,7650000,37,1+kk,Praha 3,50.075539,14.4378,1,1,0,1,Novostavba,,osobni
sreality,5399000,52,2+1,"Alešova, Poděbrady - Poděbrady II",50.15041,15.121289,0,1,1,1,Dobrý,,osobni
sreality,1,70,3+1,"Markova, Ostrava - Zábřeh",49.80582,18.230976,0,1,0,8,Po rekonstrukci,,osobni
sreality,27990000,120,4+kk,"Na Petynce, Praha 6 - Břevnov",50.088367,14.372161,1,0,1,1,Velmi dobrý,vybaveny,osobni
sreality,7800000,53,2+kk,"Tupolevova, Praha 9 - Letňany",50.133083,14.506908,1,1,0,2,Velmi dobrý,nevybaveny,osobni
sreality,26900000,163,4+kk,"U záběhlického zámku, Praha - Záběhlice",50.04882,14.496044,1,1,1,2,Velmi dobrý,vybaveny,osobni
sreality,1,122,3+kk,"Špindlerův Mlýn, okres Trutnov",50.726147,15.609442,0,0,0,2,Ve výstavbě,,osobni
sreality,12026912,71,3+kk,"Hábova, Praha 5 - Stodůlky",50.04636,14.310556,0,1,1,3,Novostavba,,osobni
sreality,11832000,56,2+kk,"Šárecká, Praha 6 - Dejvice",50.10556,14.379861,0,0,0,1,Po rekonstrukci,nevybaveny,osobni
sreality,4190000,48,2+kk,"Horymírova, Ostrava - Zábřeh",49.806183,18.236835,1,1,0,9,Velmi dobrý,vybaveny,osobni
sreality,4888000,50,2+kk,"Sídliště, Lysá nad Labem",50.208195,14.844354,0,1,0,4,Velmi dobrý,,osobni
sreality,31500000,126,4+kk,"Špindlerův Mlýn, okres Trutnov",50.726147,15.609442,1,1,1,4,Velmi dobrý,vybaveny,osobni
sreality,12900000,79,3+kk,"Řehořova, Praha 3 - Žižkov",50.08643,14.444403,0,0,0,5,Dobrý,,osobni
sreality,34990000,116,3+kk,"Jateční, Praha - Holešovice",50.100693,14.448736,1,1,1,4,Novostavba,,osobni
sreality,13990000,75,3+1,"Ve Smečkách, Praha 1 - Nové Město",50.07745,14.426589,1,0,0,2,Dobrý,,osobni
sreality,20500000,100,3+1,"Spálená, Praha 1 - Nové Město",50.081856,14.419204,0,0,0,3,Po rekonstrukci,,osobni
sreality,8700000,54,2+kk,"Rackova zahrada, Praha 9 - Kbely",50.139137,14.551864,0,1,1,2,Velmi dobrý,nevybaveny,osobni
sreality,11877360,47,2+kk,Praha 5 - Praha 13,50.049236,14.316789,0,1,1,2,Novostavba,vybaveny,osobni
sreality,24500000,98,3+1,"Na Kleovce, Praha 2 - Vinohrady",50.069942,14.438352,1,0,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,7149000,58,2+1,"Klostermannova, Praha 4 - Modřany",50.00684,14.408741,0,0,1,3,Dobrý,,
sreality,3150000,35,2+kk,"Benešov nad Černou - Černé Údolí, okres Český Krumlov",48.699936,14.675326,1,0,0,2,Dobrý,castecne vybaveny,osobni
sreality,3670169,87,3+kk,Praha 9,50.106956,14.510207,1,1,0,5,Ve výstavbě,nevybaveny,
sreality,2539637,45,2+kk,"K topírně, Praha 10 - Vršovice",50.063965,14.463666,1,1,0,2,Ve výstavbě,nevybaveny,
sreality,1908130,23,1+kk,Praha 10 - Vršovice,50.072151,14.472607,1,1,0,1,Ve výstavbě,,
sreality,12490000,85,4+kk,"Stavbařů, Praha 4 - Hodkovičky",50.024662,14.412411,0,0,0,2,Po rekonstrukci,nevybaveny,osobni
sreality,6750000,76,3+kk,"Na Pískách, Blansko",49.35265,16.655186,1,1,0,3,Velmi dobrý,,
sreality,1990000,50,2+kk,"Duchcovská, Teplice",50.637428,13.799169,1,1,0,4,Dobrý,vybaveny,
sreality,2190000,44,2+1,"Polní, Český Těšín",49.733082,18.612715,1,0,0,6,Velmi dobrý,nevybaveny,
sreality,8190000,41,2+kk,"Lidická, Praha 5 - Smíchov",50.072365,14.408147,1,0,0,5,Velmi dobrý,,osobni
sreality,8999000,74,3+kk,"Zdeňka Lhoty, Černošice",49.954422,14.327487,1,0,1,4,Dobrý,,osobni
sreality,8999000,86,3+kk,"Gercenova, Praha 10 - Hostivař",50.0508,14.544378,1,1,0,7,Velmi dobrý,,osobni
sreality,7900000,73,3+kk,"Kukelská, Praha 9 - Hloubětín",50.105511,14.551577,1,1,0,2,Velmi dobrý,nevybaveny,osobni
sreality,19950000,122,3+kk,Praha 2 - Nové Město,50.07629,14.416727,0,1,0,6,Velmi dobrý,,osobni
sreality,9190000,65,3+kk,"Mečíková, Praha - Záběhlice",50.058624,14.494488,0,0,0,1,Po rekonstrukci,castecne vybaveny,osobni
sreality,7790000,60,3+kk,"Vašátkova, Praha 9 - Černý Most",50.102592,14.57009,1,1,1,1,Velmi dobrý,nevybaveny,osobni
sreality,12900000,171,4+kk,"Libušina, Karlovy Vary",50.221088,12.885288,1,1,0,3,Novostavba,vybaveny,osobni
sreality,3490000,75,3+1,"Švabinského, Sokolov",50.17255,12.669379,1,1,0,7,Velmi dobrý,castecne vybaveny,osobni
sreality,6990000,49,2+kk,"Krále Jiřího, Karlovy Vary",50.226841,12.874512,0,0,0,2,Dobrý,vybaveny,osobni
sreality,5499000,64,3+1,"J. Plachty, České Budějovice - České Budějovice 3",48.982899,14.481279,0,1,0,5,Před rekonstrukcí,,osobni
sreality,9450000,76,3+kk,"Osadní, Kostelec nad Černými lesy",49.992573,14.841677,0,1,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,5790000,64,3+1,"Okružní, Ivančice",49.100449,16.36692,0,1,0,2,Velmi dobrý,castecne vybaveny,osobni
sreality,10324025,67,2+kk,"Na Neklance, Praha 5 - Smíchov",50.060715,14.401836,1,0,1,3,Novostavba,nevybaveny,osobni
sreality,14831186,96,3+kk,"Na Neklance, Praha 5 - Smíchov",50.060715,14.401836,1,0,1,3,Novostavba,nevybaveny,osobni
sreality,12990000,84,2+kk,"Malešická, Praha 3 - Žižkov",50.085598,14.468936,1,1,1,1,Novostavba,castecne vybaveny,osobni
sreality,7980000,62,3+1,"Komenského náměstí, Říčany",49.991505,14.662897,1,1,0,7,Velmi dobrý,castecne vybaveny,osobni
sreality,10490000,124,4+kk,"Trnová, okres Praha-západ",49.917526,14.357951,0,0,1,1,Novostavba,nevybaveny,osobni
sreality,16500000,95,3+kk,"Preslova, Praha 5 - Smíchov",50.074722,14.40603,1,0,0,4,Novostavba,vybaveny,osobni
sreality,11000000,64,2+kk,"Devonská, Praha 5 - Hlubočepy",50.034569,14.388382,1,1,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,6900000,65,3+1,"Průchova, Kladno",50.144405,14.089762,1,1,0,4,Velmi dobrý,nevybaveny,osobni
sreality,1,81,3+kk,"Riegrova, Kolín - Kolín II",50.026859,15.19287,0,0,0,1,Po rekonstrukci,nevybaveny,osobni
sreality,7300000,70,3+kk,"Jičínská, Nymburk",50.192726,15.03402,0,0,0,1,Velmi dobrý,nevybaveny,osobni
sreality,13328000,119,4+kk,"Hořelická, Rudná",50.027603,14.227257,0,1,1,2,Dobrý,castecne vybaveny,osobni
sreality,20950000,141,4+1,"Londýnská, Praha 2 - Vinohrady",50.076744,14.432594,1,1,0,4,Velmi dobrý,,osobni
sreality,6999000,70,3+kk,"Prokopa Velikého, Český Brod",50.07058,14.864423,0,1,0,1,Novostavba,,osobni
sreality,2072500,76,2+kk,"Zborovská, Český Brod",50.078197,14.864236,1,0,0,4,Novostavba,nevybaveny,
sreality,9420000,61,2+kk,"U konečné, Praha - Dolní Počernice",50.084141,14.576953,1,1,1,2,Novostavba,castecne vybaveny,osobni
sreality,12895000,63,2+kk,"Bořivojova, Praha 3 - Žižkov",50.081863,14.453722,1,1,0,6,Velmi dobrý,,osobni
sreality,3790000,34,1+kk,"Lipová, Mukařov",49.990955,14.732222,0,0,0,1,Velmi dobrý,castecne vybaveny,osobni
sreality,16990000,117,3+kk,"Primátorská, Praha 8 - Libeň",50.11182,14.471991,0,0,1,4,Velmi dobrý,,osobni
sreality,5050000,63,3+1,"Družby, Plzeň - Doubravka",49.750469,13.416493,1,1,0,5,Rezervováno,,osobni
sreality,1150000,60,1+kk,"Leština u Světlé - Dobrnice, okres Havlíčkův Brod",49.759155,15.379333,0,0,1,1,Dobrý,,osobni
sreality,5750000,106,3+1,"Křížkova, Plzeň - Severní Předměstí",49.754879,13.378022,0,0,0,5,Velmi dobrý,nevybaveny,osobni
sreality,4950000,62,2+1,"Koterovská, Plzeň - Východní Předměstí",49.730133,13.407736,0,0,0,3,Po rekonstrukci,nevybaveny,osobni
sreality,6200000,228,,"Křížkova, Plzeň - Severní Předměstí",49.754879,13.378022,0,0,0,1,Před rekonstrukcí,nevybaveny,osobni
sreality,7900000,39,2+kk,"Seifertova, Praha 3 - Žižkov",50.084824,14.446784,1,0,0,6,Po rekonstrukci,castecne vybaveny,osobni
sreality,5995000,105,4+kk,"Křížkova, Plzeň - Severní Předměstí",49.754879,13.378022,0,0,0,2,Velmi dobrý,nevybaveny,osobni
sreality,8500000,82,4+1,"Za návsí, Praha 10 - Záběhlice",50.055428,14.489684,1,1,0,3,Dobrý,,
sreality,10999995,84,4+kk,"V Edenu, Mníšek pod Brdy",49.858822,14.259591,0,1,1,1,Velmi dobrý,vybaveny,osobni
sreality,10490000,77,4+kk,"Hurbanova, Praha 4 - Krč",50.024704,14.454246,1,1,0,6,Velmi dobrý,castecne vybaveny,osobni
sreality,3700000,60,2+1,"Nýřany, okres Plzeň-sever",49.711456,13.211848,0,1,1,7,Velmi dobrý,,osobni
sreality,7490000,44,2+kk,"Ostravská, Praha - Letňany",50.138371,14.516571,1,0,0,5,Velmi dobrý,,osobni
sreality,13385000,84,3+1,"Novákových, Praha - Libeň",50.103786,14.476581,0,1,0,3,Velmi dobrý,nevybaveny,osobni
