source,price_czk,area_m2,flat_type,locality,lat,lon,has_lift,has_balcony,has_parking,floor,condition,furnished,ownership
sreality,3690000,77,3+1,"Dušníky, okres Litoměřice",50.424004,14.186262,0,0,0,1,Dobrý,nevybaveny,
sreality,11900000,70,2+kk,"U michelského mlýna, Praha 4 - Michle",50.056602,14.44927,1,1,1,2,Velmi dobrý,,osobni
sreality,10750000,82,4+kk,"Ke stadionu, Praha 9 - Čakovice",50.146484,14.532371,0,1,0,5,Velmi dobrý,castecne vybaveny,osobni
sreality,15750000,82,3+kk,"U papírny, Praha 7 - Holešovice",50.106819,14.437944,1,1,0,2,Ve výstavbě,,osobni
sreality,5853743,32,1+kk,"náměstí Osvoboditelů, Praha 5 - Radotín",49.983887,14.359959,1,0,0,2,Novostavba,nevybaveny,osobni
sreality,13490000,99,3+1,"Na Václavce, Praha 5 - Smíchov",50.065289,14.393119,1,0,0,2,V rekonstrukci,nevybaveny,osobni
sreality,5200000,68,1+kk,"Jerlínová, Brno",49.210617,16.496885,1,1,0,1,Novostavba,nevybaveny,osobni
sreality,1,66,2+1,"Na Jezerce, Praha 4 - Nusle",50.058491,14.444266,0,0,0,2,Velmi dobrý,nevybaveny,
sreality,5480000,44,2+kk,"Ivančice, okres Brno-venkov",49.101444,16.37752,0,1,1,1,Ve výstavbě,nevybaveny,osobni
sreality,2650000,66,2+1,"Záhoří - Horní Záhoří, okres Písek",49.342831,14.213796,0,1,0,2,Před rekonstrukcí,,osobni
sreality,2900000,51,3+kk,"Cihlářská, Chomutov",50.471199,13.409698,0,0,0,3,Velmi dobrý,nevybaveny,
sreality,4490000,56,2+1,"Svitavská, Blansko",49.359718,16.642977,1,1,0,6,Dobrý,castecne vybaveny,osobni
sreality,2699000,51,2+1,"Moravská, Aš",50.222523,12.18978,1,0,0,2,Velmi dobrý,nevybaveny,osobni
sreality,2990000,35,1+1,"Haškova, Žďár nad Sázavou - Žďár nad Sázavou 6",49.55423,15.944861,1,0,0,1,Dobrý,castecne vybaveny,osobni
sreality,5600000,40,2+1,"Nová, Mělník",50.352776,14.477759,0,1,0,3,Po rekonstrukci,vybaveny,osobni
sreality,5900000,80,3+kk,"Chlumec nad Cidlinou, okres Hradec Králové",50.154404,15.460261,1,1,1,3,Novostavba,castecne vybaveny,osobni
sreality,2625000,50,2+1,"Česká, Nové Hrady",48.790607,14.780485,0,0,0,,,castecne vybaveny,osobni
sreality,12062330,101,4+kk,"Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",50.17329,14.648778,1,1,1,2,Novostavba,nevybaveny,osobni
sreality,11270260,92,3+kk,"Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",50.17329,14.648778,1,1,1,3,Novostavba,nevybaveny,osobni
sreality,1,58,2+1,"Čsl. armády, Karviná - Hranice",49.870113,18.552395,1,1,0,8,Před rekonstrukcí,nevybaveny,
sreality,1290000,25,1+kk,"Masarykova třída, Orlová - Lutyně",49.875305,18.428846,1,0,1,,,vybaveny,
sreality,1,66,3+1,"Křib, Česká Třebová",49.900063,16.451561,1,1,0,1,Velmi dobrý,castecne vybaveny,
sreality,4500000,47,2+kk,"K Újezdu, Zbůch",49.678875,13.231226,1,1,1,,novostavba,castecne vybaveny,osobni
sreality,2990000,67,2+1,"Planá - Svahy, okres Tachov",49.825329,12.822724,0,0,1,1,Dobrý,nevybaveny,osobni
sreality,4090000,33,1+kk,"Holandská, Kladno - Kročehlavy",50.128521,14.118181,0,0,0,2,Velmi dobrý,nevybaveny,osobni
sreality,6448000,102,3+1,"Na Kozinci, Čáslav - Čáslav-Staré Město",49.91238,15.388419,0,0,0,2,Velmi dobrý,nevybaveny,osobni
sreality,2800000,87,4+1,"Lázeňský park, Karviná - Lázně Darkov",49.844364,18.545565,0,0,0,1,Před rekonstrukcí,nevybaveny,osobni
sreality,2900000,59,3+kk,"Novosedly, okres Břeclav",48.832813,16.499323,0,0,0,,,nevybaveny,osobni
sreality,8700000,53,2+kk,"Bechlínská, Praha 9 - Letňany",50.127037,14.503071,1,1,1,5,Velmi dobrý,vybaveny,osobni
sreality,4890000,23,1+kk,"Peroutkova, Praha 5 - Jinonice",50.058468,14.378085,1,0,0,2,Velmi dobrý,castecne vybaveny,osobni
sreality,8590000,51,2+kk,"Peroutkova, Praha 5 - Jinonice",50.058468,14.378085,1,0,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,4250000,73,3+1,"Žebětínská, Ostrovačice",49.20792,16.419621,0,1,0,,,nevybaveny,osobni
sreality,7490000,70,3+1,"Neplachova, České Budějovice - České Budějovice 3",48.988647,14.467381,0,0,0,1,Dobrý,castecne vybaveny,osobni
sreality,3990000,55,2+1,"Konečná, Karlovy Vary - Rybáře",50.23975,12.853435,1,0,0,,,castecne vybaveny,osobni
sreality,5342000,55,2+1,"Koterovská, Plzeň - Východní Předměstí",49.736946,13.395416,1,1,1,,po rekonstrukci,castecne vybaveny,osobni
sreality,4100000,51,2+1,"Panelová, Ostrava - Poruba",49.829819,18.183369,1,0,0,2,Velmi dobrý,castecne vybaveny,
sreality,1799000,64,2+1,"Barvířská, Kraslice",50.333496,12.502727,1,1,0,,,nevybaveny,osobni
sreality,4718000,62,3+1,"Zálesí, Praha 4 - Krč",50.028431,14.454571,0,0,0,,,,osobni
sreality,3000000,39,1+1,"Otakara Jeremiáše, Ostrava - Poruba",49.842499,18.154604,0,0,1,4,Velmi dobrý,nevybaveny,
sreality,528670,55,2+1,"Dukelských bojovníků, Znojmo",48.838436,16.064583,0,1,0,,,,osobni
sreality,3150000,45,2+kk,"Všemina, okres Zlín",49.291904,17.863007,1,1,0,3,Dobrý,vybaveny,osobni
sreality,7190000,47,2+kk,"U družstva Ideál, Praha 4 - Nusle",50.057232,14.446583,0,0,0,1,Dobrý,nevybaveny,osobni
sreality,8500000,65,3+1,"Bezručova, Brno - Staré Brno",49.187084,16.602173,1,1,0,5,Dobrý,nevybaveny,osobni
sreality,9527000,227,4+kk,"Ke Křížku, Kladno - Dubí",50.161457,14.135164,1,1,1,,novostavba,nevybaveny,osobni
sreality,10927000,159,3+kk,"Ke Křížku, Kladno - Dubí",50.161457,14.135164,1,1,1,4,Novostavba,nevybaveny,osobni
sreality,8281000,159,3+kk,"Ke Křížku, Kladno - Dubí",50.161457,14.135164,1,1,1,1,Novostavba,nevybaveny,osobni
sreality,7609000,91,3+kk,"Ke Křížku, Kladno - Dubí",50.161457,14.135164,1,1,1,,novostavba,nevybaveny,osobni
sreality,5290000,81,3+1,"Partyzánská, Město Touškov",49.778896,13.245264,0,1,0,2,Velmi dobrý,castecne vybaveny,osobni
sreality,1,61,2+1,"Kollárova, Klatovy - Klatovy II",49.398903,13.292403,0,0,1,,po rekonstrukci,vybaveny,osobni
sreality,4599000,63,2+kk,"Dukelská, Klatovy - Klatovy II",49.40139,13.288354,0,0,1,,po rekonstrukci,castecne vybaveny,osobni
sreality,2750000,74,2+1,"Husova, Frýdlant",50.921864,15.08029,0,0,1,1,Dobrý,nevybaveny,osobni
sreality,3150000,70,2+1,"Petra Bezruče, Nýrsko",49.292938,13.139258,0,1,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,6990000,55,2+1,"Sídliště, Praha 5 - Radotín",49.980049,14.352819,0,1,1,,po rekonstrukci,vybaveny,osobni
sreality,1,87,3+kk,"5. května, Úvaly",50.072281,14.737185,0,1,1,1,Novostavba,nevybaveny,osobni
sreality,4200000,63,2+1,"Gen. Hrušky, Ostrava - Mariánské Hory",49.836185,18.25701,1,1,0,10,Velmi dobrý,castecne vybaveny,osobni
sreality,1700000,55,2+1,"Raisova, Habartov",50.183762,12.548896,0,0,0,,,nevybaveny,osobni
sreality,8495000,134,4+kk,"Tyršova, Benešov",49.781727,14.686335,1,1,0,2,Dobrý,castecne vybaveny,osobni
sreality,2290000,61,3+1,"Kamenná, Aš",50.223309,12.190294,0,0,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,12500000,86,3+kk,"Starochodovská, Praha 4 - Chodov",50.032272,14.500348,1,1,1,,,castecne vybaveny,osobni
sreality,5942542,36,1+kk,"Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",50.17329,14.648778,1,1,1,1,Ve výstavbě,nevybaveny,osobni
sreality,2850000,69,3+1,"SPC R, Krnov - Pod Cvilínem",50.086899,17.722736,0,1,0,4,Dobrý,nevybaveny,osobni
sreality,7500000,119,4+1,"Veleslavínova, Ostrava - Moravská Ostrava",49.839668,18.286266,1,1,1,3,Velmi dobrý,castecne vybaveny,osobni
sreality,6597450,46,1+kk,"Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",50.17329,14.648778,1,1,1,1,Ve výstavbě,nevybaveny,osobni
sreality,2349000,56,3+1,"Družstevní, Černovice",49.370644,14.955924,0,1,0,1,Velmi dobrý,castecne vybaveny,
sreality,10322156,78,3+kk,"Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",50.17329,14.648778,1,1,1,3,Ve výstavbě,nevybaveny,osobni
sreality,12306440,101,4+kk,"Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",50.17329,14.648778,1,1,1,3,Novostavba,nevybaveny,osobni
sreality,10502910,87,3+kk,"Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",50.17329,14.648778,1,1,1,2,Novostavba,nevybaveny,osobni
sreality,12762764,98,3+kk,"Lodžská, Praha 8 - Bohnice",50.13076,14.423249,1,1,0,,,,osobni
sreality,1753000,69,2+1,"Karviná, okres Karviná",49.854008,18.541691,0,0,0,3,Dobrý,,
sreality,3434851,25,1+kk,"Honzíkova, Praha 10 - Dolní Měcholupy",50.06789,14.555147,1,1,1,5,Novostavba,nevybaveny,
sreality,4450000,71,3+1,"Středoškolská, Ostrava - Zábřeh",49.799858,18.240114,1,0,0,7,Velmi dobrý,castecne vybaveny,osobni
sreality,11650000,95,3+kk,"Na Harfě, Praha 9 - Vysočany",50.102989,14.501802,1,1,0,,,,osobni
sreality,11750000,82,3+kk,"Penízovková, Praha 10 - Pitkovice",50.014832,14.582967,1,1,1,,,vybaveny,osobni
sreality,9490000,78,4+kk,"Krosenská, Praha 8 - Troja",50.128567,14.423727,1,1,0,,,,osobni
sreality,25500000,103,4+kk,"Za Karlínským přístavem, Praha - Karlín",50.096546,14.451983,0,1,1,,novostavba,,osobni
sreality,10727200,47,2+kk,"Jagellonská, Praha 3 - Žižkov",50.079895,14.45503,1,0,0,3,Po rekonstrukci,nevybaveny,osobni
sreality,9790000,53,2+1,"Milíčova, Praha 3 - Žižkov",50.086132,14.451812,0,0,0,5,V rekonstrukci,,osobni
sreality,8727777,59,3+kk,"Za Novákovou zahradou, Praha - Satalice",50.122192,14.57646,0,0,1,,,,osobni
sreality,7080000,59,2+kk,"Křižíkova, Praha 8 - Karlín",50.09267,14.451276,0,0,0,,,castecne vybaveny,osobni
sreality,12390000,82,3+kk,"Plzeňská, Praha 5 - Košíře",50.071716,14.389139,1,0,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,1,67,3+1,"Brandlova, Praha 4 - Chodov",50.032887,14.517145,1,1,0,2,Velmi dobrý,castecne vybaveny,osobni
sreality,1,55,2+1,"Špindlerův Mlýn - Bedřichov, okres Trutnov",50.728386,15.599611,1,1,1,9,Velmi dobrý,vybaveny,osobni
sreality,4720900,47,1+kk,"Vrbenská, České Budějovice - České Budějovice 4",48.976238,14.5018,1,1,1,4,Novostavba,nevybaveny,osobni
sreality,7500000,112,3+1,"Foersterova, Karlovy Vary",50.2342,12.871859,1,1,1,2,Velmi dobrý,,osobni
sreality,13500000,74,2+kk,"Záhřebská, Praha 2 - Vinohrady",50.07296,14.43975,1,1,0,,,vybaveny,osobni
sreality,4690000,81,4+1,"Teplická, Děčín - Děčín IX-Bynov",50.781693,14.171135,1,1,0,4,Dobrý,castecne vybaveny,osobni
sreality,8316480,84,3+kk,"Vrbenská, České Budějovice - České Budějovice 4",48.976238,14.5018,1,1,1,6,Novostavba,nevybaveny,osobni
sreality,6200000,72,3+kk,"Vrchlického, Plzeň - Jižní Předměstí",49.733883,13.371957,0,0,0,1,Velmi dobrý,,osobni
sreality,9700000,80,3+1,"Nedašovská, Praha - Zličín",50.059357,14.290748,0,1,0,4,Velmi dobrý,castecne vybaveny,osobni
sreality,6900000,45,2+kk,"Choceradská, Praha 4 - Záběhlice",50.047661,14.494169,1,1,1,,,castecne vybaveny,osobni
sreality,3100000,33,1+1,"U Splavu, Břeclav",48.76495,16.885717,1,1,0,1,Po rekonstrukci,nevybaveny,
sreality,4650000,52,2+1,"Polská, Kladno - Kročehlavy",50.130886,14.126304,1,0,0,1,Dobrý,castecne vybaveny,osobni
sreality,4350000,75,3+1,"U Splavu, Břeclav",48.765579,16.88546,0,1,0,1,Velmi dobrý,nevybaveny,
sreality,7490000,38,1+kk,"Sekaninova, Praha 2 - Nusle",50.066448,14.429244,1,0,0,2,Velmi dobrý,castecne vybaveny,osobni
sreality,5300000,75,3+1,"Budovcova, Klatovy - Klatovy III",49.398956,13.286589,0,0,0,2,Po rekonstrukci,,osobni
sreality,3950000,21,1+kk,"Lázeňská, Brandýs nad Labem-Stará Boleslav - Stará Boleslav",50.192669,14.680537,0,0,1,1,Dobrý,nevybaveny,osobni
sreality,7199000,52,2+1,"Na Rokytce, Praha 8 - Libeň",50.110207,14.474953,1,0,0,5,Velmi dobrý,castecne vybaveny,
sreality,2499000,11,1+kk,"Chvalská, Praha 9 - Hloubětín",50.105618,14.538718,0,0,0,,,,osobni
sreality,2080000,37,1+1,"Labská, Děčín - Děčín I-Děčín",50.783432,14.212176,1,0,0,,,,osobni
sreality,6550000,45,1+1,"Katovická, Praha 8 - Bohnice",50.131546,14.425895,1,1,0,,,castecne vybaveny,
sreality,7900000,80,3+1,"Blattného, Praha 5 - Stodůlky",50.053032,14.343193,0,0,0,,,nevybaveny,osobni
sreality,8400000,36,2+kk,"Rybalkova, Praha 10 - Vršovice",50.069969,14.447965,0,0,0,1,Po rekonstrukci,vybaveny,osobni
sreality,8288000,53,2+kk,"Komunardů, Praha 7 - Holešovice",50.101303,14.449833,1,0,0,7,Po rekonstrukci,castecne vybaveny,osobni
sreality,8288000,61,3+1,"Kaplická, Praha 4 - Podolí",50.047363,14.430427,1,1,0,6,Dobrý,castecne vybaveny,
sreality,6488000,32,1+kk,"Makedonská, Praha 9 - Střížkov",50.130424,14.492218,1,1,0,,,castecne vybaveny,osobni
sreality,8790000,57,3+kk,"Křižíkova, Praha 8 - Karlín",50.091888,14.448312,1,0,0,5,Velmi dobrý,castecne vybaveny,osobni
sreality,27990000,128,4+1,"Londýnská, Praha 2 - Vinohrady",50.073608,14.434263,1,1,0,2,Velmi dobrý,castecne vybaveny,osobni
sreality,10990000,78,2+kk,"Novákových, Praha 8 - Libeň",50.103786,14.476581,1,0,0,4,Velmi dobrý,vybaveny,osobni
sreality,6290000,36,1+1,"Kotlaska, Praha 8 - Libeň",50.105984,14.477245,0,0,0,2,Dobrý,vybaveny,osobni
sreality,1,189,4+kk,"V tůních, Praha 2 - Nové Město",50.075928,14.427186,1,1,1,6,Novostavba,castecne vybaveny,osobni
sreality,1,57,2+kk,"V tůních, Praha 2 - Nové Město",50.075928,14.427186,1,1,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,1,135,4+kk,"V tůních, Praha 2 - Nové Město",50.075928,14.427186,1,0,1,6,Novostavba,castecne vybaveny,osobni
sreality,6276600,32,1+kk,"V tůních, Praha 2 - Nové Město",50.075928,14.427186,1,0,1,1,Velmi dobrý,castecne vybaveny,osobni
sreality,6980000,38,2+kk,"Vršovické náměstí, Praha 10 - Vršovice",50.068794,14.452568,1,0,0,,,,osobni
sreality,9538000,44,2+kk,"Pod Drinopolem, Praha 6 - Břevnov",50.08551,14.371837,1,1,0,1,Po rekonstrukci,,osobni
sreality,2700000,59,2+1,"Třebízského, Ústí nad Labem - Střekov",50.652988,14.046364,0,0,0,1,Dobrý,,osobni
sreality,18699000,95,3+kk,"Pod Slovany, Praha 2 - Nové Město",50.070244,14.416628,0,0,0,3,Velmi dobrý,,osobni
sreality,7199000,52,2+1,"Na Rokytce, Praha 8 - Libeň",50.110207,14.474953,1,0,0,5,Velmi dobrý,castecne vybaveny,
sreality,9300000,69,1+1,"Na Balkáně, Praha 3 - Žižkov",50.095108,14.492876,0,0,0,3,Dobrý,nevybaveny,osobni
sreality,3300000,52,2+1,"Okružní, Uherský Brod",49.027359,17.661371,0,1,0,3,Dobrý,nevybaveny,
sreality,8650000,60,3+kk,"Jílovská, Praha 4 - Lhotka",50.023842,14.432785,1,1,0,8,Velmi dobrý,nevybaveny,
sreality,6990000,36,1+kk,"Olšanská, Praha 3 - Žižkov",50.083439,14.4666,1,0,0,7,Velmi dobrý,,osobni
sreality,8500000,51,2+kk,"Prachnerova, Praha 5 - Košíře",50.070286,14.380476,1,1,0,2,Velmi dobrý,nevybaveny,osobni
sreality,11250000,92,4+1,Praha 5,50.055294,14.37969,0,1,1,2,Velmi dobrý,,osobni
sreality,4987300,43,1+kk,"Floriánské náměstí, Kladno",50.146156,14.100867,0,0,0,1,Novostavba,,osobni
sreality,11199000,60,2+kk,"Lipové náměstí, Praha - Dubeč",50.055252,14.580322,0,1,1,1,Ve výstavbě,,osobni
sreality,3490000,70,3+1,"Svojsíkova, Teplice",50.637226,13.814991,0,1,0,1,Velmi dobrý,castecne vybaveny,
sreality,5800000,80,2+1,"Foersterova, Karlovy Vary",50.2342,12.871859,1,1,0,2,Velmi dobrý,vybaveny,osobni
sreality,16999999,120,3+1,"Medunova, Praha - Stodůlky",50.046055,14.302029,1,1,0,8,Novostavba,,osobni
sreality,7995000,51,2+kk,"Jaroslava Švehly, Praha 5 - Zbraslav",49.969772,14.386572,0,1,0,4,Velmi dobrý,nevybaveny,osobni
sreality,18500000,95,3+kk,"Ke Krči, Praha 4 - Braník",50.034157,14.415149,1,1,1,3,Novostavba,castecne vybaveny,osobni
sreality,18000000,96,3+kk,"Ke Krči, Praha 4 - Braník",50.034157,14.415149,1,1,1,2,Novostavba,,osobni
sreality,16240000,103,3+kk,Praha 6 - Břevnov,50.085716,14.36957,1,1,1,3,Novostavba,,osobni
sreality,18990000,99,4+kk,Praha 6 - Břevnov,50.085716,14.36957,1,1,1,4,Novostavba,,osobni
sreality,6900000,97,4+kk,"Dýšina, okres Plzeň-město",49.777348,13.491502,0,0,1,1,Novostavba,,osobni
sreality,7250000,40,2+kk,"Záběhlická, Praha 10 - Záběhlice",50.055496,14.484432,0,0,1,2,Novostavba,castecne vybaveny,osobni
sreality,19500000,83,3+kk,"Závěrka, Praha 6 - Břevnov",50.082993,14.377388,1,1,1,2,Novostavba,,osobni
sreality,1,282,5+1,Praha 6 - Břevnov,50.085716,14.36957,0,1,1,4,Novostavba,,osobni
sreality,10250000,84,3+1,"Husitská, Praha 3 - Žižkov",50.086861,14.450354,0,0,0,2,Velmi dobrý,,osobni
sreality,9990000,76,3+kk,"Nebovidy, okres Brno-venkov",49.141331,16.551373,0,1,1,3,Novostavba,nevybaveny,osobni
sreality,16890000,172,4+1,"Kladrubská, Praha 9 - Letňany",50.139832,14.511075,0,1,1,2,Dobrý,nevybaveny,osobni
sreality,39900000,235,3+kk,"Pštrossova, Praha 1 - Nové Město",50.078972,14.415912,1,1,0,7,Velmi dobrý,vybaveny,osobni
sreality,1,59,2+kk,"Rokytnice nad Jizerou, okres Semily",50.725609,15.433574,1,1,1,1,Novostavba,castecne vybaveny,osobni
sreality,29500000,186,5+kk,"Čajkovského, Praha 3 - Žižkov",50.082184,14.452297,1,0,1,8,Velmi dobrý,vybaveny,osobni
sreality,1,69,2+kk,"Rokytnice nad Jizerou, okres Semily",50.725609,15.433574,1,1,1,4,Novostavba,castecne vybaveny,osobni
sreality,18950000,111,3+kk,"Baarova, Praha 4 - Michle",50.049946,14.454318,1,1,1,3,Velmi dobrý,castecne vybaveny,osobni
sreality,9300000,100,3+kk,"Pražská třída, Hradec Králové",50.205551,15.795666,0,1,0,4,Novostavba,,osobni
sreality,10940000,43,2+kk,"Za Strahovem, Praha 6 - Břevnov",50.082253,14.37585,0,0,0,1,Velmi dobrý,,osobni
sreality,26990000,128,4+1,"Londýnská, Praha 2 - Vinohrady",50.073608,14.434263,1,1,0,2,Velmi dobrý,castecne vybaveny,osobni
sreality,6290000,36,1+1,"Kotlaska, Praha 8 - Libeň",50.105984,14.477245,0,0,0,2,Dobrý,vybaveny,osobni
sreality,7290000,38,1+kk,"Sekaninova, Praha 2 - Nusle",50.066448,14.429244,1,0,0,2,Velmi dobrý,castecne vybaveny,osobni
sreality,13990000,95,4+kk,"T. G. Masaryka, Horoměřice",50.137436,14.330939,1,1,1,4,Novostavba,castecne vybaveny,osobni
sreality,17490000,84,4+kk,"Zimova, Praha 4 - Kamýk",50.006672,14.45331,1,1,1,10,Novostavba,nevybaveny,osobni
sreality,6290000,95,4+1,"Talichova, Kroměříž",49.287979,17.39814,0,1,1,3,Velmi dobrý,castecne vybaveny,osobni
sreality,10890000,68,3+kk,"U Smetanky, Praha 9 - Hrdlořezy",50.093208,14.512638,1,1,1,3,Novostavba,vybaveny,osobni
sreality,8150000,85,4+1,"Oblá, Brno - Nový Lískovec",49.176525,16.553732,1,1,0,7,Po rekonstrukci,nevybaveny,osobni
sreality,6990000,51,2+1,"Mozolky, Brno - Žabovřesky",49.215897,16.575991,1,1,0,1,Po rekonstrukci,vybaveny,osobni
sreality,8750000,75,2+kk,"Junácká, Brno - Žabovřesky",49.212654,16.56986,0,1,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,4750000,34,1+1,"Heyrovského, Brno - Bystrc",49.228306,16.529684,0,1,1,4,Po rekonstrukci,castecne vybaveny,osobni
sreality,7950000,69,2+kk,"Brno, okres Brno-město",49.247498,16.573442,0,1,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,7550000,89,3+kk,"Úvaly, okres Praha-východ",50.073944,14.730803,0,1,1,3,Novostavba,,osobni
sreality,2500000,40,1+1,"Na Vršku, Jablonec nad Nisou",50.725132,15.158415,1,0,0,2,Dobrý,castecne vybaveny,
sreality,1695500,26,1+kk,"Palackého, Ostrava - Přívoz",49.854092,18.261637,1,0,0,4,Dobrý,,osobni
sreality,1,278,,"Pod Kesnerkou, Praha 5 - Smíchov",50.059956,14.400292,1,1,1,4,Novostavba,vybaveny,osobni
sreality,19290000,115,3+1,"V Cibulkách, Praha 5 - Košíře",50.065842,14.365302,0,0,0,2,Dobrý,vybaveny,osobni
sreality,1,192,4+kk,"Lannova, Praha 1 - Nové Město",50.092773,14.429811,1,1,1,8,Velmi dobrý,vybaveny,osobni
sreality,7290000,34,1+kk,"Federova, Praha 9 - Kyje",50.115902,14.565598,1,1,1,1,Novostavba,,osobni
sreality,11500000,52,2+kk,"Truhlářská, Praha - Nové Město",50.090477,14.429967,1,0,0,4,Po rekonstrukci,nevybaveny,osobni
sreality,4350000,77,,"Pasteurova, Ústí nad Labem - Ústí nad Labem-centrum",50.666103,14.026057,0,0,0,5,Po rekonstrukci,,osobni
sreality,15200000,59,2+1,"Vlašská, Praha 1 - Malá Strana",50.087029,14.397043,0,0,0,2,Po rekonstrukci,,osobni
sreality,6150000,44,2+kk,"Kpt. Stránského, Praha 9 - Černý Most",50.103065,14.58197,1,1,0,7,Před rekonstrukcí,,osobni
sreality,7900000,84,2+kk,"Pražská třída, Hradec Králové",50.205551,15.795658,0,0,0,2,Novostavba,,osobni
sreality,1458000,66,2+kk,"Český Brod, okres Kolín",50.074203,14.860812,1,0,0,4,Novostavba,nevybaveny,
sreality,10490000,74,2+kk,"Záběhlická, Praha 10 - Záběhlice",50.054066,14.489308,1,1,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,11900000,82,3+kk,"Plzeňská, Praha 5 - Košíře",50.071716,14.389139,1,0,1,2,Velmi dobrý,castecne vybaveny,osobni
sreality,7599999,52,2+1,"Taškentská, Praha 10 - Vršovice",50.067017,14.463294,1,1,0,5,Dobrý,nevybaveny,osobni
sreality,9490000,67,3+1,"Brandlova, Praha 4 - Chodov",50.032887,14.517145,1,1,0,2,Velmi dobrý,castecne vybaveny,osobni
sreality,1,55,2+1,"Špindlerův Mlýn - Bedřichov, okres Trutnov",50.728386,15.599611,1,1,1,9,Velmi dobrý,vybaveny,osobni
sreality,3790000,70,2+kk,"Kollárova, Chotěšov",49.655849,13.198667,1,0,0,1,Velmi dobrý,castecne vybaveny,osobni
sreality,4790000,70,3+kk,"Kollárova, Chotěšov",49.655849,13.198667,1,0,0,2,Velmi dobrý,castecne vybaveny,osobni
sreality,4490000,63,3+kk,"Kollárova, Chotěšov",49.655849,13.198667,1,0,0,3,Velmi dobrý,castecne vybaveny,osobni
sreality,2590000,74,3+1,"Na Sklípku, Ústí nad Labem - Krásné Březno",50.669483,14.08114,1,1,0,1,Dobrý,nevybaveny,
sreality,5390000,44,1+1,"Poříčí, Brno - Staré Brno",49.18565,16.600441,1,0,0,1,Dobrý,nevybaveny,osobni
sreality,8598000,76,4+kk,"Bělčická, Praha 4 - Záběhlice",50.046867,14.489325,1,1,0,2,Velmi dobrý,nevybaveny,
sreality,8960000,62,3+1,"Michelangelova, Praha 10 - Strašnice",50.071728,14.509783,0,1,0,2,Dobrý,nevybaveny,osobni
sreality,12200000,78,3+kk,"Sobí, Praha 9 - Hloubětín",50.109688,14.527269,1,1,1,8,Novostavba,castecne vybaveny,osobni
sreality,2480000,57,2+1,"Jaroslava Vrchlického, Most",50.496765,13.63539,1,0,0,1,Velmi dobrý,,osobni
sreality,3500000,54,2+kk,"Přehýšov, okres Plzeň-sever",49.709679,13.167476,0,0,0,3,Velmi dobrý,,osobni
sreality,6650000,73,3+1,"Fabiánka II, Zlín - Kudlov",49.20076,17.666908,0,1,1,4,Velmi dobrý,,osobni
sreality,9990000,100,4+kk,"Lidická, Pavlov",50.097225,14.16815,0,0,0,1,Novostavba,castecne vybaveny,osobni
sreality,2590000,63,2+1,"Hromnice - Žichlice, okres Plzeň-sever",49.837982,13.461143,0,0,0,3,Dobrý,,osobni
sreality,1,101,4+kk,"Vojtěcha Outraty, Prostějov",49.479168,17.119812,0,1,0,4,Velmi dobrý,,osobni
sreality,5890000,57,2+kk,"Nepomucká, Plzeň - Koterov",49.722992,13.401561,0,0,1,1,Velmi dobrý,castecne vybaveny,osobni
sreality,9290000,83,3+1,"Galandova, Praha 6 - Řepy",50.067944,14.297962,1,1,0,1,Velmi dobrý,castecne vybaveny,osobni
sreality,8180000,44,2+kk,"Buchovcova, Praha 3 - Žižkov",50.090828,14.472815,1,0,0,5,Velmi dobrý,castecne vybaveny,osobni
sreality,6990000,40,1+kk,"Vinohradská, Praha 10 - Strašnice",50.077747,14.486946,1,0,0,6,Velmi dobrý,,osobni
sreality,6635700,63,2+kk,"Kunratická, Liberec",50.75774,15.105729,0,1,0,1,Ve výstavbě,,osobni
sreality,6499000,43,2+kk,"Litoměřická, Praha 9 - Prosek",50.118881,14.495509,1,0,0,3,Dobrý,,osobni
sreality,9700000,98,3+kk,"Kunratická, Liberec",50.75774,15.105729,0,1,0,1,Ve výstavbě,,osobni
sreality,18735500,150,4+kk,"Kunratická, Liberec",50.75774,15.105729,0,1,0,5,Ve výstavbě,,osobni
sreality,6100000,90,3+kk,"nábřeží Jana Palacha, Karlovy Vary",50.231228,12.873023,1,0,0,6,Po rekonstrukci,nevybaveny,osobni
sreality,3500000,62,2+1,"Korunní, Ostrava - Mariánské Hory",49.830086,18.260439,0,0,1,3,Dobrý,castecne vybaveny,osobni
sreality,5800000,94,2+kk,"Svahová, Karlovy Vary",50.228352,12.86996,0,0,1,3,Po rekonstrukci,nevybaveny,osobni
