source,id,name,price_czk,area_m2,flat_type,locality,lat,lon,has_lift,has_balcony,has_parking,floor,condition,furnished,ownership
bezrealitky,1014269,Prodej bytu 2+kk,3800000,42,2+kk,"Sídliště II., Netvořice - Netvořice, Středočeský kraj",49.81785,14.5249738,0,0,1,2,dobry,vybaveny,osobni
bezrealitky,1014270,Prodej bytu 3+1,8999999,86,3+1,"Dr. Janského, Černošice - Černošice, Středočeský kraj",49.9409387,14.3279334,0,0,1,1,velmi dobry,nevybaveny,osobni
bezrealitky,1004572,Prodej bytu 3+1,7890000,86,3+1,"Havlíčkova, Pardubice - Pardubice, Pardubický kraj",50.0347155,15.7667926,0,0,1,4,velmi dobry,castecne vybaveny,osobni
bezrealitky,1005816,Prodej bytu 2+kk,8295000,58,2+kk,"Žerotínova, Praha - Žižkov",50.0881443,14.4643813,0,0,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,999787,Prodej bytu 3+kk,13200000,80,3+kk,"náměstí Jiřího z Lobkovic, Praha - Vinohrady",50.0769139,14.4660815,1,0,1,5,velmi dobry,castecne vybaveny,osobni
bezrealitky,998325,Prodej bytu 4+1,5600000,77,4+1,"K Jatkám, Blatná - Blatná, Jihočeský kraj",49.4225925,13.884802,1,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,1010585,Prodej bytu 1+kk,4990000,32,1+kk,"Gallašova, Brno - Štýřice, Jihomoravský kraj",49.1812344,16.5980005,0,0,0,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,1012477,Prodej bytu 2+1,4450000,56,2+1,"Edvarda Beneše, Příbram - Březové Hory, Středočeský kraj",49.6807585,13.9976031,0,0,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,1012050,Prodej bytu 1+kk,2590000,34,1+kk,"Palackého, Louny - Louny, Ústecký kraj",50.348621,13.8051278,0,0,1,1,dobry,castecne vybaveny,osobni
bezrealitky,990183,Prodej bytu 3+kk,10285000,86,3+kk,"Ke Tvrzi, Praha - Královice",50.0390519,14.63862,0,0,1,2,novostavba,castecne vybaveny,osobni
bezrealitky,1014245,Prodej bytu 2+1,4650000,51,2+1,"Na Vyhlídce, Boskovice - Boskovice, Jihomoravský kraj",49.4878342,16.6683611,0,0,0,1,velmi dobry,vybaveny,osobni
bezrealitky,865897,Prodej bytu 2+kk,5500000,52,2+kk,"Lavického, Třebíč - Týn u Třebíče, Kraj Vysočina",49.2271163,15.8787501,1,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,981564,Prodej bytu 2+kk,6749000,44,2+kk,"Daškova, Praha - Modřany",50.0132624,14.423394,1,0,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,956007,Prodej bytu 2+1,7650000,69,2+1,"Novákových, Praha - Libeň",50.103169,14.4749514,0,0,0,5,dobry,nevybaveny,osobni
bezrealitky,1012045,Prodej bytu 3+1,9100000,72,3+1,"Boháčova, Praha - Háje",50.0369884,14.5196601,1,0,1,8,dobry,,osobni
bezrealitky,1002269,Prodej bytu 2+kk,7690000,46,2+kk,"Generála Janouška, Praha - Černý Most",50.1059649,14.5730823,1,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,882272,Prodej bytu 2+kk,9300000,52,2+kk,"Federova, Praha - Kyje",50.1159026,14.5655971,1,0,1,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,983063,Prodej bytu 3+1,5280000,76,3+1,"Kúty, Zlín - Zlín, Zlínský kraj",49.2309176,17.681015,1,0,0,2,dobry,castecne vybaveny,osobni
bezrealitky,1013703,Prodej bytu 3+1,4600000,63,3+1,"Jiřího Herolda, Ostrava - Hrabůvka, Moravskoslezský kraj",49.7832928,18.2539579,1,0,0,4,dobry,nevybaveny,druzstevni
bezrealitky,1003171,Prodej bytu 2+kk,6750000,47,2+kk,"Červený kopec, Brno - Štýřice, Jihomoravský kraj",49.1823642,16.5884822,0,0,1,1,dobry,castecne vybaveny,osobni
bezrealitky,1014224,Prodej bytu 2+kk,2499000,44,2+kk,"Malátova, Městec Králové - Městec Králové, Středočeský kraj",50.204257,15.3022928,0,0,0,2,novostavba,nevybaveny,druzstevni
bezrealitky,991191,Prodej bytu 3+kk,7990000,97,3+kk,"Plzenecká, Plzeň - Plzeň, Plzeňský kraj",49.7377603,13.3919533,1,0,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,1010975,Prodej bytu 2+kk,6640000,43,2+kk,"Kurčatovova, Praha - Petrovice",50.0334329,14.5642109,1,0,1,4,dobry,,osobni
bezrealitky,1014035,Prodej bytu 2+1,2900000,51,2+1,"9. května, Chvaletice - Telčice, Pardubický kraj",50.0339197,15.4138397,0,0,0,2,dobry,vybaveny,osobni
bezrealitky,1014079,Prodej bytu 4+1,299000,100,4+1,Landshut Landshut Bayern 84032,48.55389,12.12803,0,1,1,0,dobry,,
bezrealitky,999739,Prodej bytu 3+kk,11490000,69,3+kk,"Přímětická, Praha - Michle",50.0468373,14.4485922,1,0,0,5,po rekonstrukci,,osobni
bezrealitky,996577,Prodej bytu 2+kk,5990000,43,2+kk,"Hořelické náměstí, Rudná - Hořelice, Středočeský kraj",50.0262913,14.2232075,0,0,1,1,dobry,,osobni
bezrealitky,1012038,Prodej bytu 3+1,2900000,76,3+1,"Jindřicha Plachty, Ústí nad Labem - Mojžíř, Ústecký kraj",50.6802511,14.1183456,1,0,1,3,velmi dobry,,osobni
bezrealitky,1011633,Prodej bytu 2+kk,7200000,69,2+kk,"Hybešova, Brno - Staré Brno, Jihomoravský kraj",49.1893325,16.6041688,0,0,0,1,dobry,,osobni
bezrealitky,1003215,Prodej bytu 2+1,7310000,54,2+1,"Husníkova, Praha - Stodůlky",50.0477528,14.3415128,0,1,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,1014032,Prodej bytu 1+kk,3290000,31,1+kk,"Táborská, Liberec - Dolní Hanychov, Liberecký kraj",50.7497173,15.0283004,0,0,1,1,dobry,castecne vybaveny,osobni
bezrealitky,1014025,Prodej bytu 2+kk,7499000,49,2+kk,"Žitná, Hostivice - Litovice, Středočeský kraj",50.06108365,14.244075693283,1,0,1,4,velmi dobry,castecne vybaveny,osobni
bezrealitky,1012919,Prodej bytu 2+kk,7490000,52,2+kk,"Kloboučnická, Praha - Nusle",50.0613151,14.4497492,1,0,0,3,velmi dobry,nevybaveny,osobni
bezrealitky,1012500,Prodej bytu 2+1,2750000,53,2+1,"Mikulášská, Aš - Aš, Karlovarský kraj",50.2250312,12.1911422,1,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,998340,Prodej bytu 4+kk,9990000,74,4+kk,"Kunínova, Praha - Chodov",50.0369814,14.4998523,1,0,1,5,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,1012018,Prodej bytu 3+1,3260000,81,3+1,"Jižní, Česká Lípa - Česká Lípa, Liberecký kraj",50.6835767,14.5234422,1,0,0,2,pred rekonstrukci,nevybaveny,osobni
bezrealitky,741497,Prodej bytu 1+kk,6750000,27,1+kk,"Formanská, Praha - Újezd u Průhonic",50.01116,14.54723,1,1,1,3,novostavba,vybaveny,osobni
bezrealitky,1013674,Prodej bytu 3+kk,7600000,93,3+kk,"Rubínová, Liberec - Rochlice u Liberce, Liberecký kraj",50.7538903,15.0720093,1,0,1,2,velmi dobry,,osobni
bezrealitky,1012026,Prodej bytu 2+kk,5790000,80,2+kk,"nábř. Dr. Edvarda Beneše, Přerov - Přerov, Olomoucký kraj",49.4534309,17.4414924,1,0,0,4,velmi dobry,castecne vybaveny,osobni
bezrealitky,997904,Prodej bytu 3+kk,8299000,53,3+kk,"Etiopská, Praha - Vokovice",50.0967243,14.355253,1,0,0,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,1003211,Prodej bytu 3+1,8100000,80,3+1,"Ohradní, Praha - Michle",50.0507248,14.451063,1,0,0,1,dobry,nevybaveny,druzstevni
bezrealitky,1005356,Prodej bytu 2+kk,7799000,43,2+kk,"Ke Krči, Praha - Braník",50.0358604,14.4116458,0,0,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,1005361,Prodej bytu 2+kk,7199000,39,2+kk,"Průběžná, Praha - Strašnice",50.0669995,14.4966426,0,0,0,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,1002295,Prodej bytu 3+kk,8194000,56,3+kk,"Mírová, Brno - Černovice, Jihomoravský kraj",49.1773331,16.6319601,0,0,1,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,999249,Prodej bytu 2+kk,5750000,33,2+kk,"Podle Kačerova, Praha - Michle",50.0448995,14.4661138,0,0,0,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,979626,Prodej bytu 3+kk,8199000,52,3+kk,"Egyptská, Praha - Vokovice",50.0976511,14.3539387,1,0,0,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,987083,Prodej bytu 3+kk,8600000,67,3+kk,"Třebenická, Praha - Kobylisy",50.1290096,14.4787682,0,0,1,1,velmi dobry,,druzstevni
bezrealitky,903485,Prodej bytu 3+kk,17470000,158,3+kk,"Korunní, Praha - Vinohrady",50.0755284,14.4444199,1,0,0,5,velmi dobry,,osobni
bezrealitky,1010090,Prodej bytu 2+kk,4900000,53,2+kk,"Heřmánková, Ostrava - Heřmanice, Moravskoslezský kraj",49.8590025,18.3174475,0,0,1,1,velmi dobry,,osobni
bezrealitky,1014005,Prodej bytu 1+1,7650000,40,1+1,"Francouzská, Praha - Vinohrady",50.0720647,14.444764,0,0,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,1003152,Prodej bytu 3+1,940000,74,3+1,"Dukelských hrdinů, Krupka - Maršov u Krupky, Ústecký kraj",50.6872263,13.880230176018,1,0,0,6,dobry,castecne vybaveny,druzstevni
bezrealitky,978512,Prodej bytu 2+kk,6500000,45,2+kk,"Na Komořsku, Praha - Komořany",49.9889863,14.4138653,1,0,1,2,dobry,castecne vybaveny,osobni
bezrealitky,1011984,Prodej bytu 2+kk,6990000,45,2+kk,"U Továren, Praha - Hostivař",50.0563773,14.5425782,1,0,1,2,novostavba,nevybaveny,osobni
bezrealitky,1011670,Prodej bytu 4+kk,10750000,83,4+kk,"Ke Stadionu, Praha - Čakovice",50.1465469,14.5323249,0,0,1,4,velmi dobry,vybaveny,osobni
bezrealitky,1013981,Prodej bytu 3+kk,275000,71,3+kk,Dresden Cotta Sachsen 01159,51.04266,13.69647,0,1,1,0,dobry,,
bezrealitky,1012416,Prodej bytu 1+kk,6390000,30,1+kk,"Jeronýmova, Praha - Žižkov",50.0862648,14.4482224,1,0,0,6,velmi dobry,castecne vybaveny,osobni
bezrealitky,1012427,Prodej bytu 1+1,2490000,37,1+1,"Krušnohorská, Chlumec - Chlumec u Chabařovic, Ústecký kraj",50.699691,13.9404847,0,0,0,3,velmi dobry,nevybaveny,osobni
bezrealitky,1013873,Prodej bytu 2+1,147000,60,2+1,"Stamsrieder Weg 10, , Sasko",51.03424,13.59849,0,1,1,1,dobry,,
bezrealitky,1003615,Prodej bytu 2+1,2690000,64,2+1,"Krásný Dvůr - Krásný Dvůr, Ústecký kraj",50.25556,13.3728463,0,0,1,2,pred rekonstrukci,nevybaveny,osobni
bezrealitky,992728,Prodej bytu 3+kk,3599000,55,3+kk,Praha - Staré Město,49.9710088,12.7021469,0,0,1,4,velmi dobry,castecne vybaveny,osobni
bezrealitky,1004917,Prodej bytu 2+1,3850000,55,2+1,"U Pivovaru, Jihlava - Jihlava, Kraj Vysočina",49.3961145,15.581889,1,1,0,2,pred rekonstrukci,,osobni
bezrealitky,1004484,Prodej bytu 3+kk,14890000,71,3+kk,"Vlnitá, Praha - Braník",50.0388316,14.423045,0,1,1,2,po rekonstrukci,,osobni
bezrealitky,998267,Prodej bytu 3+kk,6950000,110,3+kk,"Palackého náměstí, Vlašim - Vlašim, Středočeský kraj",49.7087013,14.8933213,1,0,0,3,novostavba,castecne vybaveny,osobni
bezrealitky,998286,Prodej bytu 2+1,2990000,44,2+1,"Na Valtické, Břeclav - Charvátská Nová Ves, Jihomoravský kraj",48.7577519,16.8578075,1,0,0,6,pred rekonstrukci,nevybaveny,osobni
bezrealitky,994384,Prodej bytu 3+1,4590000,63,3+1,"Nedomická, Všetaty - Všetaty, Středočeský kraj",50.27944,14.5949375,0,1,0,2,dobry,castecne vybaveny,druzstevni
bezrealitky,995480,Prodej bytu 3+1,3290000,74,3+1,"Flemingova, Karviná - Karviná-město, Moravskoslezský kraj",49.865959,18.5577269,1,0,0,4,velmi dobry,castecne vybaveny,osobni
bezrealitky,994328,Prodej bytu 2+kk,8990000,54,2+kk,"5. května, Praha - Nusle",50.0559165,14.4376493,0,1,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,990545,Prodej bytu 3+kk,10990000,67,3+kk,"Psárská, Praha - Michle",50.0522707,14.4613036,1,1,1,3,velmi dobry,,osobni
bezrealitky,992030,Prodej bytu 3+1,7790000,57,3+1,"Verneřická, Praha - Střížkov",50.1240347,14.4981042,0,1,0,3,dobry,nevybaveny,osobni
bezrealitky,990852,Prodej bytu 1+1,6890000,45,1+1,"Na Václavce, Praha - Smíchov",50.0649748,14.392909,0,0,0,1,dobry,castecne vybaveny,osobni
bezrealitky,983114,Prodej bytu 1+1,4890000,52,1+1,"Charbulova, Brno - Černovice, Jihomoravský kraj",49.1856067,16.63532,0,0,0,1,after_partial_reconstruction,nevybaveny,osobni
bezrealitky,987810,Prodej bytu 2+kk,5170000,52,2+kk,"Lipová-lázně - Horní Lipová, Olomoucký kraj",50.2242839,17.0907915,1,0,1,5,novostavba,castecne vybaveny,osobni
bezrealitky,981200,Prodej bytu 1+1,2890000,49,1+1,"28. října, Ostrava - Moravská Ostrava, Moravskoslezský kraj",49.83214335,18.280086601285,0,0,1,5,after_partial_reconstruction,nevybaveny,osobni
bezrealitky,980848,Prodej bytu 1+kk,2299000,22,1+kk,"Hilarova, Ústí nad Labem - Ústí nad Labem, Ústecký kraj",50.6665329,14.0381824,1,1,0,9,after_partial_reconstruction,,osobni
bezrealitky,979616,Prodej bytu 3+1,3880000,59,3+1,"4. května, Vsetín - Vsetín, Zlínský kraj",49.3422143,17.989416508417,0,1,0,4,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,1002816,Prodej bytu 3+1,5100000,65,3+1,"Sídliště Za Stadionem, Kyjov - Nětčice u Kyjova, Jihomoravský kraj",49.01761115,17.129461617481,0,0,0,4,velmi dobry,castecne vybaveny,osobni
bezrealitky,1011618,Prodej bytu 1+1,5300000,35,1+1,"Absolonova, Brno - Komín, Jihomoravský kraj",49.2202849,16.5558368,0,0,1,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,198817,Prodej bytu 3+kk,9900000,75,3+kk,"Litoměřická, Praha - Prosek",50.1188063,14.4937472,1,1,0,8,velmi dobry,,osobni
bezrealitky,982706,Prodej bytu 2+1,4590000,50,2+1,"L. M. Pařízka, České Budějovice - České Budějovice 7, Jihočeský kraj",48.9613102,14.4734026,1,1,1,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,1002810,Prodej bytu 2+kk,14490000,69,2+kk,"Argentinská, Praha - Holešovice",50.1062914,14.4440223,1,0,1,6,velmi dobry,,osobni
bezrealitky,1007155,Prodej bytu 2+kk,9199900,53,2+kk,"Kralická, Praha - Strašnice",50.0759548,14.4918795,0,0,0,4,velmi dobry,castecne vybaveny,osobni
bezrealitky,1003599,Prodej bytu 4+kk,13799900,75,4+kk,"Pod Lipami, Praha - Žižkov",50.0903632,14.495364,1,0,0,6,velmi dobry,castecne vybaveny,osobni
bezrealitky,1002814,Prodej bytu 1+kk,9250000,40,1+kk,"Argentinská, Praha - Holešovice",50.1062914,14.4440223,1,0,1,7,velmi dobry,,osobni
bezrealitky,1007172,Prodej bytu 3+kk,13999900,78,3+kk,"Hyacintová, Praha - Záběhlice",50.0549571,14.494788,1,0,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,934864,Prodej bytu 2+kk,13999900,54,2+kk,"Chodská, Praha - Vinohrady",50.075748,14.4459807,1,0,0,5,velmi dobry,castecne vybaveny,osobni
bezrealitky,1007151,Prodej bytu 4+kk,14999900,76,4+kk,"Kolátorova, Praha - Břevnov",50.0850728,14.3689741,1,0,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,1005326,Prodej bytu 4+kk,11799900,97,4+kk,"Merhautova, Brno - Zábrdovice, Jihomoravský kraj",49.2038132,16.6223567,0,0,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,966520,Prodej bytu 5+kk,25999900,139,5+kk,"Chodská, Praha - Vinohrady",50.075748,14.4459807,1,0,0,6,velmi dobry,castecne vybaveny,osobni
bezrealitky,1005332,Prodej bytu 5+kk,9999900,84,5+kk,"Blatnická, Brno - Židenice, Jihomoravský kraj",49.2091385,16.660726,1,0,0,5,velmi dobry,castecne vybaveny,osobni
bezrealitky,1003656,Prodej bytu 3+kk,14999900,81,3+kk,"Ukrajinská, Praha - Vršovice",50.0652027,14.450711,1,0,0,4,velmi dobry,castecne vybaveny,osobni
bezrealitky,966517,Prodej bytu 4+kk,19999900,117,4+kk,"Chodská, Praha - Vinohrady",50.075748,14.4459807,1,0,0,6,velmi dobry,castecne vybaveny,osobni
bezrealitky,1003595,Prodej bytu 3+kk,10199900,57,3+kk,"Gruzínská, Praha - Vršovice",50.0702397,14.4704631,1,0,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,995485,Prodej bytu 2+kk,8999900,54,2+kk,"Ruská, Praha - Vršovice",50.0733658,14.479062,0,0,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,974557,Prodej bytu 4+kk,12799900,94,4+kk,"V Dolině, Praha - Michle",50.0579963,14.4682887,1,0,0,8,velmi dobry,castecne vybaveny,osobni
bezrealitky,987063,Prodej bytu 2+kk,8649900,42,2+kk,"Bulharská, Praha - Vršovice",50.0718178,14.4625272,1,0,0,5,velmi dobry,castecne vybaveny,osobni
bezrealitky,1005329,Prodej bytu 4+kk,13699900,85,4+kk,"Nerudova, Brno - Veveří, Jihomoravský kraj",49.2059788,16.5953853,1,0,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,1003614,Prodej bytu 1+kk,6590000,33,1+kk,"K Louži, Praha - Vršovice",50.0659867,14.4589751,1,0,1,4,after_partial_reconstruction,nevybaveny,osobni
bezrealitky,1013693,Prodej bytu 3+1,4490000,68,3+1,"Vančurova, Nový Jičín - Nový Jičín-Dolní Předměstí, Moravskoslezský kraj",49.5979863,18.005895,0,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,1010551,Prodej bytu 3+kk,7390000,77,3+kk,"Kapitána Jaroše, Boskovice - Boskovice, Jihomoravský kraj",49.4875165,16.6623346,0,0,0,2,novostavba,nevybaveny,osobni
bezrealitky,1004529,Prodej bytu 2+kk,6990000,37,2+kk,"Přemyšlenská, Praha - Kobylisy",50.1261901,14.4491741,0,0,0,1,po rekonstrukci,,osobni
bezrealitky,1002774,Prodej bytu 1+kk,8300000,28,1+kk,"Legerova, Praha - Nové Město",50.0742362,14.4301142,1,0,0,4,velmi dobry,,osobni
bezrealitky,1010553,Prodej bytu 2+kk,5260000,55,2+kk,"Kapitána Jaroše, Boskovice - Boskovice, Jihomoravský kraj",49.4875165,16.6623346,0,0,0,2,novostavba,nevybaveny,osobni
bezrealitky,797632,Prodej bytu 2+kk,6200000,43,2+kk,"Přeštická, Praha - Hostivař",50.04529,14.51359,1,0,1,6,dobry,nevybaveny,osobni
bezrealitky,1011602,Prodej bytu 3+1,17500000,80,3+1,"Na Folimance, Praha - Vinohrady",50.0665304,14.4327754,1,0,1,5,velmi dobry,nevybaveny,osobni
bezrealitky,993166,Prodej bytu 2+1,4799000,69,2+1,"Komenského, Trutnov - Trutnov, Královéhradecký kraj",50.559425,15.9025688,0,0,1,3,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,1013662,Prodej bytu 2+kk,2150000,40,2+kk,"Josefa Ševčíka, Most - Most II, Ústecký kraj",50.4955672,13.6614793,1,0,0,7,velmi dobry,castecne vybaveny,druzstevni
bezrealitky,1002842,Prodej bytu 2+kk,7999000,48,2+kk,"Kloboukova, Praha - Chodov",50.0376569,14.4839206,0,0,1,2,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,1002767,Prodej bytu 2+kk,8990000,53,2+kk,"Studentská, Brno - Bohunice, Jihomoravský kraj",49.1796207,16.5689204,1,0,1,4,novostavba,castecne vybaveny,osobni
bezrealitky,996987,Prodej bytu 3+kk,19200000,96,3+kk,Praha - Velká Chuchle,50.00162375,14.375167651725,1,0,1,2,novostavba,castecne vybaveny,osobni
bezrealitky,1013639,Prodej bytu 3+kk,4700000,146,3+kk,"Lubná - Lubná u Rakovníka, Středočeský kraj",50.0770953,13.7221767,0,0,1,1,dobry,vybaveny,osobni
bezrealitky,904871,Prodej bytu 4+kk,21890000,117,4+kk,"U Pergamenky, Praha - Holešovice",50.1102824,14.446798,0,0,1,6,novostavba,,osobni
bezrealitky,930514,Prodej bytu 2+kk,4750000,52,2+kk,"Železná Ruda - Špičák, Plzeňský kraj",49.1625348,13.2258759,0,0,1,3,velmi dobry,,druzstevni
bezrealitky,1013655,Prodej bytu 4+kk,6399000,77,4+kk,"Bezručova, Mělník - Mělník, Středočeský kraj",50.3532705,14.4813253,1,0,0,5,velmi dobry,castecne vybaveny,druzstevni
bezrealitky,1011584,Prodej bytu 3+1,2990000,72,3+1,"Smetanova, Chodov - Dolní Chodov, Karlovarský kraj",50.2401524,12.7442174,1,0,0,11,velmi dobry,castecne vybaveny,osobni
bezrealitky,1011429,Prodej bytu 1+kk,2690000,27,1+kk,"Dolní Jasenka, Vsetín - Vsetín, Zlínský kraj",49.34738,17.9962163,1,0,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,976082,Prodej bytu 1+kk,8900000,38,1+kk,"Vršovická, Praha - Vršovice",50.0667832,14.4440128,1,0,0,5,velmi dobry,castecne vybaveny,osobni
bezrealitky,1003943,Prodej bytu 1+kk,6890000,36,1+kk,"Davídkova, Praha - Libeň",50.1195535,14.4698951,1,0,1,4,dobry,nevybaveny,osobni
bezrealitky,1005353,Prodej bytu 2+kk,10990000,58,2+kk,"Poděbradská, Praha - Hloubětín",50.1037699,14.5201769,1,0,1,4,novostavba,nevybaveny,osobni
bezrealitky,1002725,Prodej bytu 2+kk,3599000,45,2+kk,"K Háječku, Písek - Hradiště u Písku, Jihočeský kraj",49.2997219,14.1200398,1,0,1,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,936886,Prodej bytu 3+kk,18940013,119,3+kk,"Nad Koulkou, Praha - Smíchov",50.0607425,14.4020053,1,0,1,4,novostavba,nevybaveny,osobni
bezrealitky,1002722,Prodej bytu 3+1,13499000,88,3+1,"Nad Kajetánkou, Praha - Břevnov",50.0866434,14.3758994,0,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,908676,Prodej bytu 2+kk,5800000,40,2+kk,"Vestecká, Nehvizdy - Nehvizdy, Středočeský kraj",50.1326372,14.7446367,0,0,1,3,novostavba,nevybaveny,osobni
bezrealitky,1011971,Prodej bytu 2+kk,7500000,42,2+kk,"Vlastina, Praha - Ruzyně",50.0883463,14.3064766,1,0,0,7,velmi dobry,castecne vybaveny,osobni
bezrealitky,1012429,Prodej bytu 4+kk,24900000,124,4+kk,"V Lukách, Praha - Horní Počernice",50.1050456,14.6165002,0,0,1,0,velmi dobry,castecne vybaveny,osobni
bezrealitky,913507,Prodej bytu 2+kk,9794081,61,2+kk,"Na Neklance, Praha - Smíchov",50.0610208,14.4020098,1,0,1,2,novostavba,vybaveny,osobni
bezrealitky,1000908,Prodej bytu 2+1,6800000,81,2+1,"třída Edvarda Beneše, Hradec Králové - Nový Hradec Králové, Královéhradecký kraj",50.1965544,15.8382105,1,0,1,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,1011419,Prodej bytu 3+kk,14990000,103,3+kk,"U Dvou srpů, Praha - Smíchov",50.0706239,14.3732465,0,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,1013622,Prodej bytu 1+1,6660000,39,1+1,"Křížová, Praha - Smíchov",50.0516096,14.4066557,0,0,0,3,velmi dobry,nevybaveny,osobni
bezrealitky,1011416,Prodej bytu 1+1,2590000,35,1+1,"Okružní, Ústí nad Orlicí - Ústí nad Orlicí, Pardubický kraj",49.9720066,16.391843,1,0,1,3,dobry,nevybaveny,osobni
bezrealitky,1013473,Prodej bytu 3+1,68000,72,3+1,", Sasko",50.97321,13.12242,0,1,1,0,dobry,,
bezrealitky,1013341,Prodej bytu 5+kk,19900000,126,5+kk,"Podbělohorská, Praha - Smíchov",50.0728376,14.3813513,1,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,1013364,Prodej bytu 1+kk,2580000,25,1+kk,"Rýchorské náměstí, Žacléř - Žacléř, Královéhradecký kraj",50.6526701,15.9064438,0,0,1,1,velmi dobry,,osobni
bezrealitky,1013365,Prodej bytu 2+kk,7490000,44,2+kk,"Ostravská, Praha - Letňany",50.1384397,14.5155794,1,0,0,1,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,480585,Prodej bytu 4+kk,9199999,70,4+kk,"Ružinovská, Praha - Krč",50.0265112,14.4523275,1,1,0,9,velmi dobry,castecne vybaveny,osobni
bezrealitky,1013326,Prodej bytu 1+1,2700000,32,1+1,"Hranická, Lipník nad Bečvou - Lipník nad Bečvou, Olomoucký kraj",49.5279184,17.5966145,1,0,0,5,velmi dobry,nevybaveny,osobni
bezrealitky,1013327,Prodej bytu 2+kk,9950000,62,2+kk,"Bělocerkevská, Praha - Vršovice",50.0709886,14.4697961,1,0,0,6,velmi dobry,vybaveny,osobni
bezrealitky,1013334,Prodej bytu 2+kk,10990000,53,2+kk,"Kolbenova, Praha - Vysočany",50.1113213,14.5106858,1,0,1,3,novostavba,vybaveny,osobni
bezrealitky,902934,Prodej bytu 1+kk,2550000,19,1+kk,"Černá v Pošumaví - Černá v Pošumaví, Jihočeský kraj",48.7397601,14.112125,1,0,1,1,novostavba,vybaveny,osobni
bezrealitky,881282,Prodej bytu 5+kk,20,220,5+kk,"Na Okraji, Praha - Veleslavín",50.0896805,14.3422562,0,0,1,7,velmi dobry,vybaveny,osobni
bezrealitky,879828,Prodej bytu 3+kk,7900000,80,3+kk,"Horská, Vrchlabí - Hořejší Vrchlabí, Královéhradecký kraj",50.641415,15.6087588,1,0,1,1,novostavba,vybaveny,osobni
bezrealitky,1013333,Prodej bytu 3+kk,12490000,88,3+kk,"Ostromečská, Praha - Žižkov",50.0879554,14.4603874,0,0,0,1,dobry,,osobni
bezrealitky,1013319,Prodej bytu 3+kk,2100000,97,3+kk,"Holany - Holany, Liberecký kraj",50.6163313,14.4903987,0,0,0,2,dobry,vybaveny,druzstevni
bezrealitky,1007574,Prodej bytu 3+1,19980000,143,3+1,"Na Okraji, Praha - Veleslavín",50.0891114,14.3420498,1,0,1,6,pred rekonstrukci,nevybaveny,osobni
bezrealitky,1002349,Prodej bytu 2+1,3000000,61,2+1,"Švestková, Ústí nad Labem - Ústí nad Labem, Ústecký kraj",50.6779338,14.0339705,0,0,0,5,dobry,castecne vybaveny,druzstevni
bezrealitky,1013304,Prodej bytu 2+kk,9999900,50,2+kk,"U Městských domů, Praha - Holešovice",50.106951,14.4458964,1,0,0,4,velmi dobry,castecne vybaveny,osobni
bezrealitky,1013317,Prodej bytu 3+kk,6490000,77,3+kk,"Benešovo náměstí, Pardubice - Pardubice, Pardubický kraj",50.0256674,15.7748293,0,0,0,1,velmi dobry,castecne vybaveny,osobni
