source,id,name,price_czk,area_m2,flat_type,locality,lat,lon,has_lift,has_balcony,has_parking,floor,condition,furnished,ownership
bezrealitky,1004194,Prodej bytu 1+1,3268000,40,1+1,"Moravská, Rožnov pod Radhoštěm - Rožnov pod Radhoštěm, Zlínský kraj",49.4649551,18.1253738,1,0,0,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,1002275,Prodej bytu 1+1,7280000,50,1+1,"Prvního pluku, Praha - Karlín",50.0909007,14.4428604,0,0,0,1,velmi dobry,castecne vybaveny,druzstevni
bezrealitky,992781,Prodej bytu 1+kk,2190000,26,1+kk,"Celní, Nové Město pod Smrkem - Nové Město pod Smrkem, Liberecký kraj",50.923751,15.2521378,1,0,1,1,novostavba,nevybaveny,osobni
bezrealitky,1002274,Prodej bytu 2+kk,8925280,46,2+kk,"Thomasova, Praha - Třebonice",50.047665,14.299330894958,1,0,1,3,novostavba,castecne vybaveny,druzstevni
bezrealitky,1003966,Prodej bytu 1+1,2590000,41,1+1,"U Nemocnice, Česká Lípa - Česká Lípa, Liberecký kraj",50.6879461,14.5493375,1,0,1,5,velmi dobry,castecne vybaveny,osobni
bezrealitky,1003972,Prodej bytu 2+1,3100000,65,2+1,"9. května, Lužná - Lužná u Rakovníka, Středočeský kraj",50.144186010963,13.771198847229,0,0,1,1,velmi dobry,castecne vybaveny,druzstevni
bezrealitky,992768,Prodej bytu 3+1,3590000,68,3+1,"Křivsoudov - Křivsoudov, Středočeský kraj",49.6302688,15.082955,0,0,1,1,pred rekonstrukci,nevybaveny,osobni
bezrealitky,555300,Prodej bytu 2+kk,9300000,88,2+kk,"Hrnčířská, Brno - Ponava, Jihomoravský kraj",49.2103261,16.6012937,1,1,0,3,dobry,castecne vybaveny,osobni
bezrealitky,987040,Prodej bytu 2+1,4790000,60,2+1,"Brněnská, Olomouc - Nová Ulice, Olomoucký kraj",49.5790259,17.2383877,1,1,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,996129,Prodej bytu 4+1,8780000,125,4+1,"Pražská, Lety - Lety u Dobřichovic, Středočeský kraj",49.9198395,14.2490665,0,0,1,2,dobry,castecne vybaveny,osobni
bezrealitky,1003660,Prodej bytu 1+1,3290000,27,1+1,"Thámova, Plzeň - Plzeň, Plzeňský kraj",49.7384091,13.3674131,1,0,0,6,dobry,castecne vybaveny,osobni
bezrealitky,992429,Prodej bytu 2+kk,7829999,51,2+kk,"Záhoří, Kuřim - Kuřim, Jihomoravský kraj",49.307155,16.5467071,0,0,1,5,novostavba,castecne vybaveny,osobni
bezrealitky,1001983,Prodej bytu 2+1,3450000,57,2+1,"Horní, Ostrava - Hrabůvka, Moravskoslezský kraj",49.7908261,18.2507331,0,0,1,3,velmi dobry,,druzstevni
bezrealitky,880767,Prodej bytu 2+1,4200000,54,2+1,"Zahradní čtvrť, Luhačovice - Luhačovice, Zlínský kraj",49.0922951,17.738695,0,0,0,4,velmi dobry,vybaveny,osobni
bezrealitky,1003631,Prodej bytu 1+kk,1999000,33,1+kk,"Mládeže, Zruč nad Sázavou - Zruč nad Sázavou, Středočeský kraj",49.7428728,15.0907571,0,0,1,1,dobry,,osobni
bezrealitky,1001571,Prodej bytu 1+1,4920000,32,1+1,"Pražského, Praha - Hlubočepy",50.0364074,14.3833733,1,0,1,4,after_partial_reconstruction,castecne vybaveny,osobni
bezrealitky,1003635,Prodej bytu 3+kk,7850000,65,3+kk,"Ke Kateřinkám, Praha - Chodov",50.0236712,14.5152288,0,0,1,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,1003633,Prodej bytu 2+kk,9500000,60,2+kk,"Devonská, Praha - Hlubočepy",50.0347661,14.3885946,1,0,1,5,novostavba,vybaveny,osobni
bezrealitky,992374,Prodej bytu 2+kk,8999123,85,2+kk,"V Zahradách, Beroun - Beroun, Středočeský kraj",49.9671409,14.0721231,1,0,1,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,1001880,Prodej bytu 4+1,11330000,110,4+1,"Na Valech, Poděbrady - Poděbrady, Středočeský kraj",50.1436238,15.1173802,0,0,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,1001298,Prodej bytu 3+1,6490000,77,3+1,"Havlíčkova, Mladá Boleslav - Mladá Boleslav, Středočeský kraj",50.4293573,14.9123494,1,0,0,6,velmi dobry,vybaveny,osobni
bezrealitky,996568,Prodej bytu 4+kk,7195000,69,4+kk,"Kosmonautů, Pardubice - Pardubice, Pardubický kraj",50.0481004,15.7630269,1,0,1,5,velmi dobry,castecne vybaveny,osobni
bezrealitky,1003204,Prodej bytu 2+1,3749000,41,2+1,"Bezová, Liberec - Nové Pavlovice, Liberecký kraj",50.7821225,15.0554983,0,0,0,9,velmi dobry,castecne vybaveny,osobni
bezrealitky,951479,Prodej bytu 2+kk,14600000,79,2+kk,"Wenzigova, Praha - Nové Město",50.0708248,14.4315621,1,0,0,6,velmi dobry,vybaveny,osobni
bezrealitky,990201,Prodej bytu 4+1,18490000,143,4+1,"Pod Harfou, Praha - Vysočany",50.1039826,14.5116595,1,0,1,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,982214,Prodej bytu 2+kk,10500000,50,2+kk,"U Komína, Praha - Radlice",50.055626,14.3827695,1,0,1,3,novostavba,castecne vybaveny,osobni
bezrealitky,998273,Prodej bytu 3+kk,19950000,88,3+kk,"Hodonínská, Praha - Michle",50.0459982,14.460330420425,1,0,1,2,novostavba,,
bezrealitky,923077,Prodej bytu 2+1,8500000,64,2+1,"28. pluku, Praha - Vršovice",50.0720324,14.4694894,1,0,0,5,dobry,vybaveny,druzstevni
bezrealitky,1000544,Prodej bytu 2+1,5200000,56,2+1,"Skupova, Plzeň - Plzeň, Plzeňský kraj",49.7221146,13.3738348,1,0,1,6,velmi dobry,nevybaveny,osobni
bezrealitky,991441,Prodej bytu 2+1,5280000,66,2+1,"Na Bezděkově, Benešov - Benešov u Prahy, Středočeský kraj",49.7828554,14.6920701,1,0,1,1,velmi dobry,nevybaveny,osobni
bezrealitky,1000169,Prodej bytu 4+kk,22985400,96,4+kk,"Krásova, Praha - Žižkov",50.0845857,14.4465376,1,0,1,3,novostavba,vybaveny,osobni
bezrealitky,978788,Prodej bytu 2+kk,2870000,53,2+kk,"Kotkova, Dvůr Králové nad Labem - Dvůr Králové nad Labem, Královéhradecký kraj",50.4364136,15.8162789,0,0,0,3,dobry,nevybaveny,osobni
bezrealitky,962173,Prodej bytu 3+1,7200000,69,3+1,"Vodárenská, Kladno - Kročehlavy, Středočeský kraj",50.1322477,14.1129724,0,0,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,923386,Prodej bytu 3+kk,11290000,114,3+kk,"Pod Lesíkem, Praha - Dolní Měcholupy",50.0539872,14.561767,0,0,1,1,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,964417,Prodej bytu 2+kk,11250000,80,2+kk,"U Mlýnského kanálu, Praha - Karlín",50.0955858,14.4504141,1,0,0,1,novostavba,vybaveny,osobni
bezrealitky,992088,Prodej bytu ,15490000,156,,"Hlubočepská, Praha - Hlubočepy",50.0416732,14.3950269,0,0,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,994807,Prodej bytu 2+kk,7250000,63,2+kk,"Na Okruhu, Jesenice - Jesenice u Prahy, Středočeský kraj",49.970139,14.5034485,0,0,1,4,novostavba,castecne vybaveny,osobni
bezrealitky,999289,Prodej bytu 3+kk,21490000,134,3+kk,"Kobrova, Praha - Smíchov",50.0738122,14.3967718,0,0,1,1,novostavba,vybaveny,osobni
bezrealitky,989919,Prodej bytu 3+kk,8999000,58,3+kk,"Na Padesátém, Praha - Strašnice",50.0645258,14.5056682,0,0,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,999310,Prodej bytu 2+kk,6390000,68,2+kk,"F. V. Mareše, Benešov - Benešov u Prahy, Středočeský kraj",49.7819563,14.6902912,0,0,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,997931,Prodej bytu 3+1,5699900,72,3+1,"Pod Vrchem, Mělník - Mělník, Středočeský kraj",50.3555051,14.477549,1,0,1,5,after_partial_reconstruction,,druzstevni
bezrealitky,992075,Prodej bytu 4+kk,7890000,112,4+kk,"J. Š. Baara, České Budějovice - České Budějovice 3, Jihočeský kraj",48.9791254,14.4786853,0,0,0,3,dobry,castecne vybaveny,osobni
bezrealitky,997031,Prodej bytu 1+1,3350000,36,1+1,"Družební, Olomouc - Nové Sady u Olomouce, Olomoucký kraj",49.5757311,17.2498821,1,0,1,1,dobry,,osobni
bezrealitky,998327,Prodej bytu 3+kk,10500000,64,3+kk,"Sazovická, Praha - Zličín",50.0565682,14.284483,1,0,1,2,novostavba,castecne vybaveny,osobni
bezrealitky,945799,Prodej bytu ,4215000,65,,"Jakubská, Jindřichův Hradec - Jindřichův Hradec, Jihočeský kraj",49.1445359,14.9931992,0,0,1,2,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,710436,Prodej bytu 2+kk,8480000,50,2+kk,"Na vysočanských vinicích, Praha - Vysočany",50.1156696,14.5095275,1,1,1,1,novostavba,castecne vybaveny,osobni
bezrealitky,1000182,Prodej bytu 2+1,6200000,62,2+1,"Absolonova, Brno - Komín, Jihomoravský kraj",49.2200882,16.5564958,0,0,1,6,pred rekonstrukci,nevybaveny,osobni
bezrealitky,998898,Prodej bytu 1+kk,590000,15,1+kk,"Karlovarská, Řevničov - Řevničov, Středočeský kraj",50.1815342,13.7994035,0,0,0,1,novostavba,castecne vybaveny,osobni
bezrealitky,996171,Prodej bytu 2+kk,5657000,45,2+kk,"Tomanova, Slaný - Slaný, Středočeský kraj",50.2332148,14.06980709433,1,0,1,3,velmi dobry,castecne vybaveny,
bezrealitky,993680,Prodej bytu 2+1,8790000,53,2+1,"Na Malovance, Praha - Střešovice",50.0872366,14.3817438,1,0,0,2,velmi dobry,,osobni
bezrealitky,876467,Prodej bytu 3+kk,6490000,94,3+kk,"Ostrava - Krásné Pole, Moravskoslezský kraj",49.8354814,18.121471544402,0,1,1,1,velmi dobry,,osobni
bezrealitky,953023,Prodej bytu 3+1,4200000,64,3+1,"Taussigova, Praha - Kobylisy",50.1286915,14.47265,1,0,1,10,velmi dobry,vybaveny,osobni
bezrealitky,997878,Prodej bytu 1+kk,6290000,32,1+kk,"Poděbradská, Praha - Vysočany",50.1029151,14.519161045813,1,0,0,4,novostavba,castecne vybaveny,osobni
bezrealitky,977422,Prodej bytu 3+1,5550000,75,3+1,"Husova, Náměšť nad Oslavou - Náměšť nad Oslavou, Kraj Vysočina",49.2110093,16.1466586,0,0,1,2,velmi dobry,vybaveny,osobni
bezrealitky,977416,Prodej bytu 1+1,3849999,38,1+1,"Zámecký vrch, Liberec - Vratislavice nad Nisou, Liberecký kraj",50.7444469,15.0965057,1,0,0,1,velmi dobry,,osobni
bezrealitky,959535,Prodej bytu 4+kk,12950000,130,4+kk,"Slámova, Brno - Černovice, Jihomoravský kraj",49.1876809,16.6388969,0,0,1,1,novostavba,nevybaveny,osobni
bezrealitky,975703,Prodej bytu 2+kk,8300000,65,2+kk,"Petržílkova, Praha - Stodůlky",50.0498987,14.3396743,1,0,1,1,velmi dobry,,osobni
bezrealitky,995833,Prodej bytu 2+kk,8250000,44,2+kk,"Jičínská, Praha - Žižkov",50.0815695,14.4593925,1,0,0,5,velmi dobry,,osobni
bezrealitky,998693,Prodej bytu 3+1,11250000,68,3+1,"Dubečská, Praha - Strašnice",50.0694529,14.4989731,0,0,1,5,velmi dobry,castecne vybaveny,osobni
bezrealitky,945102,Prodej bytu 3+kk,9949000,84,3+kk,"Kosmákova, Šlapanice - Šlapanice u Brna, Jihomoravský kraj",49.1622841,16.7320477,0,0,1,1,velmi dobry,,osobni
bezrealitky,951401,Prodej bytu 3+1,3749000,67,3+1,"Pod Skalkou, Přerov - Předmostí, Olomoucký kraj",49.467435,17.4353936,1,0,0,2,pred rekonstrukci,vybaveny,osobni
bezrealitky,996480,Prodej bytu 3+1,14300000,86,3+1,"Františka Křížka, Praha - Holešovice",50.1000513,14.4301491,1,0,0,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,996972,Prodej bytu 4+1,39980000,132,4+1,"Masarykovo nábřeží, Praha - Nové Město",50.077626,14.4144828,1,0,0,4,dobry,castecne vybaveny,osobni
bezrealitky,995850,Prodej bytu 2+1,5400000,61,2+1,"Štefánikova, Hradec Králové - Třebeš, Královéhradecký kraj",50.1859739,15.8336913,1,0,0,2,velmi dobry,nevybaveny,osobni
bezrealitky,994052,Prodej bytu 2+1,8400000,68,2+1,"Vnoučkova, Praha - Kamýk",50.0135495,14.4359923,1,0,1,6,velmi dobry,castecne vybaveny,osobni
bezrealitky,938157,Prodej bytu 1+1,4999000,49,1+1,"Seifertova, Praha - Žižkov",50.0843805,14.4517541,0,0,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,996185,Prodej bytu 2+kk,5490000,40,2+kk,"Blattného, Praha - Stodůlky",50.0532912,14.343661,0,0,0,8,spatny,nevybaveny,osobni
bezrealitky,995832,Prodej bytu 1+kk,6655900,27,1+kk,"Ramonova, Praha - Strašnice",50.0796156,14.4841436,0,0,0,1,novostavba,vybaveny,osobni
bezrealitky,670609,Prodej bytu 3+kk,8870000,72,3+kk,"Cyprichova, Praha - Háje",50.02859,14.52907,1,1,1,5,velmi dobry,castecne vybaveny,osobni
bezrealitky,987866,Prodej bytu ,175000,82,,"Školská, Považská Bystrica - Považská Bystrica, Trenčiansky kraj",49.12010535,18.435407306662,1,0,1,1,dobry,castecne vybaveny,osobni
bezrealitky,990218,Prodej bytu 2+kk,4950000,61,2+kk,"Velvary - Velvary, Středočeský kraj",50.2818926,14.2378855,0,0,1,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,981957,Prodej bytu 1+kk,6400000,34,1+kk,"Poděbradská, Praha - Vysočany",50.1026895,14.508437,1,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,995826,Prodej bytu 3+kk,6800000,88,3+kk,"Antonína Dvořáka, Jablonec nad Nisou - Jablonec nad Nisou, Liberecký kraj",50.7307326,15.168145,0,0,1,1,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,922359,Prodej bytu 2+kk,12100000,50,2+kk,"Mánesova, Praha - Vinohrady",50.0793596,14.4348866,1,0,0,4,velmi dobry,vybaveny,osobni
bezrealitky,992765,Prodej bytu 1+kk,5830000,37,1+kk,"Prouzova, Praha - Vysočany",50.1105589,14.5040985,0,0,1,4,after_partial_reconstruction,castecne vybaveny,druzstevni
bezrealitky,997398,Prodej bytu 1+kk,5590000,32,1+kk,"Poříčí, Brno - Pisárky, Jihomoravský kraj",49.1854425,16.5865126,1,0,1,1,novostavba,castecne vybaveny,osobni
bezrealitky,989433,Prodej bytu 3+1,4888888,67,3+1,"Rašínova, Písek - Písek, Jihočeský kraj",49.3071549,14.1578472,0,0,1,2,velmi dobry,vybaveny,osobni
bezrealitky,995199,Prodej bytu 3+1,4500000,56,3+1,"Francouzská, Ostrava - Poruba, Moravskoslezský kraj",49.82289995,18.182416238278,1,0,1,6,velmi dobry,castecne vybaveny,osobni
bezrealitky,871494,Prodej bytu 2+kk,4990000,48,2+kk,"Nová, Kouřim - Kouřim, Středočeský kraj",50.00312255,14.96860935317,0,0,1,1,construction,nevybaveny,osobni
bezrealitky,950717,Prodej bytu 3+kk,15300000,85,3+kk,"Petrská, Praha - Nové Město",50.0911481,14.4324872,1,0,0,2,velmi dobry,vybaveny,osobni
bezrealitky,871193,Prodej bytu 3+1,8990000,75,3+1,"Přecechtělova, Praha - Stodůlky",50.0373633,14.3425788,1,0,0,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,976077,Prodej bytu 2+kk,7190000,44,2+kk,"Nad Přehradou, Praha - Horní Měcholupy",50.043135,14.5529295,1,0,1,6,po rekonstrukci,nevybaveny,osobni
bezrealitky,988180,Prodej bytu 2+kk,12200000,58,2+kk,"Kloudova, Praha - Jinonice",50.0580266,14.371537,1,0,1,3,velmi dobry,,osobni
bezrealitky,994374,Prodej bytu 2+1,9568200,66,2+1,"Harmonická, Praha - Stodůlky",50.0513869,14.3296923,1,0,0,1,velmi dobry,vybaveny,osobni
bezrealitky,994376,Prodej bytu 3+1,11000000,81,3+1,"Volutová, Praha - Stodůlky",50.050274,14.338419380808,1,0,1,7,velmi dobry,,osobni
bezrealitky,952138,Prodej bytu 2+1,3150000,49,2+1,"Kubelíkova, Mariánské Lázně - Úšovice, Karlovarský kraj",49.9477483,12.70758,0,0,1,2,velmi dobry,nevybaveny,osobni
bezrealitky,984542,Prodej bytu 3+kk,7749000,68,3+kk,"Letecká, Libčice nad Vltavou - Letky, Středočeský kraj",50.1931563,14.3706613,0,0,1,1,po rekonstrukci,nevybaveny,osobni
bezrealitky,971614,Prodej bytu 1+1,3695500,36,1+1,"Nová Pec - Nová Pec, Jihočeský kraj",48.7904482,13.9496418,0,0,1,1,velmi dobry,,osobni
bezrealitky,966860,Prodej bytu 3+1,5790000,70,3+1,"Kamenný Přívoz - Hostěradice, Středočeský kraj",49.8608345,14.4899896,0,0,1,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,953102,Prodej bytu 2+1,4500000,64,2+1,"U Koupaliště, Karlovy Vary - Rybáře, Karlovarský kraj",50.23755325,12.851426962509,1,0,1,7,po rekonstrukci,vybaveny,osobni
bezrealitky,957884,Prodej bytu 3+kk,5900000,78,3+kk,"Mladějovského, Mariánské Lázně - Mariánské Lázně, Karlovarský kraj",49.9758341,12.7003208,0,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,995475,Prodej bytu 2+kk,6300000,48,2+kk,"Trytova, Praha - Černý Most",50.1067234,14.5639581,1,0,0,1,velmi dobry,,osobni
bezrealitky,964026,Prodej bytu 4+kk,20322200,111,4+kk,"Přemyslovská, Praha - Vinohrady",50.0782648,14.4561901,1,0,0,3,po rekonstrukci,nevybaveny,osobni
bezrealitky,968150,Prodej bytu 4+kk,20840500,112,4+kk,"Přemyslovská, Praha - Vinohrady",50.0782648,14.4561901,1,0,0,5,po rekonstrukci,nevybaveny,osobni
bezrealitky,936206,Prodej bytu 2+kk,10242000,45,2+kk,"Blanická, Praha - Vinohrady",50.076923,14.4390455,1,1,0,2,po rekonstrukci,nevybaveny,osobni
bezrealitky,982425,Prodej bytu 1+1,1919000,38,1+1,"Čsl. armády, Karviná - Karviná-město, Moravskoslezský kraj",49.8700613,18.5511913,1,0,1,1,velmi dobry,nevybaveny,osobni
bezrealitky,973792,Prodej bytu 2+1,4950000,58,2+1,"Jílová, Olomouc - Neředín, Olomoucký kraj",49.5893284,17.2277577,1,0,0,1,dobry,castecne vybaveny,osobni
bezrealitky,954105,Prodej bytu 3+1,5550000,85,3+1,"Matoušova, Liberec - Liberec, Liberecký kraj",50.7643587,15.0478008,0,0,1,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,975106,Prodej bytu 3+kk,7110000,90,3+kk,"Tehov - Tehov, Středočeský kraj",49.7344057,14.9679697,0,0,0,1,novostavba,castecne vybaveny,osobni
bezrealitky,992777,Prodej bytu 2+kk,10200000,57,2+kk,"Nad Šestikopy, Praha - Prosek",50.1176025,14.496131,1,0,1,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,994024,Prodej bytu 3+kk,8800000,68,3+kk,"Jetelová, Praha - Záběhlice",50.0579204,14.4943828,1,0,0,5,velmi dobry,vybaveny,osobni
bezrealitky,971573,Prodej bytu 3+1,4350000,78,3+1,"Výškovická, Ostrava - Výškovice u Ostravy, Moravskoslezský kraj",49.7808238,18.2219838,0,0,1,1,dobry,castecne vybaveny,osobni
bezrealitky,968151,Prodej bytu 3+1,19601800,112,3+1,"Přemyslovská, Praha - Vinohrady",50.0782648,14.4561901,1,0,0,4,velmi dobry,,osobni
